section,male,female,period,order_period
0-9,"{'amount': 24, 'percentage': 0.1}","{'amount': 21, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 26, 'percentage': 0.2}","{'amount': 22, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.9}","{'amount': 1, 'percentage': 0.9}",חודש אחרון,5
0-9,"{'amount': 1, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.7}",3 חודשים,4
0-9,"{'amount': 10, 'percentage': 0.2}","{'amount': 15, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 20, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.9}",חודש אחרון,5
10-19,"{'amount': 28, 'percentage': 0.2}","{'amount': 45, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 3, 'percentage': 1.1}",3 חודשים,4
10-19,"{'amount': 26, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 3, 'percentage': 1.1}","{'amount': 2, 'percentage': 0.7}",3 חודשים,4
20-29,"{'amount': 2, 'percentage': 1.7}","{'amount': 1, 'percentage': 0.9}",חודש אחרון,5
20-29,"{'amount': 135, 'percentage': 0.8}","{'amount': 160, 'percentage': 1}",שנה,2
20-29,"{'amount': 139, 'percentage': 0.8}","{'amount': 163, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 82, 'percentage': 1.3}","{'amount': 88, 'percentage': 1.4}",6 חודשים,3
30-39,"{'amount': 412, 'percentage': 2.4}","{'amount': 349, 'percentage': 2.1}",מתחילת קורונה,1
30-39,"{'amount': 392, 'percentage': 2.4}","{'amount': 339, 'percentage': 2.1}",שנה,2
30-39,"{'amount': 1, 'percentage': 0.9}","{'amount': 4, 'percentage': 3.4}",חודש אחרון,5
30-39,"{'amount': 4, 'percentage': 1.4}","{'amount': 14, 'percentage': 4.9}",3 חודשים,4
30-39,"{'amount': 204, 'percentage': 3.1}","{'amount': 206, 'percentage': 3.2}",6 חודשים,3
40-49,"{'amount': 447, 'percentage': 6.9}","{'amount': 288, 'percentage': 4.4}",6 חודשים,3
40-49,"{'amount': 19, 'percentage': 6.7}","{'amount': 6, 'percentage': 2.1}",3 חודשים,4
40-49,"{'amount': 7, 'percentage': 6}","{'amount': 3, 'percentage': 2.6}",חודש אחרון,5
40-49,"{'amount': 910, 'percentage': 5.6}","{'amount': 558, 'percentage': 3.5}",שנה,2
40-49,"{'amount': 941, 'percentage': 5.6}","{'amount': 574, 'percentage': 3.4}",מתחילת קורונה,1
50-59,"{'amount': 10, 'percentage': 3.5}","{'amount': 19, 'percentage': 6.7}",3 חודשים,4
50-59,"{'amount': 4, 'percentage': 3.4}","{'amount': 4, 'percentage': 3.4}",חודש אחרון,5
50-59,"{'amount': 1455, 'percentage': 9}","{'amount': 959, 'percentage': 5.9}",שנה,2
50-59,"{'amount': 1526, 'percentage': 9}","{'amount': 984, 'percentage': 5.8}",מתחילת קורונה,1
50-59,"{'amount': 607, 'percentage': 9.3}","{'amount': 420, 'percentage': 6.5}",6 חודשים,3
60-69,"{'amount': 665, 'percentage': 10.2}","{'amount': 534, 'percentage': 8.2}",6 חודשים,3
60-69,"{'amount': 23, 'percentage': 8.1}","{'amount': 32, 'percentage': 11.3}",3 חודשים,4
60-69,"{'amount': 12, 'percentage': 10.3}","{'amount': 11, 'percentage': 9.5}",חודש אחרון,5
60-69,"{'amount': 2128, 'percentage': 12.6}","{'amount': 1318, 'percentage': 7.8}",מתחילת קורונה,1
60-69,"{'amount': 2037, 'percentage': 12.6}","{'amount': 1280, 'percentage': 7.9}",שנה,2
70-79,"{'amount': 713, 'percentage': 11}","{'amount': 601, 'percentage': 9.3}",6 חודשים,3
70-79,"{'amount': 18, 'percentage': 15.5}","{'amount': 13, 'percentage': 11.2}",חודש אחרון,5
70-79,"{'amount': 2232, 'percentage': 13.2}","{'amount': 1554, 'percentage': 9.2}",מתחילת קורונה,1
70-79,"{'amount': 2110, 'percentage': 13.1}","{'amount': 1497, 'percentage': 9.3}",שנה,2
70-79,"{'amount': 37, 'percentage': 13.1}","{'amount': 34, 'percentage': 12}",3 חודשים,4
80-89,"{'amount': 1583, 'percentage': 9.4}","{'amount': 1612, 'percentage': 9.5}",מתחילת קורונה,1
80-89,"{'amount': 530, 'percentage': 8.2}","{'amount': 612, 'percentage': 9.4}",6 חודשים,3
80-89,"{'amount': 15, 'percentage': 12.9}","{'amount': 12, 'percentage': 10.3}",חודש אחרון,5
80-89,"{'amount': 33, 'percentage': 11.7}","{'amount': 22, 'percentage': 7.8}",3 חודשים,4
80-89,"{'amount': 1499, 'percentage': 9.3}","{'amount': 1526, 'percentage': 9.4}",שנה,2
90+,"{'amount': 512, 'percentage': 3}","{'amount': 762, 'percentage': 4.5}",מתחילת קורונה,1
90+,"{'amount': 192, 'percentage': 3}","{'amount': 249, 'percentage': 3.8}",6 חודשים,3
90+,"{'amount': 4, 'percentage': 1.4}","{'amount': 15, 'percentage': 5.3}",3 חודשים,4
90+,"{'amount': 2, 'percentage': 1.7}","{'amount': 4, 'percentage': 3.4}",חודש אחרון,5
90+,"{'amount': 475, 'percentage': 2.9}","{'amount': 714, 'percentage': 4.4}",שנה,2
