city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
תל אביב - יפו,27633,646,538,40678,14
נתניה,17634,354,295,14092,16
פתח תקווה,22414,342,284,15771,14
ראשון לציון,15355,243,197,13591,10
חולון,14971,192,158,8217,10
ירושלים,130810,187,153,25240,2
אשדוד,25888,173,152,8263,8
פרדס חנה-כרכור,2710,173,143,6002,41
מודיעין-מכבים-רעות,5238,170,146,8864,19
כפר סבא,4556,149,99,7974,15
רחובות,11576,142,121,7297,10
רמת גן,8123,127,107,9146,8
הרצליה,4592,123,101,8067,13
רעננה,4111,120,93,6916,16
חדרה,7057,120,101,4833,12
חיפה,16877,115,89,12377,4
באר שבע,15490,113,93,7389,6
רמלה,9758,99,75,3252,13
הוד השרון,3022,92,77,5704,15
נס ציונה,2580,82,72,3417,18
כפר יונה,1661,79,39,2623,33
בת ים,9810,78,64,5825,6
ראש העין,5554,73,57,4119,11
יבנה,4422,66,57,2266,14
גבעתיים,2147,61,46,4209,11
אשקלון,11972,57,47,5199,4
רמת השרון,2062,55,43,3990,12
יהוד,2084,50,38,2107,17
לוד,8766,42,34,2703,5
קרני שומרון,780,41,32,1303,42
אור יהודה,4450,41,29,1603,12
בני ברק,48314,40,37,2449,2
קרית אתא,4745,39,37,1984,7
שערי תקווה,476,39,25,1069,69
נהריה,3378,37,29,1980,6
קרית אונו,1901,35,26,2711,9
אילת,2581,34,31,1925,6
עפולה,3844,34,30,1859,6
מעלה אדומים,4000,34,23,1597,9
גדרה,1881,33,26,1652,13
קדימה-צורן,1217,32,24,1460,15
בית שאן,1726,32,28,973,16
קרית ביאליק,2291,30,27,1589,7
ג'דיידה-מכר,2080,29,26,645,14
קרית ים,2396,29,23,1645,7
עכו,4104,27,22,1607,5
קרית מוצקין,2404,25,19,1888,5
נצרת,9091,25,21,2560,3
כוכב יאיר,461,24,16,866,26
שוהם,1146,24,19,2455,12
אבן יהודה,684,23, 11-14 ,1518,17
גני תקווה,1394,23, 11-14 ,2169,11
קדומים,389,22,20,947,48
אור עקיבא,1677,22, 11-14 ,1051,11
גבעת שמואל,1757,22,20,1456,9
אורנית,417,22,16,901,24
בית יצחק-שער חפר,111,21,16,523,100
בית שמש,20252,21,17,2334,2
טבריה,4542,20,20,1388,4
סביון,257,19,  6-10  ,618,44
אלפי מנשה,346,19, 11-14 ,722,24
קרית מלאכי,4123,18, 11-14 ,533,7
טירת כרמל,1416,17,16,639,7
באר יעקב,2315,17, 11-14 ,1123,6
נתיבות,7063,16,16,813,4
נוף הגליל,2896,16, 11-14 ,1426,4
שדרות,2917,16, 11-14 ,612,6
אופקים,4331,15, 11-14 ,908,4
חריש,1591,15,  6-10  ,761,7
קרית טבעון,592,15, 11-14 ,927,9
טייבה,4644,15, 11-14 ,1884,3
עין נקובא,574, קטן מ-15 ,  1-5  ,76,3
כפר כמא,177, קטן מ-15 , 11-14 ,295,38
כפר מנדא,1694, קטן מ-15 ,  1-5  ,531,2
מזרעה,307, קטן מ-15 ,  1-5  ,116,5
מעיליא,270, קטן מ-15 ,  0  ,126,3
אעבלין,1211, קטן מ-15 ,  1-5  ,289,2
עיילבון,613, קטן מ-15 ,  1-5  ,179,2
עין מאהל,1656, קטן מ-15 ,  1-5  ,364,1
פסוטה,296, קטן מ-15 ,  0  ,88,3
אזור,1141, קטן מ-15 ,  6-10  ,484,7
גן יבנה,1685, קטן מ-15 , 11-14 ,1204,6
קלנסווה,2507, קטן מ-15 ,  1-5  ,652,0
כפר קרע,1682, קטן מ-15 ,  1-5  ,610,1
שלומי,421, קטן מ-15 ,  1-5  ,181,3
כרמיאל,2489, קטן מ-15 ,  1-5  ,1321,1
מיתר,380, קטן מ-15 ,  1-5  ,515,1
להבים,274, קטן מ-15 ,  0  ,385,2
בית דגן,550, קטן מ-15 ,  6-10  ,548,17
אלעד,11599, קטן מ-15 ,  6-10  ,548,2
מתן,165, קטן מ-15 ,  1-5  ,356,3
"בסמ""ה",926, קטן מ-15 ,  1-5  ,209,1
בית אריה,264, קטן מ-15 ,  6-10  ,449,19
עומר,293, קטן מ-15 ,  1-5  ,537,5
דבוריה,1204, קטן מ-15 ,  1-5  ,377,1
משהד,801, קטן מ-15 ,  1-5  ,228,1
בית חשמונאי,114, קטן מ-15 ,  1-5  ,374,14
נוף איילון,240, קטן מ-15 ,  6-10  ,107,26
כאוכב אבו אל-היג'א,464, קטן מ-15 ,  1-5  ,84,3
שבלי - אום אל-גנם,566, קטן מ-15 ,  0  ,185,2
מבשרת ציון,1941, קטן מ-15 ,  6-10  ,1012,5
מעלות-תרשיחא,1594, קטן מ-15 ,  6-10  ,830,4
פוריידיס,1258, קטן מ-15 ,  1-5  ,216,1
חצור הגלילית,1411, קטן מ-15 ,  6-10  ,375,6
תפרח,709, קטן מ-15 ,  1-5  ,37,18
כפר קאסם,3384, קטן מ-15 ,  1-5  ,899,1
נווה דניאל,305, קטן מ-15 ,  1-5  ,86,8
ביתר עילית,12877, קטן מ-15 ,  1-5  ,420,1
תל שבע,608, קטן מ-15 ,  1-5  ,196,0
"בני עי""ש",531, קטן מ-15 ,  1-5  ,270,4
מצפה רמון,281, קטן מ-15 ,  1-5  ,135,4
צור יצחק,257, קטן מ-15 ,  6-10  ,609,20
בנימינה-גבעת עדה,819, קטן מ-15 ,  6-10  ,926,7
קרית עקרון,912, קטן מ-15 , 11-14 ,806,10
בועיינה-נוג'ידאת,921, קטן מ-15 ,  1-5  ,254,1
זכרון יעקב,1403, קטן מ-15 ,  6-10  ,1362,4
יד בנימין,674, קטן מ-15 ,  1-5  ,179,7
ג'לג'וליה,978, קטן מ-15 ,  1-5  ,410,2
מגדל העמק,2119, קטן מ-15 ,  1-5  ,768,1
אבו ג'ווייעד (שבט),68, קטן מ-15 ,  1-5  ,309,2
גבעת ברנר,73, קטן מ-15 ,  1-5  ,106,4
מודיעין עילית,25194, קטן מ-15 ,  1-5  ,355,0
ערערה-בנגב,1017, קטן מ-15 ,  1-5  ,207,1
אלעזר,195, קטן מ-15 ,  1-5  ,112,12
כפר ורדים,245, קטן מ-15 ,  6-10  ,427,16
גבעת אבני,116, קטן מ-15 ,  1-5  ,100,14
כסרא-סמיע,975, קטן מ-15 ,  1-5  ,82,3
אפרת,1081, קטן מ-15 ,  1-5  ,574,8
פסגות,199, קטן מ-15 ,  1-5  ,61,5
אום אל-פחם,6194, קטן מ-15 ,  6-10  ,972,2
קרית שמונה,1365, קטן מ-15 ,  1-5  ,397,2
עלי זהב,291, קטן מ-15 ,  1-5  ,154,20
צופים,217, קטן מ-15 ,  1-5  ,356,46
סח'נין,4385, קטן מ-15 ,  1-5  ,1208,2
טמרה,3899, קטן מ-15 ,  1-5  ,870,1
קרית יערים,1526, קטן מ-15 ,  0  ,86,2
בת חפר,252, קטן מ-15 ,  1-5  ,386,12
אל סייד,21, קטן מ-15 ,  1-5  ,18,6
עתלית,366, קטן מ-15 ,  1-5  ,314,1
צור משה,114, קטן מ-15 ,  0  ,156,4
עץ אפרים,230, קטן מ-15 ,  6-10  ,263,45
טלמון,502, קטן מ-15 ,  6-10  ,139,16
רבבה,349, קטן מ-15 ,  6-10  ,193,24
אכסאל,1505, קטן מ-15 ,  1-5  ,540,1
ביר אל-מכסור,606, קטן מ-15 ,  6-10  ,212,9
ג'ולס,670, קטן מ-15 ,  0  ,113,2
בסמת טבעון,494, קטן מ-15 ,  1-5  ,254,3
כפר כנא,2444, קטן מ-15 ,  6-10  ,557,3
ג'סר א-זרקא,980, קטן מ-15 ,  0  ,310,1
מג'ד אל-כרום,2204, קטן מ-15 ,  1-5  ,387,1
שפרעם,4132, קטן מ-15 ,  1-5  ,1118,2
עראבה,2335, קטן מ-15 ,  6-10  ,939,2
עספיא,1409, קטן מ-15 ,  1-5  ,283,1
שעב,675, קטן מ-15 ,  1-5  ,291,1
ראמה,952, קטן מ-15 ,  1-5  ,159,1
רהט,5023, קטן מ-15 ,  1-5  ,973,1
באקה אל-גרביה,2769, קטן מ-15 ,  1-5  ,943,1
נופית,104, קטן מ-15 ,  1-5  ,209,12
לפיד,115, קטן מ-15 ,  1-5  ,187,14
דימונה,2530, קטן מ-15 ,  6-10  ,1055,2
כפר האורנים,124, קטן מ-15 ,  0  ,250,5
טירה,2773, קטן מ-15 ,  1-5  ,905,2
יקיר,205, קטן מ-15 ,  1-5  ,343,20
נוקדים,173, קטן מ-15 ,  1-5  ,76,13
דאלית אל-כרמל,2320, קטן מ-15 ,  1-5  ,317,3
כפר תבור,200, קטן מ-15 ,  1-5  ,214,4
ניצן,231, קטן מ-15 ,  1-5  ,63,13
אבו גוש,1296, קטן מ-15 ,  1-5  ,1006,2
אלקנה,300, קטן מ-15 ,  1-5  ,163,3
גבעת זאב,3792, קטן מ-15 ,  1-5  ,439,1
גן נר,138, קטן מ-15 ,  1-5  ,131,8
ערד,2498, קטן מ-15 ,  1-5  ,653,2
אריאל,1071, קטן מ-15 ,  1-5  ,682,1
ג'ת,1253, קטן מ-15 ,  1-5  ,347,1
ערערה,2056, קטן מ-15 ,  6-10  ,547,4
ירוחם,990, קטן מ-15 ,  6-10  ,550,8
זרזיר,498, קטן מ-15 ,  1-5  ,139,1
קיסריה,246, קטן מ-15 ,  1-5  ,505,7
