name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,93.9240493774414,115
יוספטל,,49.23077011108398,5
שמיר,,66.44219970703125,82
וולפסון,,67.05709838867188,58
זיו צפת,,78.38616943359375,81
הלל יפה,,87.18446350097656,43
נהריה,,82.987548828125,72
ברזילי,,80.83333587646484,53
פוריה,,66.47887420654297,52
סוראסקי,,102.4765167236328,133
בני ציון,,84.75750732421875,68
רבין ק. בילינסון,,83.95209503173828,126
סורוקה,,76.88966369628906,87
מאיר,,77.50642395019531,105
קפלן,,90.79422760009766,54
"רמב""ם",,93.60824584960938,190
הכרמל,,77.50511169433594,101
השרון ק. גולדה,,70.95435333251953,87
הדסה עין כרם,,112.0370407104492,215
הסקוטי,,113.5338363647461,11
המשפחה הקדושה,,,0
סנט ג'וזף,,,5
שערי צדק,,,267
אל מקאסד,,,0
לניאדו,,82.45125579833984,171
אוגוסטה ויקטוריה,,,8
מעייני הישועה,,96.83544158935547,44
אסותא אשדוד,,,27
שניידר,,,0
סנט וינסנט,,38.80596923828125,10
המרכזי בעמק,,77.06896209716797,154
