name,value
פראמדיקים,42
קלינאות תקשורת,44
פסיכולוגיה,53
שירות סוציאלי,57
פיזיותרפיה,72
ריפוי בעיסוק,79
מעבדה,81
רוקחות,103
מערך לוגיסטי,185
חובשי רפואת חירום,188
כוח עזר,190
מינהל ומשק,880
סקטורים אחרים,2331
