age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,344741,309539,1538337,22.4,20.1
20-29,996615,910053,1300361,76.6,70
30-39,965820,898876,1197026,80.7,75.1
40-49,929185,872847,1098556,84.6,79.5
50-59,757678,713655,849966,89.1,84
60-69,668246,638318,741639,90.1,86.1
70-79,483216,467343,490784,98.5,95.2
80-89,216433,209012,225538,96,92.7
90+,51199,48649,51496,99.4,94.5
