name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,104.7468338012695,2
קפלן,,,0
שמיר,,77.55331420898438,0
וולפסון,,,0
זיו צפת,,92.5072021484375,1
הלל יפה,,98.0582504272461,0
נהריה,,90.54794311523438,0
ברזילי,,,0
פוריה,,74.36619567871094,0
סוראסקי,,120.7514953613281,1
רבין ק. בילינסון,,97.96407318115234,1
סורוקה,,77.58470916748047,1
מאיר,,,0
הדסה עין כרם,,113.3597869873047,5
הסקוטי,,,0
"רמב""ם",,93.03278350830078,0
שערי צדק,,104.9817733764648,0
אל מקאסד,,,0
אוגוסטה ויקטוריה,,,0
שניידר,,,0
אסותא אשדוד,,,0
בני ציון,,,0
הכרמל,,,0
המרכזי בעמק,,,0
המשפחה הקדושה,,,0
השרון ק. גולדה,,,0
יוספטל,,,0
לניאדו,,97.49303436279297,0
מעייני הישועה,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
