name,value
חובשי רפואת חירום,0
מעבדה,0
פיזיותרפיה,0
פראמדיקים,0
מעבדה,0
קלינאות תקשורת,0
חובשי רפואת חירום,0
ריפוי בעיסוק,0
קלינאות תקשורת,0
רוקחות,0
רוקחות,0
ריפוי בעיסוק,0
פיזיותרפיה,0
פראמדיקים,0
פסיכולוגיה,1
מערך לוגיסטי,1
מערך לוגיסטי,1
פסיכולוגיה,1
שירות סוציאלי,1
שירות סוציאלי,1
כוח עזר,2
כוח עזר,2
סקטורים אחרים,3
מינהל ומשק,3
מינהל ומשק,3
סקטורים אחרים,3
