name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,0
אוגוסטה ויקטוריה,,,0
אסותא אשדוד,,,0
בני ציון,,,0
ברזילי,,,0
הדסה עין כרם,,121.5608444213867,3
הכרמל,,,0
הלל יפה,,92.81553649902344,5
המרכזי בעמק,,,0
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,68.46472930908203,1
וולפסון,,69.83894348144531,2
יוספטל,,,0
לניאדו,,97.49303436279297,2
סוראסקי,,123.0572128295898,6
מעייני הישועה,,,0
נהריה,,,0
סורוקה,,,0
סנט וינסנט,,,0
פוריה,,,0
קפלן,,,0
רבין ק. בילינסון,,86.70658874511719,10
זיו צפת,,,0
"רמב""ם",,,0
שמיר,,,0
שערי צדק,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
מאיר,,97.94344329833984,2
