CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.00830188679245283,2020-03-02T00:00:00.000Z,1,5632,-168,0,1325
0,0,10,0,0,10,10,0.007547169811320755,2020-03-03T00:00:00.000Z,0,7857,-165,0,1325
0,0,12,0,0,12,11,0.009056603773584906,2020-03-04T00:00:00.000Z,0,7012,-167,0,1325
0,0,12,1,0,13,13,0.009811320754716982,2020-03-05T00:00:00.000Z,1,7012,-167,0,1325
1,0,14,2,0,16,16,0.01207547169811321,2020-03-06T00:00:00.000Z,1,5177,-166,0,1325
2,0,17,3,0,20,20,0.01509433962264151,2020-03-07T00:00:00.000Z,1,4861,-166,0,1325
4,0,21,5,0,26,26,0.01962264150943396,2020-03-08T00:00:00.000Z,2,7330,-163,0,1325
5,0,33,6,0,39,39,0.02943396226415094,2020-03-09T00:00:00.000Z,7,6205,-172,0,1325
5,0,53,6,0,59,59,0.04452830188679245,2020-03-10T00:00:00.000Z,2,6021,-159,0,1325
6,0,73,7,1,81,81,0.06113207547169811,2020-03-11T00:00:00.000Z,10,5981,-161,0,1325
6,0,95,7,1,103,101,0.07773584905660377,2020-03-12T00:00:00.000Z,6,5983,-160,0,1325
6,0,112,7,4,123,122,0.09283018867924528,2020-03-13T00:00:00.000Z,10,4121,-146,0,1325
4,0,152,6,4,162,161,0.1222641509433962,2020-03-14T00:00:00.000Z,20,3692,-156,0,1325
6,0,187,9,6,202,200,0.1524528301886793,2020-03-15T00:00:00.000Z,37,5490,-157,0,1325
7,0,205,11,5,221,215,0.1667924528301887,2020-03-16T00:00:00.000Z,27,4759,-99,0,1325
7,0,238,12,6,256,256,0.1932075471698113,2020-03-17T00:00:00.000Z,46,4338,-51,0,1325
7,0,279,16,11,306,269,0.2309433962264151,2020-03-18T00:00:00.000Z,54,3920,49,0,1325
12,0,263,21,11,295,264,0.2226415094339623,2020-03-19T00:00:00.000Z,31,4053,179,0,1325
12,1,252,23,14,289,251,0.2181132075471698,2020-03-20T00:00:00.000Z,30,3207,356,0,1325
15,0,229,27,21,277,274,0.2090566037735849,2020-03-21T00:00:00.000Z,35,2905,539,0,1325
22,0,255,37,32,324,305,0.2445283018867925,2020-03-22T00:00:00.000Z,54,4523,755,0,1325
24,0,274,42,36,352,323,0.2656603773584906,2020-03-23T00:00:00.000Z,58,4053,1075,0,1325
26,3,302,45,48,395,343,0.2981132075471698,2020-03-24T00:00:00.000Z,82,3963,1468,0,1325
28,1,311,49,53,413,397,0.3116981132075472,2020-03-25T00:00:00.000Z,81,3666,1826,0,1325
31,5,345,54,65,464,413,0.350188679245283,2020-03-26T00:00:00.000Z,83,3925,2308,0,1325
37,2,381,65,69,515,468,0.3886792452830189,2020-03-27T00:00:00.000Z,110,3267,2676,0,1325
41,1,363,69,81,513,485,0.3871698113207547,2020-03-28T00:00:00.000Z,53,2834,3115,0,1325
50,3,377,79,88,544,516,0.410566037735849,2020-03-29T00:00:00.000Z,70,4289,3579,0,1325
55,1,426,88,105,619,570,0.4671698113207547,2020-03-30T00:00:00.000Z,121,3886,4039,0,1325
64,4,456,97,115,668,628,0.5041509433962265,2020-03-31T00:00:00.000Z,111,4005,4654,0,1325
72,8,515,111,143,769,728,0.580377358490566,2020-04-01T00:00:00.000Z,147,4088,4502,689,1325
79,10,555,113,145,813,727,0.6135849056603774,2020-04-02T00:00:00.000Z,115,4284,5088,720,1325
93,5,515,130,159,804,719,0.6067924528301887,2020-04-03T00:00:00.000Z,97,3494,5598,717,1325
107,7,481,139,171,791,752,0.5969811320754717,2020-04-04T00:00:00.000Z,73,3155,5927,718,1325
106,6,498,135,194,827,743,0.6241509433962265,2020-04-05T00:00:00.000Z,100,4495,6434,693,1325
110,7,458,147,209,814,703,0.6143396226415094,2020-04-06T00:00:00.000Z,93,4088,6712,796,1325
106,7,388,159,201,748,656,0.5645283018867925,2020-04-07T00:00:00.000Z,72,4313,6977,819,1325
115,9,336,166,193,695,622,0.5245283018867924,2020-04-08T00:00:00.000Z,57,3511,7152,859,1325
117,9,312,166,187,665,634,0.5018867924528302,2020-04-09T00:00:00.000Z,65,3363,7279,944,1325
128,8,330,170,170,670,598,0.5056603773584906,2020-04-10T00:00:00.000Z,56,4086,7404,1002,1325
130,6,283,182,162,627,595,0.4732075471698113,2020-04-11T00:00:00.000Z,39,3172,7519,1061,1325
130,7,316,177,174,667,620,0.5033962264150943,2020-04-12T00:00:00.000Z,90,4965,7683,1074,1325
137,8,330,192,169,691,629,0.5215094339622641,2020-04-13T00:00:00.000Z,91,4653,7686,1181,1325
134,8,328,178,170,676,631,0.510188679245283,2020-04-14T00:00:00.000Z,75,4376,7650,1229,1325
133,13,319,180,174,673,655,0.5079245283018868,2020-04-15T00:00:00.000Z,69,3492,7614,1238,1325
136,7,360,180,162,702,643,0.5298113207547169,2020-04-16T00:00:00.000Z,51,5388,7435,1366,1325
125,9,337,166,163,666,613,0.5026415094339622,2020-04-17T00:00:00.000Z,48,4188,7402,1348,1325
118,11,329,174,141,644,619,0.4860377358490566,2020-04-18T00:00:00.000Z,42,3825,6985,1661,1325
