day_date,flue_vaccinations_amount_cum
2021-07-01T00:00:00.000Z,3022
2021-07-02T00:00:00.000Z,3376
2021-07-03T00:00:00.000Z,3442
2021-07-04T00:00:00.000Z,7464
2021-07-05T00:00:00.000Z,11300
2021-07-06T00:00:00.000Z,15197
2021-07-07T00:00:00.000Z,18862
2021-07-08T00:00:00.000Z,22165
2021-07-09T00:00:00.000Z,22558
2021-07-10T00:00:00.000Z,22636
2021-07-11T00:00:00.000Z,26814
2021-07-12T00:00:00.000Z,30876
2021-07-13T00:00:00.000Z,34868
2021-07-14T00:00:00.000Z,38484
2021-07-15T00:00:00.000Z,41852
2021-07-16T00:00:00.000Z,42229
2021-07-17T00:00:00.000Z,42305
2021-07-18T00:00:00.000Z,44512
2021-07-19T00:00:00.000Z,48085
2021-07-20T00:00:00.000Z,51047
2021-07-21T00:00:00.000Z,53655
2021-07-22T00:00:00.000Z,56075
2021-07-23T00:00:00.000Z,56353
2021-07-24T00:00:00.000Z,56436
2021-07-25T00:00:00.000Z,60492
2021-07-26T00:00:00.000Z,64803
2021-07-27T00:00:00.000Z,68429
2021-07-28T00:00:00.000Z,71834
2021-07-29T00:00:00.000Z,74893
2021-07-30T00:00:00.000Z,75203
2021-07-31T00:00:00.000Z,75303
2021-08-01T00:00:00.000Z,79028
2021-08-02T00:00:00.000Z,82509
2021-08-03T00:00:00.000Z,85849
2021-08-04T00:00:00.000Z,88902
2021-08-05T00:00:00.000Z,91676
2021-08-06T00:00:00.000Z,91977
2021-08-07T00:00:00.000Z,92047
2021-08-08T00:00:00.000Z,96112
2021-08-09T00:00:00.000Z,99930
2021-08-10T00:00:00.000Z,103631
2021-08-11T00:00:00.000Z,107277
2021-08-12T00:00:00.000Z,110436
2021-08-13T00:00:00.000Z,110797
2021-08-14T00:00:00.000Z,110877
2021-08-15T00:00:00.000Z,114732
2021-08-16T00:00:00.000Z,118741
2021-08-17T00:00:00.000Z,122765
2021-08-18T00:00:00.000Z,126295
2021-08-19T00:00:00.000Z,129227
2021-08-20T00:00:00.000Z,129518
2021-08-21T00:00:00.000Z,129615
2021-08-22T00:00:00.000Z,133405
2021-08-23T00:00:00.000Z,137331
2021-08-24T00:00:00.000Z,140893
2021-08-25T00:00:00.000Z,144116
2021-08-26T00:00:00.000Z,146892
2021-08-27T00:00:00.000Z,147252
2021-08-28T00:00:00.000Z,147361
2021-08-29T00:00:00.000Z,151160
2021-08-30T00:00:00.000Z,154756
2021-08-31T00:00:00.000Z,157794
2021-09-01T00:00:00.000Z,160471
2021-09-02T00:00:00.000Z,163593
2021-09-03T00:00:00.000Z,164031
2021-09-04T00:00:00.000Z,164107
2021-09-05T00:00:00.000Z,167913
2021-09-06T00:00:00.000Z,168547
2021-09-07T00:00:00.000Z,169141
2021-09-08T00:00:00.000Z,169665
2021-09-09T00:00:00.000Z,173477
2021-09-10T00:00:00.000Z,174059
2021-09-11T00:00:00.000Z,174243
2021-09-12T00:00:00.000Z,183542
2021-09-13T00:00:00.000Z,197003
2021-09-14T00:00:00.000Z,213697
2021-09-15T00:00:00.000Z,220161
2021-09-16T00:00:00.000Z,221522
2021-09-17T00:00:00.000Z,227699
2021-09-18T00:00:00.000Z,228999
2021-09-19T00:00:00.000Z,253041
2021-09-20T00:00:00.000Z,263973
2021-09-21T00:00:00.000Z,266651
2021-09-22T00:00:00.000Z,281753
2021-09-23T00:00:00.000Z,300578
2021-09-24T00:00:00.000Z,309164
2021-09-25T00:00:00.000Z,311093
2021-09-26T00:00:00.000Z,334740
2021-09-27T00:00:00.000Z,350176
2021-09-28T00:00:00.000Z,353338
2021-09-29T00:00:00.000Z,384670
2021-09-30T00:00:00.000Z,418724
2021-10-01T00:00:00.000Z,430245
2021-10-02T00:00:00.000Z,432863
2021-10-03T00:00:00.000Z,477261
2021-10-04T00:00:00.000Z,516958
2021-10-05T00:00:00.000Z,558313
2021-10-06T00:00:00.000Z,594200
2021-10-07T00:00:00.000Z,636266
2021-10-08T00:00:00.000Z,651968
2021-10-09T00:00:00.000Z,654675
2021-10-10T00:00:00.000Z,703945
2021-10-11T00:00:00.000Z,744276
2021-10-12T00:00:00.000Z,785621
2021-10-13T00:00:00.000Z,818599
2021-10-14T00:00:00.000Z,854610
2021-10-15T00:00:00.000Z,866919
2021-10-16T00:00:00.000Z,868712
2021-10-17T00:00:00.000Z,909533
2021-10-18T00:00:00.000Z,941558
2021-10-19T00:00:00.000Z,974369
2021-10-20T00:00:00.000Z,1001946
2021-10-21T00:00:00.000Z,1032572
2021-10-22T00:00:00.000Z,1041470
2021-10-23T00:00:00.000Z,1042840
2021-10-24T00:00:00.000Z,1075622
2021-10-25T00:00:00.000Z,1103325
2021-10-26T00:00:00.000Z,1131248
2021-10-27T00:00:00.000Z,1152885
2021-10-28T00:00:00.000Z,1170320
2021-10-29T00:00:00.000Z,1174444
2021-10-30T00:00:00.000Z,1175455
2021-10-30T00:00:00.000Z,1175469
2021-10-31T00:00:00.000Z,1196345
2021-11-01T00:00:00.000Z,1214828
2021-11-02T00:00:00.000Z,1233839
2021-11-03T00:00:00.000Z,1250019
2021-11-04T00:00:00.000Z,1266912
2021-11-05T00:00:00.000Z,1271362
2021-11-06T00:00:00.000Z,1272370
2021-11-07T00:00:00.000Z,1289145
2021-11-08T00:00:00.000Z,1303124
2021-11-09T00:00:00.000Z,1319097
2021-11-10T00:00:00.000Z,1334162
2021-11-11T00:00:00.000Z,1350336
2021-11-12T00:00:00.000Z,1354254
2021-11-13T00:00:00.000Z,1355283
2021-11-14T00:00:00.000Z,1373546
2021-11-15T00:00:00.000Z,1388695
2021-11-16T00:00:00.000Z,1403917
2021-11-17T00:00:00.000Z,1417479
2021-11-18T00:00:00.000Z,1431205
2021-11-19T00:00:00.000Z,1434607
2021-11-20T00:00:00.000Z,1435204
2021-11-21T00:00:00.000Z,1450707
2021-11-22T00:00:00.000Z,1464436
2021-11-23T00:00:00.000Z,1478010
