period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,126187,37648,29.84
3_Month,0-9,1083065,466639,43.09
6_Month,0-9,1243289,500782,40.28
1_Year,0-9,1484013,611891,41.23
All,0-9,1680463,719666,42.83
1_Month,10-19,129188,38041,29.45
3_Month,10-19,952870,493235,51.76
6_Month,10-19,1147187,536585,46.77
1_Year,10-19,1372881,618846,45.08
All,10-19,1592554,764033,47.98
1_Month,20-29,172097,43095,25.04
3_Month,20-29,776003,336701,43.39
6_Month,20-29,973473,363886,37.38
1_Year,20-29,1184416,423388,35.75
All,20-29,1404866,545662,38.84
1_Month,30-39,172152,47136,27.38
3_Month,30-39,778311,366927,47.14
6_Month,30-39,940901,390219,41.47
1_Year,30-39,1124500,450426,40.06
All,30-39,1302836,537312,41.24
1_Month,40-49,168943,44918,26.59
3_Month,40-49,716759,336563,46.96
6_Month,40-49,855650,357466,41.78
1_Year,40-49,1004202,404064,40.24
All,40-49,1154933,478807,41.46
1_Month,50-59,151192,34923,23.1
3_Month,50-59,535814,223624,41.74
6_Month,50-59,649223,235554,36.28
1_Year,50-59,763491,262295,34.35
All,50-59,886886,319950,36.08
1_Month,60-69,136446,27709,20.31
3_Month,60-69,438794,151448,34.51
6_Month,60-69,528844,159292,30.12
1_Year,60-69,621062,176238,28.38
All,60-69,719062,214912,29.89
1_Month,70-79,93669,17722,18.92
3_Month,70-79,270266,80896,29.93
6_Month,70-79,327625,85076,25.97
1_Year,70-79,387394,94380,24.36
All,70-79,451222,114880,25.46
1_Month,80-89,39627,6220,15.7
3_Month,80-89,103665,31074,29.98
6_Month,80-89,124184,32519,26.19
1_Year,80-89,151630,36990,24.39
All,80-89,192192,47977,24.96
1_Month,90+,10508,1298,12.35
3_Month,90+,24987,7925,31.72
6_Month,90+,29610,8271,27.93
1_Year,90+,36695,9463,25.79
All,90+,50169,13137,26.19
