day_date,flue_vaccinations_amount_cum
2021-07-01T00:00:00.000Z,3156
2021-07-02T00:00:00.000Z,3519
2021-07-03T00:00:00.000Z,3585
2021-07-04T00:00:00.000Z,7811
2021-07-05T00:00:00.000Z,11737
2021-07-06T00:00:00.000Z,15840
2021-07-07T00:00:00.000Z,19661
2021-07-08T00:00:00.000Z,23146
2021-07-09T00:00:00.000Z,23544
2021-07-10T00:00:00.000Z,23622
2021-07-11T00:00:00.000Z,27988
2021-07-12T00:00:00.000Z,32211
2021-07-13T00:00:00.000Z,36384
2021-07-14T00:00:00.000Z,40228
2021-07-15T00:00:00.000Z,43774
2021-07-16T00:00:00.000Z,44178
2021-07-17T00:00:00.000Z,44254
2021-07-18T00:00:00.000Z,46541
2021-07-19T00:00:00.000Z,50382
2021-07-20T00:00:00.000Z,53504
2021-07-21T00:00:00.000Z,56260
2021-07-22T00:00:00.000Z,58791
2021-07-23T00:00:00.000Z,59076
2021-07-24T00:00:00.000Z,59159
2021-07-25T00:00:00.000Z,63358
2021-07-26T00:00:00.000Z,67898
2021-07-27T00:00:00.000Z,71639
2021-07-28T00:00:00.000Z,75215
2021-07-29T00:00:00.000Z,78378
2021-07-30T00:00:00.000Z,78696
2021-07-31T00:00:00.000Z,78796
2021-08-01T00:00:00.000Z,82643
2021-08-02T00:00:00.000Z,86203
2021-08-03T00:00:00.000Z,89620
2021-08-04T00:00:00.000Z,92787
2021-08-05T00:00:00.000Z,95605
2021-08-06T00:00:00.000Z,95910
2021-08-07T00:00:00.000Z,95980
2021-08-08T00:00:00.000Z,100124
2021-08-09T00:00:00.000Z,104023
2021-08-10T00:00:00.000Z,107828
2021-08-11T00:00:00.000Z,111601
2021-08-12T00:00:00.000Z,114816
2021-08-13T00:00:00.000Z,115179
2021-08-14T00:00:00.000Z,115260
2021-08-15T00:00:00.000Z,119207
2021-08-16T00:00:00.000Z,123405
2021-08-17T00:00:00.000Z,127641
2021-08-18T00:00:00.000Z,131328
2021-08-19T00:00:00.000Z,134335
2021-08-20T00:00:00.000Z,134631
2021-08-21T00:00:00.000Z,134728
2021-08-22T00:00:00.000Z,138584
2021-08-23T00:00:00.000Z,142613
2021-08-24T00:00:00.000Z,146224
2021-08-25T00:00:00.000Z,149507
2021-08-26T00:00:00.000Z,152328
2021-08-27T00:00:00.000Z,152698
2021-08-28T00:00:00.000Z,152807
2021-08-29T00:00:00.000Z,156679
2021-08-30T00:00:00.000Z,160342
2021-08-31T00:00:00.000Z,163428
2021-09-01T00:00:00.000Z,166164
2021-09-02T00:00:00.000Z,169352
2021-09-03T00:00:00.000Z,169802
2021-09-04T00:00:00.000Z,169878
2021-09-05T00:00:00.000Z,173738
2021-09-06T00:00:00.000Z,174379
2021-09-07T00:00:00.000Z,174973
2021-09-08T00:00:00.000Z,175497
2021-09-09T00:00:00.000Z,179363
2021-09-10T00:00:00.000Z,179948
2021-09-11T00:00:00.000Z,180132
2021-09-12T00:00:00.000Z,189502
2021-09-13T00:00:00.000Z,203052
2021-09-14T00:00:00.000Z,219816
2021-09-15T00:00:00.000Z,226288
2021-09-16T00:00:00.000Z,227651
2021-09-17T00:00:00.000Z,233831
2021-09-18T00:00:00.000Z,235131
2021-09-19T00:00:00.000Z,259276
2021-09-20T00:00:00.000Z,270239
2021-09-21T00:00:00.000Z,272918
2021-09-22T00:00:00.000Z,288042
2021-09-23T00:00:00.000Z,306918
2021-09-24T00:00:00.000Z,315507
2021-09-25T00:00:00.000Z,317438
2021-09-26T00:00:00.000Z,341152
2021-09-27T00:00:00.000Z,356615
2021-09-28T00:00:00.000Z,359780
2021-09-29T00:00:00.000Z,391216
2021-09-30T00:00:00.000Z,425343
2021-10-01T00:00:00.000Z,436868
2021-10-02T00:00:00.000Z,439487
2021-10-03T00:00:00.000Z,483975
2021-10-04T00:00:00.000Z,523800
2021-10-05T00:00:00.000Z,565267
2021-10-06T00:00:00.000Z,601232
2021-10-07T00:00:00.000Z,643393
2021-10-08T00:00:00.000Z,659091
2021-10-09T00:00:00.000Z,661797
2021-10-10T00:00:00.000Z,711192
2021-10-11T00:00:00.000Z,751715
2021-10-12T00:00:00.000Z,793199
2021-10-13T00:00:00.000Z,826309
2021-10-14T00:00:00.000Z,862414
2021-10-15T00:00:00.000Z,874722
2021-10-16T00:00:00.000Z,876518
2021-10-17T00:00:00.000Z,917412
2021-10-18T00:00:00.000Z,949520
2021-10-19T00:00:00.000Z,982474
2021-10-20T00:00:00.000Z,1010135
2021-10-21T00:00:00.000Z,1040846
2021-10-22T00:00:00.000Z,1049757
2021-10-23T00:00:00.000Z,1051125
2021-10-24T00:00:00.000Z,1084065
2021-10-25T00:00:00.000Z,1112041
2021-10-26T00:00:00.000Z,1140121
2021-10-27T00:00:00.000Z,1162002
2021-10-28T00:00:00.000Z,1179555
2021-10-29T00:00:00.000Z,1183684
2021-10-30T00:00:00.000Z,1184693
2021-10-31T00:00:00.000Z,1205796
2021-11-01T00:00:00.000Z,1224630
2021-11-02T00:00:00.000Z,1243999
2021-11-03T00:00:00.000Z,1260476
2021-11-04T00:00:00.000Z,1277677
2021-11-05T00:00:00.000Z,1282136
2021-11-06T00:00:00.000Z,1283142
2021-11-07T00:00:00.000Z,1300259
2021-11-08T00:00:00.000Z,1314534
2021-11-09T00:00:00.000Z,1330963
2021-11-10T00:00:00.000Z,1346415
2021-11-11T00:00:00.000Z,1362974
2021-11-12T00:00:00.000Z,1366897
2021-11-13T00:00:00.000Z,1367926
2021-11-14T00:00:00.000Z,1386742
2021-11-15T00:00:00.000Z,1402445
2021-11-16T00:00:00.000Z,1418233
2021-11-17T00:00:00.000Z,1432279
2021-11-18T00:00:00.000Z,1446363
2021-11-19T00:00:00.000Z,1449769
2021-11-20T00:00:00.000Z,1450365
2021-11-21T00:00:00.000Z,1466412
2021-11-22T00:00:00.000Z,1480785
2021-11-23T00:00:00.000Z,1494877
2021-11-24T00:00:00.000Z,1507811
2021-11-25T00:00:00.000Z,1520979
2021-11-26T00:00:00.000Z,1524010
2021-11-27T00:00:00.000Z,1525210
2021-11-28T00:00:00.000Z,1536941
2021-11-29T00:00:00.000Z,1547053
2021-11-30T00:00:00.000Z,1556076
2021-12-01T00:00:00.000Z,1564719
2021-12-02T00:00:00.000Z,1573546
2021-12-03T00:00:00.000Z,1576156
2021-12-04T00:00:00.000Z,1576866
2021-12-05T00:00:00.000Z,1587156
2021-12-06T00:00:00.000Z,1596080
2021-12-07T00:00:00.000Z,1605581
2021-12-08T00:00:00.000Z,1614131
2021-12-09T00:00:00.000Z,1623206
2021-12-10T00:00:00.000Z,1625177
2021-12-11T00:00:00.000Z,1625583
2021-12-12T00:00:00.000Z,1637026
2021-12-13T00:00:00.000Z,1647163
2021-12-14T00:00:00.000Z,1656381
2021-12-15T00:00:00.000Z,1662391
2021-12-16T00:00:00.000Z,1673005
2021-12-17T00:00:00.000Z,1675496
2021-12-18T00:00:00.000Z,1676124
2021-12-19T00:00:00.000Z,1689081
2021-12-20T00:00:00.000Z,1696806
2021-12-21T00:00:00.000Z,1705365
2021-12-22T00:00:00.000Z,1712728
2021-12-23T00:00:00.000Z,1721439
2021-12-24T00:00:00.000Z,1724381
2021-12-25T00:00:00.000Z,1725132
2021-12-26T00:00:00.000Z,1736782
2021-12-27T00:00:00.000Z,1746129
2021-12-28T00:00:00.000Z,1755192
2021-12-29T00:00:00.000Z,1762800
2021-12-30T00:00:00.000Z,1771481
2021-12-31T00:00:00.000Z,1773571
2022-01-01T00:00:00.000Z,1773998
2022-01-02T00:00:00.000Z,1783538
2022-01-03T00:00:00.000Z,1791351
2022-01-04T00:00:00.000Z,1799251
2022-01-05T00:00:00.000Z,1805955
2022-01-06T00:00:00.000Z,1812855
2022-01-07T00:00:00.000Z,1814501
2022-01-08T00:00:00.000Z,1814772
2022-01-09T00:00:00.000Z,1822258
2022-01-10T00:00:00.000Z,1828892
2022-01-11T00:00:00.000Z,1834805
2022-01-12T00:00:00.000Z,1839740
2022-01-13T00:00:00.000Z,1844807
2022-01-14T00:00:00.000Z,1845767
2022-01-15T00:00:00.000Z,1846003
2022-01-16T00:00:00.000Z,1850457
2022-01-17T00:00:00.000Z,1854943
2022-01-18T00:00:00.000Z,1859365
2022-01-19T00:00:00.000Z,1863192
2022-01-20T00:00:00.000Z,1867007
2022-01-21T00:00:00.000Z,1867628
2022-01-22T00:00:00.000Z,1867752
2022-01-23T00:00:00.000Z,1872780
2022-01-24T00:00:00.000Z,1877342
2022-01-25T00:00:00.000Z,1883103
2022-01-26T00:00:00.000Z,1887470
2022-01-27T00:00:00.000Z,1891211
2022-01-28T00:00:00.000Z,1891951
2022-01-29T00:00:00.000Z,1892069
2022-01-30T00:00:00.000Z,1898362
2022-01-31T00:00:00.000Z,1903983
2022-02-01T00:00:00.000Z,1908590
2022-02-02T00:00:00.000Z,1913133
2022-02-03T00:00:00.000Z,1917595
2022-02-04T00:00:00.000Z,1918216
2022-02-05T00:00:00.000Z,1918320
2022-02-06T00:00:00.000Z,1923930
2022-02-07T00:00:00.000Z,1929424
2022-02-08T00:00:00.000Z,1934650
2022-02-09T00:00:00.000Z,1939300
2022-02-10T00:00:00.000Z,1943465
2022-02-11T00:00:00.000Z,1943968
2022-02-12T00:00:00.000Z,1944044
2022-02-13T00:00:00.000Z,1948581
2022-02-14T00:00:00.000Z,1954262
2022-02-15T00:00:00.000Z,1959230
2022-02-16T00:00:00.000Z,1964352
2022-02-17T00:00:00.000Z,1969065
2022-02-18T00:00:00.000Z,1969611
2022-02-19T00:00:00.000Z,1969694
2022-02-20T00:00:00.000Z,1975035
2022-02-21T00:00:00.000Z,1980492
2022-02-22T00:00:00.000Z,1985555
2022-02-23T00:00:00.000Z,1990563
2022-02-24T00:00:00.000Z,1995499
2022-02-25T00:00:00.000Z,1995922
2022-02-26T00:00:00.000Z,1995982
2022-02-27T00:00:00.000Z,2001061
2022-02-28T00:00:00.000Z,2005730
2022-03-01T00:00:00.000Z,2010281
2022-03-02T00:00:00.000Z,2014937
2022-03-03T00:00:00.000Z,2019275
2022-03-04T00:00:00.000Z,2019859
2022-03-05T00:00:00.000Z,2019955
2022-03-06T00:00:00.000Z,2025060
2022-03-07T00:00:00.000Z,2030727
2022-03-08T00:00:00.000Z,2036881
2022-03-09T00:00:00.000Z,2043464
2022-03-10T00:00:00.000Z,2049511
2022-03-11T00:00:00.000Z,2050231
2022-03-12T00:00:00.000Z,2050318
2022-03-13T00:00:00.000Z,2056573
2022-03-14T00:00:00.000Z,2061437
2022-03-15T00:00:00.000Z,2064920
2022-03-16T00:00:00.000Z,2069124
2022-03-17T00:00:00.000Z,2071595
2022-03-18T00:00:00.000Z,2071975
2022-03-19T00:00:00.000Z,2072039
2022-03-20T00:00:00.000Z,2077529
2022-03-21T00:00:00.000Z,2083366
2022-03-22T00:00:00.000Z,2088475
2022-03-23T00:00:00.000Z,2093563
2022-03-24T00:00:00.000Z,2097732
2022-03-25T00:00:00.000Z,2098217
2022-03-26T00:00:00.000Z,2098282
2022-03-27T00:00:00.000Z,2103919
2022-03-28T00:00:00.000Z,2109355
2022-03-29T00:00:00.000Z,2114407
2022-03-30T00:00:00.000Z,2119067
2022-03-31T00:00:00.000Z,2124019
2022-04-01T00:00:00.000Z,2124532
2022-04-02T00:00:00.000Z,2124589
2022-04-03T00:00:00.000Z,2129400
2022-04-04T00:00:00.000Z,2134336
2022-04-05T00:00:00.000Z,2139054
2022-04-06T00:00:00.000Z,2143626
2022-04-07T00:00:00.000Z,2148402
2022-04-08T00:00:00.000Z,2149165
2022-04-09T00:00:00.000Z,2149203
2022-04-10T00:00:00.000Z,2154286
2022-04-11T00:00:00.000Z,2159395
2022-04-12T00:00:00.000Z,2163919
2022-04-13T00:00:00.000Z,2168059
2022-04-14T00:00:00.000Z,2171061
2022-04-15T00:00:00.000Z,2171222
2022-04-16T00:00:00.000Z,2171243
2022-04-17T00:00:00.000Z,2171534
2022-04-18T00:00:00.000Z,2171810
2022-04-19T00:00:00.000Z,2172125
2022-04-20T00:00:00.000Z,2172134
