gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,441961,9.6,8,0.1,34,0.5,124,0.4,3295,3.7
זכר,0-9,6 חודשים,28404,4.6,1,0.1,5,0.8,13,0.4,581,3.8
זכר,0-9,חודש אחרון,364,1.5,0,0,1,1.3,0,0,21,1.6
זכר,0-9,שנה,306100,9.2,5,0.1,22,1.1,67,0.6,1962,5.1
זכר,0-9,3 חודשים,5184,3.6,0,0,3,0.9,5,0.3,228,3.4
נקבה,0-9,6 חודשים,24719,4,0,0,1,0.2,10,0.3,452,3
נקבה,0-9,מתחילת קורונה,363692,7.9,5,0,17,0.3,78,0.2,2674,3
נקבה,0-9,3 חודשים,4659,3.3,0,0,1,0.3,2,0.1,171,2.6
נקבה,0-9,חודש אחרון,441,1.8,0,0,0,0,0,0,19,1.4
נקבה,0-9,שנה,244574,7.4,2,0.1,10,0.5,47,0.5,1595,4.1
זכר,10-19,מתחילת קורונה,439852,9.5,6,0.1,25,0.4,81,0.3,1083,1.2
זכר,10-19,שנה,293915,8.9,3,0.1,12,0.6,30,0.3,475,1.2
זכר,10-19,3 חודשים,4232,3,0,0,1,0.3,1,0.1,55,0.8
זכר,10-19,חודש אחרון,612,2.5,0,0,0,0,0,0,7,0.5
זכר,10-19,6 חודשים,25427,4.1,0,0,1,0.2,5,0.1,134,0.9
נקבה,10-19,מתחילת קורונה,430686,9.3,8,0.1,23,0.4,81,0.3,1223,1.4
נקבה,10-19,6 חודשים,27129,4.4,1,0.1,2,0.3,5,0.1,149,1
נקבה,10-19,חודש אחרון,900,3.7,0,0,0,0,0,0,5,0.4
נקבה,10-19,שנה,294937,8.9,3,0.1,10,0.5,21,0.2,518,1.3
נקבה,10-19,3 חודשים,5026,3.5,0,0,0,0,1,0.1,43,0.6
זכר,20-29,מתחילת קורונה,269472,5.8,25,0.2,58,0.9,252,0.8,1678,1.9
זכר,20-29,3 חודשים,5847,4.1,1,0.2,3,0.9,8,0.5,70,1
זכר,20-29,חודש אחרון,723,3,0,0,2,2.6,2,0.8,11,0.8
זכר,20-29,שנה,170065,5.1,4,0.1,19,0.9,55,0.5,540,1.4
זכר,20-29,6 חודשים,26647,4.3,1,0.1,4,0.6,14,0.4,175,1.1
נקבה,20-29,מתחילת קורונה,382345,8.3,22,0.2,62,0.9,284,0.9,5435,6.1
נקבה,20-29,חודש אחרון,1234,5.1,0,0,0,0,2,0.8,36,2.7
נקבה,20-29,3 חודשים,8439,5.9,0,0,2,0.6,6,0.4,227,3.4
נקבה,20-29,שנה,261642,7.9,7,0.2,19,0.9,49,0.5,2321,6
נקבה,20-29,6 חודשים,37804,6.1,0,0,6,0.9,14,0.4,635,4.1
זכר,30-39,מתחילת קורונה,269966,5.8,53,0.5,106,1.6,643,2,2365,2.7
זכר,30-39,3 חודשים,7342,5.1,0,0,2,0.6,8,0.5,78,1.2
זכר,30-39,חודש אחרון,1036,4.2,0,0,0,0,1,0.4,11,0.8
זכר,30-39,שנה,189503,5.7,14,0.4,38,1.8,92,0.9,689,1.8
זכר,30-39,6 חודשים,34040,5.5,0,0,6,0.9,18,0.5,225,1.5
נקבה,30-39,מתחילת קורונה,389798,8.4,40,0.3,114,1.7,601,1.9,5506,6.2
נקבה,30-39,6 חודשים,47161,7.6,3,0.3,13,2,14,0.4,649,4.2
נקבה,30-39,חודש אחרון,1431,5.9,0,0,0,0,3,1.2,28,2.1
נקבה,30-39,שנה,288203,8.7,8,0.2,29,1.4,91,0.9,2325,6
נקבה,30-39,3 חודשים,10329,7.2,1,0.2,7,2.1,7,0.4,230,3.4
זכר,40-49,מתחילת קורונה,244572,5.3,125,1.1,271,4.2,1436,4.5,3752,4.2
זכר,40-49,3 חודשים,7193,5,1,0.2,4,1.2,13,0.8,121,1.8
זכר,40-49,חודש אחרון,1059,4.3,0,0,1,1.3,2,0.8,24,1.8
זכר,40-49,שנה,178012,5.4,32,0.9,75,3.6,198,1.9,923,2.4
זכר,40-49,6 חודשים,33354,5.4,5,0.5,14,2.2,41,1.1,311,2
נקבה,40-49,מתחילת קורונה,351130,7.6,80,0.7,144,2.2,983,3.1,3714,4.2
נקבה,40-49,6 חודשים,49216,8,5,0.5,11,1.7,28,0.8,308,2
נקבה,40-49,חודש אחרון,1745,7.1,0,0,2,2.6,2,0.8,21,1.6
נקבה,40-49,שנה,268219,8.1,19,0.5,33,1.6,132,1.3,1036,2.7
נקבה,40-49,3 חודשים,10764,7.5,2,0.5,5,1.5,11,0.7,123,1.8
זכר,50-59,מתחילת קורונה,172162,3.7,400,3.4,566,8.7,2304,7.2,5198,5.8
זכר,50-59,6 חודשים,30183,4.9,19,1.9,35,5.5,98,2.7,527,3.4
זכר,50-59,חודש אחרון,1169,4.8,0,0,4,5.1,6,2.4,49,3.7
זכר,50-59,שנה,126747,3.8,98,2.7,153,7.4,418,4,1507,3.9
זכר,50-59,3 חודשים,6880,4.8,6,1.4,18,5.5,45,2.9,224,3.4
נקבה,50-59,מתחילת קורונה,247528,5.4,206,1.8,272,4.2,1629,5.1,4144,4.7
נקבה,50-59,6 חודשים,48099,7.8,8,0.8,20,3.1,73,2,402,2.6
נקבה,50-59,חודש אחרון,1984,8.1,1,2.6,6,7.7,4,1.6,39,2.9
נקבה,50-59,שנה,192752,5.8,53,1.4,85,4.1,303,2.9,1208,3.1
נקבה,50-59,3 חודשים,11234,7.8,5,1.1,13,4,28,1.8,171,2.6
זכר,60-69,מתחילת קורונה,134078,2.9,1044,8.9,998,15.3,3509,11,7302,8.2
זכר,60-69,3 חודשים,8770,6.1,25,5.7,50,15.2,127,8.1,463,6.9
זכר,60-69,חודש אחרון,1627,6.7,1,2.6,14,17.9,21,8.3,100,7.5
זכר,60-69,שנה,103533,3.1,249,6.8,258,12.6,899,8.7,2723,7
זכר,60-69,6 חודשים,34755,5.6,52,5.2,90,14.2,287,8,1088,7.1
נקבה,60-69,מתחילת קורונה,181213,3.9,575,4.9,532,8.1,2367,7.4,5419,6.1
נקבה,60-69,6 חודשים,50976,8.3,24,2.4,42,6.6,184,5.1,857,5.6
נקבה,60-69,חודש אחרון,2498,10.2,1,2.6,9,11.5,7,2.8,83,6.2
נקבה,60-69,שנה,147652,4.5,149,4,148,7.2,626,6,2051,5.3
נקבה,60-69,3 חודשים,12731,8.9,13,3,21,6.4,82,5.2,365,5.5
זכר,70-79,מתחילת קורונה,90171,1.9,1757,15,1112,17,4118,12.9,8451,9.5
זכר,70-79,6 חודשים,34121,5.5,130,13.1,120,18.9,527,14.6,1906,12.4
זכר,70-79,חודש אחרון,2121,8.7,3,7.9,11,14.1,45,17.8,205,15.4
זכר,70-79,שנה,74603,2.2,489,13.3,330,16.1,1452,14,4067,10.5
זכר,70-79,3 חודשים,9340,6.5,56,12.8,53,16.2,237,15.1,890,13.3
נקבה,70-79,מתחילת קורונה,110048,2.4,1116,9.5,633,9.7,3126,9.8,6863,7.7
נקבה,70-79,6 חודשים,43485,7,95,9.5,65,10.2,396,11,1513,9.9
נקבה,70-79,חודש אחרון,2753,11.3,4,10.5,4,5.1,36,14.2,157,11.8
נקבה,70-79,שנה,92859,2.8,355,9.6,216,10.5,1110,10.7,3296,8.5
נקבה,70-79,3 חודשים,12192,8.5,35,8,36,11,174,11.1,676,10.1
זכר,80-89,6 חודשים,14167,2.3,175,17.6,87,13.7,596,16.6,1868,12.2
זכר,80-89,מתחילת קורונה,35651,0.8,2066,17.6,709,10.9,3568,11.2,7171,8.1
זכר,80-89,3 חודשים,4282,3,87,19.8,49,14.9,273,17.4,906,13.6
זכר,80-89,חודש אחרון,937,3.8,6,15.8,9,11.5,37,14.6,197,14.8
זכר,80-89,שנה,28608,0.9,675,18.3,254,12.4,1570,15.2,3941,10.2
נקבה,80-89,מתחילת קורונה,48945,1.1,1905,16.3,529,8.1,3669,11.5,7707,8.7
נקבה,80-89,6 חודשים,19167,3.1,183,18.4,61,9.6,599,16.6,1933,12.6
