period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,8156,1098,13.46
3_Month,0-9,19021,2969,15.61
6_Month,0-9,100367,41337,41.19
1_Year,0-9,1221258,535981,43.89
All,0-9,1715103,767664,44.76
1_Month,10-19,12920,3420,26.47
3_Month,10-19,29091,7108,24.43
6_Month,10-19,107747,41418,38.44
1_Year,10-19,1144407,575428,50.28
All,10-19,1631762,810577,49.67
1_Month,20-29,18406,5087,27.64
3_Month,20-29,41490,9793,23.6
6_Month,20-29,144333,55345,38.35
1_Year,20-29,1007230,428377,42.53
All,20-29,1477311,608031,41.16
1_Month,30-39,18690,5457,29.2
3_Month,30-39,41041,11005,26.81
6_Month,30-39,156806,67748,43.2
1_Year,30-39,980258,471562,48.11
All,30-39,1375188,616727,44.85
1_Month,40-49,19800,6038,30.49
3_Month,40-49,43036,12458,28.95
6_Month,40-49,154337,69406,44.97
1_Year,40-49,896138,442536,49.38
All,40-49,1221939,560981,45.91
1_Month,50-59,20367,6236,30.62
3_Month,50-59,43847,13143,29.97
6_Month,50-59,143870,66964,46.54
1_Year,50-59,704073,322014,45.74
All,50-59,957709,402479,42.03
1_Month,60-69,22534,6636,29.45
3_Month,60-69,49683,15123,30.44
6_Month,60-69,155514,74100,47.65
1_Year,60-69,594678,256687,43.16
All,60-69,791980,309367,39.06
1_Month,70-79,24499,6546,26.72
3_Month,70-79,52080,15746,30.23
6_Month,70-79,142807,68563,48.01
1_Year,70-79,397413,174635,43.94
All,70-79,518132,202852,39.15
1_Month,80-89,20528,3539,17.24
3_Month,80-89,35200,7884,22.4
6_Month,80-89,75233,31714,42.15
1_Year,80-89,156882,71470,45.56
All,80-89,222038,86069,38.76
1_Month,90+,7498,1093,14.58
3_Month,90+,11781,2174,18.45
6_Month,90+,21612,8218,38.03
1_Year,90+,37740,17853,47.31
All,90+,58353,22395,38.38
