cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,0,0,16,20.35,5.69,צהוב,7862
Afula,קטן מ-15,אין מידע,169,29.73,8.15,אדום,56844
Akko,קטן מ-15,אין מידע,58,11.71,5.3,צהוב,49517
Arad,קטן מ-15,אין מידע,40,14.72,6.2,כתום,27170
Ari'el,קטן מ-15,אין מידע,25,12.20,6.73,כתום,20488
Ashdod,45,8.95,503,22.22,7.23,כתום,226329
Ashqelon,38,11.05,344,23.49,7.48,כתום,146442
Azor,0,0,16,12.10,6.36,כתום,13228
Bat Yam,23,8.01,287,22.46,7.15,כתום,127772
Be'er Sheva,56,10.57,530,25.16,6.42,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,41,14.23,8.65,אדום,28818
Bene Beraq,קטן מ-15,אין מידע,119,5.72,5.66,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,36,18.97,7.86,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,44,3.33,5.08,צהוב,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,24,15.03,5.72,צהוב,15971
Dimona,קטן מ-15,אין מידע,81,23.17,6.05,כתום,34954
Efrat,קטן מ-15,אין מידע,19,16.64,6.81,כתום,11420
Elat,קטן מ-15,אין מידע,75,14.28,7.27,כתום,52507
Even Yehuda,קטן מ-15,אין מידע,36,25.65,4.92,צהוב,14036
Gan Yavne,קטן מ-15,אין מידע,48,20.09,9.76,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,44,20.46,7.99,אדום,21508
Gedera,קטן מ-15,אין מידע,88,30.55,6.7,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,53,19.46,6.52,כתום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,19,9.89,6.8,כתום,19205
Giv'atayim,קטן מ-15,אין מידע,104,17.09,6.04,כתום,60872
Hadera,קטן מ-15,אין מידע,184,18.60,6.51,כתום,98928
Haifa,45,6.50,692,24.28,6.69,כתום,284981
Harish,קטן מ-15,אין מידע,22,11.22,7.91,אדום,19608
Herzliyya,23,11.73,196,19.76,7.19,כתום,99208
Hod Hasharon,16,15.09,106,16.37,6.11,כתום,64755
Holon,31,7.79,398,20.25,7.18,כתום,196510
Jerusalem,46,4.88,942,9.89,5.3,צהוב,952916
Judeide-Maker,קטן מ-15,אין מידע,21,9.84,5.48,צהוב,21331
Karmi'el,קטן מ-15,אין מידע,124,26.85,8.11,אדום,46190
Kefar Sava,קטן מ-15,אין מידע,196,19.28,5.85,צהוב,101664
Kefar Weradim,קטן מ-15,אין מידע,17,30.94,8.21,אדום,5495
Kefar Yona,קטן מ-15,אין מידע,49,18.75,7.11,כתום,26140
Lehavim,קטן מ-15,אין מידע,25,37.64,8.57,אדום,6641
Lod,קטן מ-15,אין מידע,101,12.50,5.94,צהוב,80786
Ma'ale Adummim,קטן מ-15,אין מידע,87,23.01,7.86,אדום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,33,14.89,6.53,כתום,22158
Mazkeret Batya,קטן מ-15,אין מידע,33,21.86,9.13,אדום,15095
Metar,קטן מ-15,אין מידע,16,16.06,6.96,כתום,9963
Mevasseret Ziyyon,קטן מ-15,אין מידע,39,16.02,7.91,אדום,24347
Migdal Haemeq,קטן מ-15,אין מידע,71,27.53,7.4,כתום,25790
Modi'in Illit,0,0,20,2.54,5.54,צהוב,78775
Modi'in-Makkabbim-Re'ut,27,13.71,197,20.79,8.87,אדום,94744
Nahariyya,קטן מ-15,אין מידע,116,19.60,7.4,כתום,59189
Nazareth,קטן מ-15,אין מידע,50,6.43,5.3,צהוב,77734
Nes Ziyyona,קטן מ-15,אין מידע,95,18.80,7.67,אדום,50532
Nesher,0,0,49,20.46,9.18,אדום,23947
Netanya,31,7.54,411,18.38,5.71,צהוב,223562
Netivot,קטן מ-15,אין מידע,30,7.60,7.15,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,111,26.46,8.7,אדום,41950
Ofaqim,קטן מ-15,אין מידע,49,15.13,5.79,צהוב,32378
Or Aqiva,קטן מ-15,אין מידע,44,22.66,6.91,כתום,19417
Or Yehuda,קטן מ-15,אין מידע,52,14.21,5.14,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,61,13.98,5.82,צהוב,43646
Pardesiyya,קטן מ-15,אין מידע,25,37.61,5.26,צהוב,6647
Petah Tiqwa,37,6.97,531,21.20,6.96,כתום,250427
Qadima-Zoran,קטן מ-15,אין מידע,25,11.01,6.35,כתום,22711
Qiryat Atta,קטן מ-15,אין מידע,104,17.54,6.09,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,94,22.57,7.94,אדום,41645
Qiryat Eqron,קטן מ-15,אין מידע,20,18.13,7.52,אדום,11034
Qiryat Gat,16,13.79,116,19.81,7.95,אדום,58550
Qiryat Mal'akhi,קטן מ-15,אין מידע,24,9.86,4.38,ירוק,24346
Qiryat Motzkin,קטן מ-15,אין מידע,142,31.24,7.27,כתום,45461
Qiryat Ono,19,21.35,89,21.83,8.17,אדום,40778
Qiryat Shemona,קטן מ-15,אין מידע,66,29.37,9.52,אדום,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,26,14.23,6.13,כתום,18266
Qiryat Yam,קטן מ-15,אין מידע,90,22.85,6.01,כתום,39389
Ra'annana,17,12.98,131,17.02,6.28,כתום,76958
Rahat,קטן מ-15,אין מידע,22,2.99,3.45,ירוק,73671
Ramat Gan,24,7.38,325,19.49,6.33,כתום,166746
Ramat Hasharon,קטן מ-15,אין מידע,104,21.90,6.94,כתום,47482
Ramat Yishay,קטן מ-15,אין מידע,16,20.26,6.63,כתום,7896
Ramla,קטן מ-15,אין מידע,95,12.35,5.32,צהוב,76903
Rehovot,15,4.53,331,22.64,7.58,אדום,146213
Rishon Leziyyon,42,8.05,522,20.40,6.74,כתום,255891
Rosh Haayin,קטן מ-15,אין מידע,118,17.52,8.15,אדום,67337
Sakhnin,קטן מ-15,אין מידע,23,7.14,5.21,צהוב,32220
Sederot,קטן מ-15,אין מידע,42,14.53,7.33,כתום,28899
Shefar'am,קטן מ-15,אין מידע,32,7.55,5.32,צהוב,42400
Shelomi,קטן מ-15,אין מידע,21,31.18,9,אדום,6736
Shoham,קטן מ-15,אין מידע,33,15.69,7.76,אדום,21029
Tel Aviv - Yafo,43,5.81,740,14.77,6.56,כתום,501015
Tel Mond,קטן מ-15,אין מידע,34,25.26,7.62,אדום,13461
Tiberias,קטן מ-15,אין מידע,90,19.70,6.95,כתום,45686
Tirat Karmel,קטן מ-15,אין מידע,67,27.59,7.29,כתום,24285
Tire,קטן מ-15,אין מידע,17,6.30,5.08,צהוב,26972
Umm Al-Fahm,קטן מ-15,אין מידע,26,4.58,5.28,צהוב,56713
Yavne,קטן מ-15,אין מידע,101,20.30,8.05,אדום,49759
Yehud,קטן מ-15,אין מידע,59,19.66,6.3,כתום,30003
Yeroham,קטן מ-15,אין מידע,18,16.85,6.71,כתום,10680
Yirka,קטן מ-15,אין מידע,26,14.98,7.55,אדום,17360
Yoqne'am Illit,קטן מ-15,אין מידע,55,22.86,7.97,אדום,24061
Zefat,קטן מ-15,אין מידע,29,7.96,5.36,צהוב,36423
Zikhron Ya'aqov,קטן מ-15,אין מידע,35,14.89,7.67,אדום,23503
