name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,94.74683380126953,97
יוספטל,,33.84615325927734,4
שמיר,,63.0751953125,73
וולפסון,,60.46852111816406,31
זיו צפת,,67.14697265625,86
הלל יפה,,78.0582504272461,41
נהריה,,71.78423309326172,54
ברזילי,,74.16666412353516,57
פוריה,,60.84506988525391,46
סוראסקי,,106.6609725952148,91
בני ציון,,76.21247100830078,51
רבין ק. בילינסון,,81.07784271240234,97
סורוקה,,65.85577392578125,71
מאיר,,72.62210845947266,112
קפלן,,84.11552429199219,40
"רמב""ם",,86.49484252929688,161
הכרמל,,73.41513061523438,98
השרון ק. גולדה,,56.43153381347656,70
הדסה עין כרם,,112.0370407104492,228
הסקוטי,,86.4661636352539,7
המשפחה הקדושה,,,0
סנט ג'וזף,,,5
שערי צדק,,,240
אל מקאסד,,,0
לניאדו,,81.0584945678711,27
אוגוסטה ויקטוריה,,,14
מעייני הישועה,,124.6835479736328,38
אסותא אשדוד,,,26
שניידר,,,0
סנט וינסנט,,44.02985000610352,0
המרכזי בעמק,,69.6551742553711,76
