date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,1979,0.005053057099545225,5429,-227,0,0,0,0,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1979,0.005053057099545225,7589,-224,0,0,0,0,0
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,1979,0.00606366851945427,6755,-225,0,0,0,0,0
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,1979,0.006568974229408792,6836,-225,0,0,0,0,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,1979,0.00808489135927236,4978,-224,0,1,0,0,2
2020-03-07T00:00:00.000Z,3,20,20,3,0,17,2,0,1979,0.01010611419909045,4682,-224,0,2,0,0,3
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,1979,0.01364325416877211,7075,-222,0,4,0,0,5
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,1979,0.02071753410813542,6009,-232,0,4,0,0,5
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,1979,0.03082364830722587,5803,-219,0,5,0,0,6
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,1979,0.04244567963617989,5719,-222,0,6,0,0,7
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,1979,0.05406771096513391,5769,-222,0,6,0,0,7
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,1979,0.06417382516422436,3985,-209,0,6,0,0,7
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,1979,0.08438605356240525,3550,-219,0,6,0,0,8
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,1979,0.1040929762506316,5336,-219,0,8,0,0,11
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,1979,0.1141990904497221,4620,-162,0,9,0,0,13
2020-03-17T00:00:00.000Z,46,260,260,12,7,241,7,0,1979,0.1313794845881759,4223,-110,0,9,0,0,14
2020-03-18T00:00:00.000Z,54,312,274,16,12,284,7,0,1979,0.157655381505811,3764,-8,0,9,0,0,18
2020-03-19T00:00:00.000Z,31,301,269,21,12,268,12,0,1979,0.1520970186963113,3927,129,0,14,0,0,23
2020-03-20T00:00:00.000Z,30,293,255,23,15,255,12,1,1979,0.1480545730166751,3096,309,0,14,1,0,26
2020-03-21T00:00:00.000Z,34,284,281,27,22,235,15,0,1979,0.1435068216270844,2791,492,0,17,1,0,30
2020-03-22T00:00:00.000Z,54,333,314,38,33,262,22,0,1979,0.168266801414856,4359,709,0,24,1,0,41
2020-03-23T00:00:00.000Z,58,363,330,44,37,282,24,0,1979,0.1834259727134917,3905,1039,0,28,1,0,48
2020-03-24T00:00:00.000Z,81,407,353,48,49,310,26,3,1979,0.2056594239514906,3835,1431,0,30,4,0,55
2020-03-25T00:00:00.000Z,81,427,410,52,54,321,28,1,1979,0.2157655381505811,3533,1792,0,33,5,0,60
2020-03-26T00:00:00.000Z,81,483,429,56,67,360,31,5,1979,0.2440626579080344,3789,2277,0,39,10,0,69
2020-03-27T00:00:00.000Z,109,531,481,67,71,393,37,2,1979,0.2683173319858515,3129,2638,0,46,12,0,82
2020-03-28T00:00:00.000Z,52,526,495,70,83,373,41,1,1979,0.2657908034360788,2721,3094,0,51,13,0,87
2020-03-29T00:00:00.000Z,69,555,528,80,88,387,50,3,1979,0.28044466902476,4118,3575,0,62,16,0,101
2020-03-30T00:00:00.000Z,122,632,583,89,106,437,54,1,1979,0.3193532086912582,3750,4031,0,69,17,0,113
2020-03-31T00:00:00.000Z,110,682,639,99,115,468,64,4,1979,0.3446184941889843,3849,4660,0,81,21,0,128
2020-04-01T00:00:00.000Z,147,771,729,111,143,517,72,8,1979,0.3895907023749368,3912,4534,689,95,29,0,148
2020-04-02T00:00:00.000Z,115,815,730,113,145,557,79,9,1979,0.4118241536129358,4149,5116,720,106,38,0,160
2020-04-03T00:00:00.000Z,97,813,724,131,159,523,93,5,1979,0.4108135421930268,3373,5659,717,126,43,0,182
2020-04-04T00:00:00.000Z,73,788,750,140,170,478,107,6,1979,0.3981808994441637,3031,5997,718,143,49,0,197
2020-04-05T00:00:00.000Z,99,824,738,135,193,496,107,7,1979,0.4163719050025265,4356,6503,693,150,56,0,203
