amount,date,recovered
0,2020-02-12T00:00:00.000Z,0
0,2020-02-13T00:00:00.000Z,0
0,2020-02-14T00:00:00.000Z,0
0,2020-02-15T00:00:00.000Z,0
0,2020-02-16T00:00:00.000Z,0
0,2020-02-17T00:00:00.000Z,0
0,2020-02-18T00:00:00.000Z,0
0,2020-02-19T00:00:00.000Z,0
0,2020-02-20T00:00:00.000Z,0
1,2020-02-21T00:00:00.000Z,0
0,2020-02-22T00:00:00.000Z,0
0,2020-02-23T00:00:00.000Z,0
1,2020-02-24T00:00:00.000Z,0
0,2020-02-25T00:00:00.000Z,0
0,2020-02-26T00:00:00.000Z,0
1,2020-02-27T00:00:00.000Z,0
3,2020-02-28T00:00:00.000Z,0
0,2020-02-29T00:00:00.000Z,0
1,2020-03-01T00:00:00.000Z,1
5,2020-03-02T00:00:00.000Z,0
3,2020-03-03T00:00:00.000Z,2
0,2020-03-04T00:00:00.000Z,1
2,2020-03-05T00:00:00.000Z,0
4,2020-03-06T00:00:00.000Z,1
4,2020-03-07T00:00:00.000Z,3
9,2020-03-08T00:00:00.000Z,1
4,2020-03-09T00:00:00.000Z,2
33,2020-03-10T00:00:00.000Z,0
20,2020-03-11T00:00:00.000Z,0
21,2020-03-12T00:00:00.000Z,0
36,2020-03-13T00:00:00.000Z,1
29,2020-03-14T00:00:00.000Z,0
38,2020-03-15T00:00:00.000Z,1
73,2020-03-16T00:00:00.000Z,3
94,2020-03-17T00:00:00.000Z,6
118,2020-03-18T00:00:00.000Z,6
135,2020-03-19T00:00:00.000Z,11
168,2020-03-20T00:00:00.000Z,5
210,2020-03-21T00:00:00.000Z,5
254,2020-03-22T00:00:00.000Z,9
352,2020-03-23T00:00:00.000Z,21
423,2020-03-24T00:00:00.000Z,15
425,2020-03-25T00:00:00.000Z,19
520,2020-03-26T00:00:00.000Z,23
434,2020-03-27T00:00:00.000Z,15
480,2020-03-28T00:00:00.000Z,33
532,2020-03-29T00:00:00.000Z,50
546,2020-03-30T00:00:00.000Z,37
738,2020-03-31T00:00:00.000Z,77
701,2020-04-01T00:00:00.000Z,86
719,2020-04-02T00:00:00.000Z,105
597,2020-04-03T00:00:00.000Z,108
427,2020-04-04T00:00:00.000Z,66
583,2020-04-05T00:00:00.000Z,120
451,2020-04-06T00:00:00.000Z,108
378,2020-04-07T00:00:00.000Z,137
338,2020-04-08T00:00:00.000Z,155
343,2020-04-09T00:00:00.000Z,118
359,2020-04-10T00:00:00.000Z,211
345,2020-04-11T00:00:00.000Z,176
554,2020-04-12T00:00:00.000Z,349
438,2020-04-13T00:00:00.000Z,325
399,2020-04-14T00:00:00.000Z,394
311,2020-04-15T00:00:00.000Z,314
296,2020-04-16T00:00:00.000Z,369
298,2020-04-17T00:00:00.000Z,381
291,2020-04-18T00:00:00.000Z,381
277,2020-04-19T00:00:00.000Z,316
299,2020-04-20T00:00:00.000Z,549
283,2020-04-21T00:00:00.000Z,455
226,2020-04-22T00:00:00.000Z,372
276,2020-04-23T00:00:00.000Z,399
248,2020-04-24T00:00:00.000Z,515
159,2020-04-25T00:00:00.000Z,438
83,2020-04-26T00:00:00.000Z,239
127,2020-04-27T00:00:00.000Z,571
160,2020-04-28T00:00:00.000Z,512
82,2020-04-29T00:00:00.000Z,435
142,2020-04-30T00:00:00.000Z,409
117,2020-05-01T00:00:00.000Z,656
57,2020-05-02T00:00:00.000Z,273
27,2020-05-03T00:00:00.000Z,155
53,2020-05-04T00:00:00.000Z,373
32,2020-05-05T00:00:00.000Z,364
65,2020-05-06T00:00:00.000Z,223
61,2020-05-07T00:00:00.000Z,278
33,2020-05-08T00:00:00.000Z,308
19,2020-05-09T00:00:00.000Z,114
29,2020-05-10T00:00:00.000Z,131
39,2020-05-11T00:00:00.000Z,453
23,2020-05-12T00:00:00.000Z,214
37,2020-05-13T00:00:00.000Z,190
24,2020-05-14T00:00:00.000Z,255
12,2020-05-15T00:00:00.000Z,237
5,2020-05-16T00:00:00.000Z,67
15,2020-05-17T00:00:00.000Z,145
27,2020-05-18T00:00:00.000Z,306
22,2020-05-19T00:00:00.000Z,208
15,2020-05-20T00:00:00.000Z,132
17,2020-05-21T00:00:00.000Z,220
20,2020-05-22T00:00:00.000Z,176
5,2020-05-23T00:00:00.000Z,38
13,2020-05-24T00:00:00.000Z,123
22,2020-05-25T00:00:00.000Z,195
50,2020-05-26T00:00:00.000Z,106
40,2020-05-27T00:00:00.000Z,110
77,2020-05-28T00:00:00.000Z,159
113,2020-05-29T00:00:00.000Z,47
28,2020-05-30T00:00:00.000Z,36
88,2020-05-31T00:00:00.000Z,64
100,2020-06-01T00:00:00.000Z,121
121,2020-06-02T00:00:00.000Z,64
96,2020-06-03T00:00:00.000Z,61
142,2020-06-04T00:00:00.000Z,90
124,2020-06-05T00:00:00.000Z,64
78,2020-06-06T00:00:00.000Z,58
140,2020-06-07T00:00:00.000Z,87
179,2020-06-08T00:00:00.000Z,64
172,2020-06-09T00:00:00.000Z,74
238,2020-06-10T00:00:00.000Z,96
191,2020-06-11T00:00:00.000Z,96
183,2020-06-12T00:00:00.000Z,97
149,2020-06-13T00:00:00.000Z,64
136,2020-06-14T00:00:00.000Z,57
198,2020-06-15T00:00:00.000Z,94
297,2020-06-16T00:00:00.000Z,57
269,2020-06-17T00:00:00.000Z,78
302,2020-06-18T00:00:00.000Z,101
308,2020-06-19T00:00:00.000Z,76
157,2020-06-20T00:00:00.000Z,65
172,2020-06-21T00:00:00.000Z,47
345,2020-06-22T00:00:00.000Z,123
447,2020-06-23T00:00:00.000Z,147
485,2020-06-24T00:00:00.000Z,87
513,2020-06-25T00:00:00.000Z,150
464,2020-06-26T00:00:00.000Z,153
401,2020-06-27T00:00:00.000Z,105
381,2020-06-28T00:00:00.000Z,129
752,2020-06-29T00:00:00.000Z,218
780,2020-06-30T00:00:00.000Z,150
967,2020-07-01T00:00:00.000Z,155
1144,2020-07-02T00:00:00.000Z,190
944,2020-07-03T00:00:00.000Z,164
821,2020-07-04T00:00:00.000Z,176
840,2020-07-05T00:00:00.000Z,218
1136,2020-07-06T00:00:00.000Z,207
1386,2020-07-07T00:00:00.000Z,212
1321,2020-07-08T00:00:00.000Z,189
1521,2020-07-09T00:00:00.000Z,264
1410,2020-07-10T00:00:00.000Z,260
1162,2020-07-11T00:00:00.000Z,277
1244,2020-07-12T00:00:00.000Z,341
1716,2020-07-13T00:00:00.000Z,406
1603,2020-07-14T00:00:00.000Z,400
1880,2020-07-15T00:00:00.000Z,525
1931,2020-07-16T00:00:00.000Z,615
1601,2020-07-17T00:00:00.000Z,601
1442,2020-07-18T00:00:00.000Z,706
1007,2020-07-19T00:00:00.000Z,584
1887,2020-07-20T00:00:00.000Z,1055
2003,2020-07-21T00:00:00.000Z,1385
2043,2020-07-22T00:00:00.000Z,2687
1955,2020-07-23T00:00:00.000Z,4961
1833,2020-07-24T00:00:00.000Z,1529
1114,2020-07-25T00:00:00.000Z,701
1044,2020-07-26T00:00:00.000Z,2195
2055,2020-07-27T00:00:00.000Z,1625
2103,2020-07-28T00:00:00.000Z,1401
1966,2020-07-29T00:00:00.000Z,647
1545,2020-07-30T00:00:00.000Z,123
