age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,348384,315548,1538337,22.6,20.5
20-29,1003222,922118,1300361,77.1,70.9
30-39,971415,908544,1197026,81.2,75.9
40-49,932830,878622,1098556,84.9,80
50-59,760193,717366,849966,89.4,84.4
60-69,669680,640747,741639,90.3,86.4
70-79,483995,468740,490784,98.6,95.5
80-89,216801,209838,225538,96.1,93
90+,51339,48949,51496,99.7,95.1
