age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,379787,325266,1538337,24.7,21.1
20-29,1011086,931665,1300361,77.8,71.6
30-39,978000,917616,1197026,81.7,76.7
40-49,936455,883644,1098556,85.2,80.4
50-59,762076,720052,849966,89.7,84.7
60-69,671056,642740,741639,90.5,86.7
70-79,483360,468588,490784,98.5,95.5
80-89,216746,210086,225538,96.1,93.1
90+,51114,48856,51496,99.3,94.9
