section,female,male,period,order_period
0-9,"{'amount': 41, 'percentage': 0.2}","{'amount': 55, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.5}",חודש אחרון,5
0-9,"{'amount': 7, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.8}",3 חודשים,4
0-9,"{'amount': 19, 'percentage': 0.3}","{'amount': 28, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 32, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 5, 'percentage': 0.5}","{'amount': 6, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 41, 'percentage': 0.3}","{'amount': 31, 'percentage': 0.2}",שנה,2
10-19,"{'amount': 3, 'percentage': 0.8}","{'amount': 2, 'percentage': 0.5}",חודש אחרון,5
10-19,"{'amount': 57, 'percentage': 0.3}","{'amount': 49, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 19, 'percentage': 0.3}","{'amount': 20, 'percentage': 0.4}",6 חודשים,3
20-29,"{'amount': 6, 'percentage': 1.6}","{'amount': 2, 'percentage': 0.5}",חודש אחרון,5
20-29,"{'amount': 72, 'percentage': 1.3}","{'amount': 48, 'percentage': 0.8}",6 חודשים,3
20-29,"{'amount': 20, 'percentage': 2}","{'amount': 11, 'percentage': 1.1}",3 חודשים,4
20-29,"{'amount': 234, 'percentage': 1}","{'amount': 182, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 169, 'percentage': 1.3}","{'amount': 131, 'percentage': 1}",שנה,2
30-39,"{'amount': 7, 'percentage': 1.9}","{'amount': 6, 'percentage': 1.6}",חודש אחרון,5
30-39,"{'amount': 29, 'percentage': 2.9}","{'amount': 27, 'percentage': 2.7}",3 חודשים,4
30-39,"{'amount': 154, 'percentage': 2.7}","{'amount': 163, 'percentage': 2.9}",6 חודשים,3
30-39,"{'amount': 364, 'percentage': 2.7}","{'amount': 367, 'percentage': 2.8}",שנה,2
30-39,"{'amount': 501, 'percentage': 2.2}","{'amount': 543, 'percentage': 2.4}",מתחילת קורונה,1
40-49,"{'amount': 566, 'percentage': 4.3}","{'amount': 806, 'percentage': 6.1}",שנה,2
40-49,"{'amount': 244, 'percentage': 4.3}","{'amount': 340, 'percentage': 6}",6 חודשים,3
40-49,"{'amount': 38, 'percentage': 3.8}","{'amount': 54, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 8, 'percentage': 2.2}","{'amount': 23, 'percentage': 6.3}",חודש אחרון,5
40-49,"{'amount': 821, 'percentage': 3.6}","{'amount': 1234, 'percentage': 5.5}",מתחילת קורונה,1
50-59,"{'amount': 1338, 'percentage': 5.9}","{'amount': 1935, 'percentage': 8.6}",מתחילת קורונה,1
50-59,"{'amount': 21, 'percentage': 5.8}","{'amount': 19, 'percentage': 5.2}",חודש אחרון,5
50-59,"{'amount': 71, 'percentage': 7}","{'amount': 76, 'percentage': 7.5}",3 חודשים,4
50-59,"{'amount': 342, 'percentage': 6}","{'amount': 442, 'percentage': 7.7}",6 חודשים,3
50-59,"{'amount': 823, 'percentage': 6.2}","{'amount': 1142, 'percentage': 8.6}",שנה,2
60-69,"{'amount': 92, 'percentage': 9.1}","{'amount': 113, 'percentage': 11.2}",3 חודשים,4
60-69,"{'amount': 1809, 'percentage': 8}","{'amount': 2724, 'percentage': 12}",מתחילת קורונה,1
60-69,"{'amount': 26, 'percentage': 7.1}","{'amount': 36, 'percentage': 9.9}",חודש אחרון,5
60-69,"{'amount': 457, 'percentage': 8}","{'amount': 619, 'percentage': 10.8}",6 חודשים,3
60-69,"{'amount': 1083, 'percentage': 8.2}","{'amount': 1407, 'percentage': 10.6}",שנה,2
70-79,"{'amount': 102, 'percentage': 10.1}","{'amount': 100, 'percentage': 9.9}",3 חודשים,4
70-79,"{'amount': 1256, 'percentage': 9.5}","{'amount': 1486, 'percentage': 11.2}",שנה,2
70-79,"{'amount': 40, 'percentage': 11}","{'amount': 42, 'percentage': 11.5}",חודש אחרון,5
70-79,"{'amount': 2117, 'percentage': 9.4}","{'amount': 2889, 'percentage': 12.8}",מתחילת קורונה,1
70-79,"{'amount': 545, 'percentage': 9.5}","{'amount': 649, 'percentage': 11.4}",6 חודשים,3
80-89,"{'amount': 560, 'percentage': 9.8}","{'amount': 559, 'percentage': 9.8}",6 חודשים,3
80-89,"{'amount': 88, 'percentage': 8.7}","{'amount': 91, 'percentage': 9}",3 חודשים,4
80-89,"{'amount': 42, 'percentage': 11.5}","{'amount': 45, 'percentage': 12.4}",חודש אחרון,5
80-89,"{'amount': 1311, 'percentage': 9.9}","{'amount': 1208, 'percentage': 9.1}",שנה,2
80-89,"{'amount': 2202, 'percentage': 9.7}","{'amount': 2152, 'percentage': 9.5}",מתחילת קורונה,1
90+,"{'amount': 601, 'percentage': 4.5}","{'amount': 384, 'percentage': 2.9}",שנה,2
90+,"{'amount': 281, 'percentage': 4.9}","{'amount': 146, 'percentage': 2.6}",6 חודשים,3
90+,"{'amount': 48, 'percentage': 4.7}","{'amount': 25, 'percentage': 2.5}",3 חודשים,4
90+,"{'amount': 21, 'percentage': 5.8}","{'amount': 12, 'percentage': 3.3}",חודש אחרון,5
90+,"{'amount': 1061, 'percentage': 4.7}","{'amount': 671, 'percentage': 3}",מתחילת קורונה,1
