name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Arad,6.5,אדום,9.2,13,-41,38,כתום,2023-01-01T00:00:00.000Z,74.30,67.48,48.50,14.0
Yavne,4.3,צהוב,6.8,9,-19,56,ירוק,2023-01-01T00:00:00.000Z,74.89,70.15,52.57,11.3
Yad Binyamin,4,ירוק,2.4,12,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,59.24,53.24,36.36,
Jaljulye,2.9,ירוק,1.0,2,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,60.90,52.50,29.63,
Ibtin,4.3,ירוק,3.5,6,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,63.49,56.74,32.11,
Sayyid,3.4,אפור,0.0,0,0, 0 ,ירוק,2023-01-01T00:00:00.000Z,16.88,13.41,3.52,0.0
Elqana,4.5,צהוב,10.1,36,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,81.59,76.89,61.13,
Yanuh-Jat,4.5,ירוק,5.9,14,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,73.68,62.02,41.52,
El'ad,2,ירוק,0.2,2,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,38.73,28.11,14.68,
Abu Sinan,4.3,צהוב,4.2,2,-28,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,76.08,66.93,41.45,
Kafar Kanna,1.9,ירוק,1.3,1,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,69.30,60.13,35.13,
Jisr Az-Zarqa,2.4,ירוק,0.7,1,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,73.29,62.30,40.81,
Tifrah,2,ירוק,0.0,0,0, 0 ,ירוק,2023-01-01T00:00:00.000Z,52.16,35.09,19.53,0.0
Kefar Weradim,4.4,צהוב,9.1,16,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,88.86,86.24,72.41,
Gan Ner,4.6,ירוק,25.9,41,0,קטן מ-15,צהוב,2023-01-01T00:00:00.000Z,87.56,83.96,68.33,
Bet Shemesh,6.5,צהוב,3.7,15,39,52,כתום,2023-01-01T00:00:00.000Z,42.82,34.81,22.43,3.9
Umm Al-Fahm,4.1,ירוק,1.9,10,0,17,ירוק,2023-01-01T00:00:00.000Z,63.15,53.99,28.58,3.0
Ez Efrayim,4.5,ירוק,8.1,28,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,70.36,65.51,45.30,
Reine,4,צהוב,2.1,5,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,54.23,46.89,25.84,
Migdal Haemeq,7,אדום,14.7,22,-35,62,כתום,2023-01-01T00:00:00.000Z,73.73,68.85,52.45,24.0
Majd Al-Kurum,2.4,ירוק,1.3,3,0,קטן מ-15,ירוק,2023-01-01T00:00:00.000Z,74.23,60.22,33.73,
