period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10263,1045,10.18
3_Month,0-9,19945,2846,14.27
6_Month,0-9,81346,29015,35.67
1_Year,0-9,1197223,530112,44.28
All,0-9,1716343,767991,44.75
1_Month,10-19,13469,3002,22.29
3_Month,10-19,28678,7225,25.19
6_Month,10-19,87715,28120,32.06
1_Year,10-19,1112303,566911,50.97
All,10-19,1632327,811153,49.69
1_Month,20-29,19526,4719,24.17
3_Month,20-29,41997,10793,25.7
6_Month,20-29,122936,42076,34.23
1_Year,20-29,981835,424642,43.25
All,20-29,1478810,609287,41.2
1_Month,30-39,18942,5021,26.51
3_Month,30-39,40867,11764,28.79
6_Month,30-39,130029,50629,38.94
1_Year,30-39,959081,468089,48.81
All,30-39,1376179,617941,44.9
1_Month,40-49,19395,5465,28.18
3_Month,40-49,42590,13187,30.96
6_Month,40-49,126949,51580,40.63
1_Year,40-49,878842,439628,50.02
All,40-49,1222910,562323,45.98
1_Month,50-59,19997,5580,27.9
3_Month,50-59,43850,13761,31.38
6_Month,50-59,120310,50754,42.19
1_Year,50-59,691637,320925,46.4
All,50-59,958628,403952,42.14
1_Month,60-69,22422,5988,26.71
3_Month,60-69,49929,15566,31.18
6_Month,60-69,132090,57145,43.26
1_Year,60-69,586374,256994,43.83
All,60-69,793090,311268,39.25
1_Month,70-79,24466,5828,23.82
3_Month,70-79,52141,15615,29.95
6_Month,70-79,124389,54109,43.5
1_Year,70-79,393340,175905,44.72
All,70-79,519574,204918,39.44
1_Month,80-89,20895,3327,15.92
3_Month,80-89,36499,8248,22.6
6_Month,80-89,69173,26378,38.13
1_Year,80-89,155825,72502,46.53
All,80-89,223032,87336,39.16
1_Month,90+,7646,1049,13.72
3_Month,90+,12422,2403,19.34
6_Month,90+,20556,7110,34.59
1_Year,90+,37741,18222,48.28
All,90+,58828,22809,38.77
