cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,131,23.05,7.74,אדום,56844
Akko,קטן מ-15,אין מידע,81,16.36,5.18,צהוב,49517
Arad,קטן מ-15,אין מידע,36,13.25,7.07,כתום,27170
Ari'el,קטן מ-15,אין מידע,42,20.50,9.01,אדום,20488
Ashdod,38,10.58,359,15.86,5.64,צהוב,226329
Ashqelon,22,7.86,280,19.12,6.03,כתום,146442
Bat Yam,18,7.59,237,18.55,5.3,צהוב,127772
Be'er Sheva,40,10.10,396,18.80,6.09,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,36,12.49,7.18,כתום,28818
Bene Beraq,קטן מ-15,אין מידע,137,6.59,5.03,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,38,20.02,7.58,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,58,4.39,6.37,כתום,132210
Dimona,קטן מ-15,אין מידע,55,15.73,5.07,צהוב,34954
Elat,קטן מ-15,אין מידע,57,10.86,7.5,אדום,52507
Even Yehuda,קטן מ-15,אין מידע,21,14.96,6.69,כתום,14036
Gan Yavne,קטן מ-15,אין מידע,27,11.30,5.99,צהוב,23887
Ganne Tiqwa,קטן מ-15,אין מידע,42,19.53,8.05,אדום,21508
Gedera,קטן מ-15,אין מידע,52,18.05,4.8,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,41,15.05,6.39,כתום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,21,10.93,6.54,כתום,19205
Giv'atayim,קטן מ-15,אין מידע,91,14.95,5.69,צהוב,60872
Hadera,קטן מ-15,אין מידע,157,15.87,6.17,כתום,98928
Haifa,35,6.74,519,18.21,5.37,צהוב,284981
Harish,קטן מ-15,אין מידע,25,12.75,9.19,אדום,19608
Herzliyya,קטן מ-15,אין מידע,158,15.93,5.02,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,95,14.67,5.34,צהוב,64755
Holon,19,6.55,290,14.76,5.75,צהוב,196510
Jerusalem,41,5.47,749,7.86,4.45,ירוק,952916
Judeide-Maker,קטן מ-15,אין מידע,22,10.31,3.8,ירוק,21331
Karmi'el,קטן מ-15,אין מידע,100,21.65,7.51,אדום,46190
Kefar Sava,קטן מ-15,אין מידע,163,16.03,5.72,צהוב,101664
Kefar Yona,קטן מ-15,אין מידע,30,11.48,4.17,ירוק,26140
Kokhav Ya'ir,קטן מ-15,אין מידע,18,20.60,10,אדום,8738
Lod,קטן מ-15,אין מידע,92,11.39,5.8,צהוב,80786
Ma'ale Adummim,קטן מ-15,אין מידע,67,17.72,6.41,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,25,11.28,3.53,ירוק,22158
Mazkeret Batya,קטן מ-15,אין מידע,25,16.56,6.33,כתום,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,41,16.84,8,אדום,24347
Migdal Haemeq,קטן מ-15,אין מידע,57,22.10,7.4,כתום,25790
Modi'in Illit,קטן מ-15,אין מידע,24,3.05,2.69,ירוק,78775
Modi'in-Makkabbim-Re'ut,18,12.59,143,15.09,6.94,כתום,94744
Nahariyya,קטן מ-15,אין מידע,118,19.94,6.9,כתום,59189
Nazareth,קטן מ-15,אין מידע,25,3.22,2.63,ירוק,77734
Nes Ziyyona,15,18.99,79,15.63,6.04,כתום,50532
Nesher,קטן מ-15,אין מידע,44,18.37,6.31,כתום,23947
Netanya,25,9.23,271,12.12,4.84,צהוב,223562
Netivot,קטן מ-15,אין מידע,32,8.11,5.42,צהוב,39456
Nof Hagalil,קטן מ-15,אין מידע,119,28.37,7.34,כתום,41950
Ofaqim,קטן מ-15,אין מידע,42,12.97,4.87,צהוב,32378
Omer,קטן מ-15,אין מידע,16,21.14,6.25,כתום,7569
Or Aqiva,קטן מ-15,אין מידע,25,12.88,4.23,ירוק,19417
Or Yehuda,קטן מ-15,אין מידע,44,12.03,5.75,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,62,14.21,5.78,צהוב,43646
Petah Tiqwa,42,9.31,451,18.01,6.49,כתום,250427
Qadima-Zoran,קטן מ-15,אין מידע,23,10.13,5.53,צהוב,22711
Qiryat Atta,קטן מ-15,אין מידע,91,15.35,6.79,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,91,21.85,9.08,אדום,41645
Qiryat Gat,קטן מ-15,אין מידע,58,9.91,5.39,צהוב,58550
Qiryat Mal'akhi,קטן מ-15,אין מידע,18,7.39,3.93,ירוק,24346
