priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,תוניסיה,כתום,2,47,5,10.64,2022-03-02T00:00:00.000Z,4,1
LastMonth,תורכיה,כתום,2,37160,1733,4.66,2022-03-02T00:00:00.000Z,1678,55
LastMonth,בלגיה,כתום,2,3794,43,1.13,2022-03-02T00:00:00.000Z,31,12
LastMonth,טנזניה,כתום,2,398,26,6.53,2022-03-02T00:00:00.000Z,26,0
LastMonth,קובה,כתום,2,27,2,7.41,2022-03-02T00:00:00.000Z,2,0
LastMonth,מלאווי,כתום,2,3,0,0,2022-03-02T00:00:00.000Z,0,0
LastMonth,מלדיבים,כתום,2,555,21,3.78,2022-03-02T00:00:00.000Z,21,0
LastMonth,פורטו ריקו,כתום,2,106,2,1.89,2022-03-02T00:00:00.000Z,2,0
LastMonth,רומניה,כתום,2,7468,320,4.28,2022-03-02T00:00:00.000Z,311,9
LastMonth,בורקינה פאסו,כתום,2,7,0,0,2022-03-02T00:00:00.000Z,0,0
LastMonth,אוקראינה,כתום,2,9331,672,7.2,2022-03-02T00:00:00.000Z,593,79
LastMonth,טרינידד וטובגו,כתום,2,3,0,0,2022-03-02T00:00:00.000Z,0,0
LastMonth,לוכסמבורג,כתום,2,63,0,0,2022-03-02T00:00:00.000Z,0,0
LastMonth,מצרים,כתום,2,9104,355,3.9,2022-03-02T00:00:00.000Z,344,11
LastMonth,אסטוניה,כתום,2,66,3,4.55,2022-03-02T00:00:00.000Z,3,0
LastMonth,דרום סודאן,כתום,2,19,1,5.26,2022-03-02T00:00:00.000Z,1,0
LastMonth,קירג'זסטאן,כתום,2,37,1,2.7,2022-03-02T00:00:00.000Z,1,0
LastMonth,מלזיה,כתום,2,5,0,0,2022-03-02T00:00:00.000Z,0,0
LastMonth,בוסניה הרצגובינה,כתום,2,47,2,4.26,2022-03-02T00:00:00.000Z,2,0
LastMonth,מקדוניה,כתום,2,18,1,5.56,2022-03-02T00:00:00.000Z,1,0
LastMonth,איי טורקס וקייקוס,כתום,2,26,2,7.69,2022-03-02T00:00:00.000Z,2,0
LastMonth,גרמניה,כתום,2,19292,446,2.31,2022-03-02T00:00:00.000Z,398,48
LastMonth,דנמרק,כתום,2,662,22,3.32,2022-03-02T00:00:00.000Z,15,7
LastMonth,קולומביה,כתום,2,420,11,2.62,2022-03-02T00:00:00.000Z,10,1
LastMonth,אתיופיה,כתום,2,1203,24,2,2022-03-02T00:00:00.000Z,21,3
LastMonth,תאילנד,כתום,2,4034,188,4.66,2022-03-02T00:00:00.000Z,187,1
month3,ניו זילנד,כתום,2,57,0,0,2022-03-02T00:00:00.000Z,0,0
month3,עומן,כתום,2,48,4,8.33,2022-03-02T00:00:00.000Z,4,0
month3,סנגל,כתום,2,55,2,3.64,2022-03-02T00:00:00.000Z,2,0
month3,מרוקו,כתום,2,1919,34,1.77,2022-03-02T00:00:00.000Z,34,0
month3,הרפ הדומיניקנית,כתום,2,310,34,10.97,2022-03-02T00:00:00.000Z,33,1
month3,זאיר,כתום,2,52,1,1.92,2022-03-02T00:00:00.000Z,1,0
month3,ליכטנשטיין,כתום,2,3,0,0,2022-03-02T00:00:00.000Z,0,0
month3,תורכיה,כתום,2,87131,5419,6.22,2022-03-02T00:00:00.000Z,5260,159
month3,בלגיה,כתום,2,8320,232,2.79,2022-03-02T00:00:00.000Z,184,48
month3,טנזניה,כתום,2,819,75,9.16,2022-03-02T00:00:00.000Z,69,6
month3,קובה,כתום,2,93,7,7.53,2022-03-02T00:00:00.000Z,7,0
month3,טיוואן,כתום,2,64,1,1.56,2022-03-02T00:00:00.000Z,1,0
month3,פאפואה,כתום,2,5,1,20,2022-03-02T00:00:00.000Z,1,0
month3,גווטאמלה,כתום,2,216,7,3.24,2022-03-02T00:00:00.000Z,6,1
month3,סיירה ליאונה,כתום,2,11,1,9.09,2022-03-02T00:00:00.000Z,1,0
month3,איי קיימן,כתום,2,5,0,0,2022-03-02T00:00:00.000Z,0,0
month3,ארמניה,כתום,2,277,17,6.14,2022-03-02T00:00:00.000Z,17,0
month3,עירק,כתום,2,22,0,0,2022-03-02T00:00:00.000Z,0,0
month3,אירלנד,כתום,2,835,20,2.4,2022-03-02T00:00:00.000Z,16,4
month3,גינאה ביסאו,כתום,2,1,0,0,2022-03-02T00:00:00.000Z,0,0
month3,בוליביה,כתום,2,65,5,7.69,2022-03-02T00:00:00.000Z,5,0
month3,מרטיניק,כתום,2,14,0,0,2022-03-02T00:00:00.000Z,0,0
month3,מקסיקו,כתום,2,3038,266,8.76,2022-03-02T00:00:00.000Z,260,6
month3,סט. לוציה,כתום,2,2,0,0,2022-03-02T00:00:00.000Z,0,0
month3,הודו,כתום,2,5221,395,7.57,2022-03-02T00:00:00.000Z,88,307
month3,טוגו,כתום,2,68,3,4.41,2022-03-02T00:00:00.000Z,0,3
month3,איי גילברט ואליס,כתום,2,31,2,6.45,2022-03-02T00:00:00.000Z,1,1
month3,מולדובה,כתום,2,4200,206,4.9,2022-03-02T00:00:00.000Z,131,75
month3,קטר,כתום,2,115,4,3.48,2022-03-02T00:00:00.000Z,3,1
month3,כווית,כתום,2,13,0,0,2022-03-02T00:00:00.000Z,0,0
month3,מונקו,כתום,2,12,0,0,2022-03-02T00:00:00.000Z,0,0
month3,שוויץ,כתום,2,18675,1128,6.04,2022-03-02T00:00:00.000Z,1074,54
month3,לבנון,כתום,2,5,0,0,2022-03-02T00:00:00.000Z,0,0
month3,איי פיגי,כתום,2,1,0,0,2022-03-02T00:00:00.000Z,0,0
month6,תוניסיה,כתום,2,218,7,3.21,2022-03-02T00:00:00.000Z,4,3
month6,מרוקו,כתום,2,8563,42,0.49,2022-03-02T00:00:00.000Z,42,0
month6,הרפ הדומיניקנית,כתום,2,835,38,4.55,2022-03-02T00:00:00.000Z,37,1
month6,זאיר,כתום,2,129,1,0.78,2022-03-02T00:00:00.000Z,1,0
month6,ליכטנשטיין,כתום,2,5,0,0,2022-03-02T00:00:00.000Z,0,0
month6,בולגריה,כתום,2,24361,1771,7.27,2022-03-02T00:00:00.000Z,1756,15
month6,קוריאה הצפונית,כתום,2,1,0,0,2022-03-02T00:00:00.000Z,0,0
month6,תורכיה,כתום,2,170029,5677,3.34,2022-03-02T00:00:00.000Z,5511,166
month6,בלגיה,כתום,2,18052,265,1.47,2022-03-02T00:00:00.000Z,206,59
month6,טנזניה,כתום,2,2561,78,3.05,2022-03-02T00:00:00.000Z,72,6
month6,קובה,כתום,2,114,8,7.02,2022-03-02T00:00:00.000Z,8,0
month6,לאוס,כתום,2,6,0,0,2022-03-02T00:00:00.000Z,0,0
month6,מדגסקר,כתום,2,11,1,9.09,2022-03-02T00:00:00.000Z,0,1
month6,קוסטה ריקה,כתום,2,2587,58,2.24,2022-03-02T00:00:00.000Z,58,0
month6,תורכמניסטאן,כתום,2,305,18,5.9,2022-03-02T00:00:00.000Z,18,0
month6,גמייקה,כתום,2,51,2,3.92,2022-03-02T00:00:00.000Z,1,1
