section,male,female,period,order_period
0-9,"{'amount': 75, 'percentage': 0.6}","{'amount': 54, 'percentage': 0.4}",שנה,2
0-9,"{'amount': 100, 'percentage': 0.4}","{'amount': 65, 'percentage': 0.2}",מתחילת קורונה,1
0-9,"{'amount': 42, 'percentage': 0.8}","{'amount': 30, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 25, 'percentage': 0.7}","{'amount': 20, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 58, 'percentage': 0.7}","{'amount': 39, 'percentage': 0.5}",6 חודשים,3
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 14, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 11, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 70, 'percentage': 0.3}","{'amount': 62, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 33, 'percentage': 0.4}","{'amount': 24, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 44, 'percentage': 0.3}","{'amount': 37, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 17, 'percentage': 0.5}","{'amount': 11, 'percentage': 0.3}",חודש אחרון,5
20-29,"{'amount': 32, 'percentage': 0.6}","{'amount': 24, 'percentage': 0.4}",3 חודשים,4
20-29,"{'amount': 66, 'percentage': 0.8}","{'amount': 71, 'percentage': 0.8}",6 חודשים,3
20-29,"{'amount': 117, 'percentage': 0.9}","{'amount': 119, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 207, 'percentage': 0.7}","{'amount': 247, 'percentage': 0.9}",מתחילת קורונה,1
30-39,"{'amount': 272, 'percentage': 2.1}","{'amount': 285, 'percentage': 2.2}",שנה,2
30-39,"{'amount': 158, 'percentage': 1.9}","{'amount': 150, 'percentage': 1.8}",6 חודשים,3
30-39,"{'amount': 46, 'percentage': 0.8}","{'amount': 53, 'percentage': 1}",3 חודשים,4
30-39,"{'amount': 567, 'percentage': 2.1}","{'amount': 546, 'percentage': 2}",מתחילת קורונה,1
30-39,"{'amount': 27, 'percentage': 0.8}","{'amount': 27, 'percentage': 0.8}",חודש אחרון,5
40-49,"{'amount': 589, 'percentage': 4.6}","{'amount': 426, 'percentage': 3.3}",שנה,2
40-49,"{'amount': 1307, 'percentage': 4.7}","{'amount': 897, 'percentage': 3.2}",מתחילת קורונה,1
40-49,"{'amount': 334, 'percentage': 3.9}","{'amount': 236, 'percentage': 2.8}",6 חודשים,3
40-49,"{'amount': 76, 'percentage': 2.2}","{'amount': 42, 'percentage': 1.2}",חודש אחרון,5
40-49,"{'amount': 126, 'percentage': 2.3}","{'amount': 74, 'percentage': 1.3}",3 חודשים,4
50-59,"{'amount': 2163, 'percentage': 7.8}","{'amount': 1493, 'percentage': 5.4}",מתחילת קורונה,1
50-59,"{'amount': 267, 'percentage': 4.8}","{'amount': 180, 'percentage': 3.3}",3 חודשים,4
50-59,"{'amount': 861, 'percentage': 6.7}","{'amount': 658, 'percentage': 5.1}",שנה,2
50-59,"{'amount': 174, 'percentage': 5}","{'amount': 110, 'percentage': 3.1}",חודש אחרון,5
50-59,"{'amount': 528, 'percentage': 6.2}","{'amount': 374, 'percentage': 4.4}",6 חודשים,3
60-69,"{'amount': 3143, 'percentage': 11.4}","{'amount': 2119, 'percentage': 7.7}",מתחילת קורונה,1
60-69,"{'amount': 1253, 'percentage': 9.7}","{'amount': 974, 'percentage': 7.6}",שנה,2
60-69,"{'amount': 805, 'percentage': 9.5}","{'amount': 614, 'percentage': 7.3}",6 חודשים,3
60-69,"{'amount': 487, 'percentage': 8.8}","{'amount': 352, 'percentage': 6.4}",3 חודשים,4
60-69,"{'amount': 302, 'percentage': 8.6}","{'amount': 239, 'percentage': 6.8}",חודש אחרון,5
70-79,"{'amount': 1563, 'percentage': 12.1}","{'amount': 1281, 'percentage': 9.9}",שנה,2
70-79,"{'amount': 3606, 'percentage': 13}","{'amount': 2630, 'percentage': 9.5}",מתחילת קורונה,1
70-79,"{'amount': 1044, 'percentage': 12.3}","{'amount': 858, 'percentage': 10.1}",6 חודשים,3
70-79,"{'amount': 771, 'percentage': 14}","{'amount': 579, 'percentage': 10.5}",3 חודשים,4
70-79,"{'amount': 502, 'percentage': 14.3}","{'amount': 366, 'percentage': 10.5}",חודש אחרון,5
80-89,"{'amount': 545, 'percentage': 15.6}","{'amount': 514, 'percentage': 14.7}",חודש אחרון,5
80-89,"{'amount': 817, 'percentage': 14.8}","{'amount': 839, 'percentage': 15.2}",3 חודשים,4
80-89,"{'amount': 1038, 'percentage': 12.3}","{'amount': 1084, 'percentage': 12.8}",6 חודשים,3
80-89,"{'amount': 2948, 'percentage': 10.7}","{'amount': 3018, 'percentage': 10.9}",מתחילת קורונה,1
80-89,"{'amount': 1482, 'percentage': 11.5}","{'amount': 1544, 'percentage': 12}",שנה,2
90+,"{'amount': 326, 'percentage': 5.9}","{'amount': 432, 'percentage': 7.8}",3 חודשים,4
90+,"{'amount': 991, 'percentage': 3.6}","{'amount': 1475, 'percentage': 5.3}",מתחילת קורונה,1
90+,"{'amount': 502, 'percentage': 3.9}","{'amount': 745, 'percentage': 5.8}",שנה,2
90+,"{'amount': 390, 'percentage': 4.6}","{'amount': 556, 'percentage': 6.6}",6 חודשים,3
90+,"{'amount': 214, 'percentage': 6.1}","{'amount': 271, 'percentage': 7.7}",חודש אחרון,5
