name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,101.1392440795898,84
יוספטל,,69.23076629638672,1
שמיר,,68.2379379272461,67
וולפסון,,70.42459869384766,24
זיו צפת,,75.21614074707031,63
הלל יפה,,88.15534210205078,22
נהריה,,77.5933609008789,47
ברזילי,,80.83333587646484,67
פוריה,,67.88732147216797,42
סוראסקי,,122.5448303222656,68
בני ציון,,79.67667388916016,52
רבין ק. בילינסון,,95.92814636230469,85
סורוקה,,74.02259063720703,71
מאיר,,70.82262420654297,94
קפלן,,98.1949462890625,42
"רמב""ם",,96.90721893310547,136
הכרמל,,77.50511169433594,85
השרון ק. גולדה,,61.41078948974609,46
הדסה עין כרם,,117.1957702636719,196
הסקוטי,,115.03759765625,13
המשפחה הקדושה,,,0
סנט ג'וזף,,,4
שערי צדק,,,220
אל מקאסד,,,0
לניאדו,,82.72980499267578,24
אוגוסטה ויקטוריה,,,16
מעייני הישועה,,97.46835327148438,24
אסותא אשדוד,,,28
שניידר,,,0
סנט וינסנט,,47.76119232177734,1
המרכזי בעמק,,75.51724243164062,83
