cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,80,14.07,6.31,כתום,56844
Akko,קטן מ-15,אין מידע,51,10.30,4.94,צהוב,49517
Arad,0,0,27,9.94,3.44,ירוק,27170
Ari'el,קטן מ-15,אין מידע,25,12.20,5.65,צהוב,20488
Ashdod,27,12.74,212,9.37,5.22,צהוב,226329
Ashqelon,19,8.68,219,14.95,5.64,צהוב,146442
Bat Yam,קטן מ-15,אין מידע,134,10.49,4.75,צהוב,127772
Be'er Sheva,35,10.94,320,15.19,5.11,צהוב,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,23,7.98,6.68,כתום,28818
Bene Beraq,קטן מ-15,אין מידע,100,4.81,3.76,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,25,13.17,4.44,ירוק,18980
Bet Shemesh,קטן מ-15,אין מידע,51,3.86,4.81,צהוב,132210
Dimona,קטן מ-15,אין מידע,46,13.16,5.75,צהוב,34954
Elat,קטן מ-15,אין מידע,44,8.38,6,כתום,52507
Gan Yavne,קטן מ-15,אין מידע,34,14.23,8.1,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,28,13.02,5.41,צהוב,21508
Gedera,קטן מ-15,אין מידע,33,11.46,4.91,צהוב,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,17,6.24,3.77,ירוק,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,19,9.89,4.31,ירוק,19205
Giv'atayim,קטן מ-15,אין מידע,82,13.47,6.27,כתום,60872
Hadera,קטן מ-15,אין מידע,109,11.02,4.79,צהוב,98928
Haifa,25,7.49,334,11.72,5.14,צהוב,284981
Herzliyya,קטן מ-15,אין מידע,96,9.68,5.48,צהוב,99208
Hod Hasharon,קטן מ-15,אין מידע,64,9.88,4.8,צהוב,64755
Holon,26,13.00,200,10.18,5.65,צהוב,196510
Jerusalem,42,7.02,598,6.28,4.27,ירוק,952916
Karmi'el,קטן מ-15,אין מידע,72,15.59,5.72,צהוב,46190
Kefar Sava,קטן מ-15,אין מידע,105,10.33,4.41,ירוק,101664
Kefar Yona,קטן מ-15,אין מידע,19,7.27,4.63,צהוב,26140
Lod,קטן מ-15,אין מידע,61,7.55,3.56,ירוק,80786
Ma'ale Adummim,קטן מ-15,אין מידע,49,12.96,5.75,צהוב,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,25,11.28,6.28,כתום,22158
Mazkeret Batya,קטן מ-15,אין מידע,18,11.92,6.1,כתום,15095
Mevasseret Ziyyon,קטן מ-15,אין מידע,38,15.61,7.19,כתום,24347
Migdal Haemeq,קטן מ-15,אין מידע,39,15.12,6.06,כתום,25790
Modi'in-Makkabbim-Re'ut,23,20.18,114,12.03,6.46,כתום,94744
Mughar,קטן מ-15,אין מידע,27,11.60,5.89,צהוב,23271
Nahariyya,קטן מ-15,אין מידע,72,12.16,5.2,צהוב,59189
Nazareth,קטן מ-15,אין מידע,21,2.70,2.76,ירוק,77734
Nes Ziyyona,קטן מ-15,אין מידע,40,7.92,4.65,צהוב,50532
Nesher,קטן מ-15,אין מידע,29,12.11,6.83,כתום,23947
Netanya,23,12.99,177,7.92,4.36,ירוק,223562
Netivot,קטן מ-15,אין מידע,34,8.62,6.4,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,95,22.65,6.1,כתום,41950
Ofaqim,קטן מ-15,אין מידע,39,12.05,6.04,כתום,32378
Or Yehuda,קטן מ-15,אין מידע,38,10.39,4.92,צהוב,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,53,12.14,5.65,צהוב,43646
Petah Tiqwa,21,7.64,275,10.98,4.93,צהוב,250427
Qiryat Atta,קטן מ-15,אין מידע,67,11.30,5.79,צהוב,59291
Qiryat Bialik,קטן מ-15,אין מידע,60,14.41,5.81,צהוב,41645
Qiryat Gat,קטן מ-15,אין מידע,57,9.74,6.33,כתום,58550
Qiryat Motzkin,קטן מ-15,אין מידע,65,14.30,5.11,צהוב,45461
Qiryat Ono,קטן מ-15,אין מידע,60,14.71,5.8,צהוב,40778
Qiryat Shemona,קטן מ-15,אין מידע,50,22.25,5.69,צהוב,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,16,8.76,5.82,צהוב,18266
Qiryat Yam,קטן מ-15,אין מידע,79,20.06,5.06,צהוב,39389
Ra'annana,קטן מ-15,אין מידע,79,10.27,4.78,צהוב,76958
Ramat Gan,18,9.73,185,11.09,5.51,צהוב,166746
Ramat Hasharon,קטן מ-15,אין מידע,43,9.06,5.82,צהוב,47482
Ramla,קטן מ-15,אין מידע,63,8.19,4.6,צהוב,76903
Rehovot,15,9.68,155,10.60,6.13,כתום,146213
Rishon Leziyyon,36,13.24,272,10.63,5.67,צהוב,255891
Rosh Haayin,קטן מ-15,אין מידע,58,8.61,6.04,כתום,67337
Sederot,קטן מ-15,אין מידע,43,14.88,7.24,כתום,28899
Shefar'am,קטן מ-15,אין מידע,23,5.42,3.82,ירוק,42400
Shoham,קטן מ-15,אין מידע,23,10.94,5.93,צהוב,21029
Tel Aviv - Yafo,36,9.09,396,7.90,5.22,צהוב,501015
Tiberias,קטן מ-15,אין מידע,66,14.45,5.84,צהוב,45686
Tirat Karmel,קטן מ-15,אין מידע,29,11.94,7.56,אדום,24285
Umm Al-Fahm,קטן מ-15,אין מידע,17,3.00,3.54,ירוק,56713
Yavne,קטן מ-15,אין מידע,44,8.84,6.02,כתום,49759
Yehud,קטן מ-15,אין מידע,40,13.33,5.32,צהוב,30003
Yoqne'am Illit,קטן מ-15,אין מידע,36,14.96,5.26,צהוב,24061
Zefat,קטן מ-15,אין מידע,29,7.96,6.23,כתום,36423
Zikhron Ya'aqov,קטן מ-15,אין מידע,21,8.94,8.22,אדום,23503
