city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,130476,400,144,24015,4
רהט,4969,136,53,1266,20
תל אביב - יפו,26328,115,56,17973,3
באר שבע,15105,94,46,6687,5
אשדוד,25557,80,50,6263,4
חיפה,16642,78,41,9627,3
נתניה,16970,74,32,7214,3
פתח תקווה,21628,68,49,7901,3
טייבה,4562,50,36,1075,11
נצרת,9030,48,19,1462,6
לקיה,787,47,34,356,30
חולון,14640,46,20,5217,2
לוד,8627,41, 11-14 ,7223,5
בת ים,9664,37, 11-14 ,4217,3
אום אל-פחם,6144,36,23,842,6
ראשון לציון,14859,36, 11-14 ,7033,1
אשקלון,11828,33,17,4173,2
אבו גוש,1281,32,  6-10  ,572,39
רחובות,11311,29,17,6845,2
ערערה-בנגב,1002,29,18,235,16
בית שמש,20228,28,16,2302,2
כסיפה,908,27,16,187,15
הרצליה,4239,24, 11-14 ,3773,3
צפת,4816,23, 11-14 ,830,6
בני ברק,48213,23,15,2695,1
כפר קאסם,3372,23, 11-14 ,598,9
קלנסווה,2498,22, 11-14 ,534,9
מעלה עירון,1889,22, 11-14 ,235,14
מגאר,2105,22, 11-14 ,795,10
נתיבות,7021,21,  6-10  ,918,5
טמרה,3875,21,15,718,6
באקה אל-גרביה,2766,21,16,587,7
תל שבע,572,21, 11-14 ,315,10
רמלה,9518,19,  1-5  ,2137,2
רמת גן,7892,18, 11-14 ,16975,1
מסעודין אל-עזאזמה,112,18, 11-14 ,88,10
שגב-שלום,332,17, 11-14 ,148,15
אעצם (שבט),80,17,  1-5  ,79,16
אבו קורינאת (שבט),53,16,  6-10  ,68,24
אבו סנאן,1339,16,  1-5  ,1140,12
טירה,2729,15,  6-10  ,688,6
חדרה,6822,15,  1-5  ,2936,2
קרית גת,7309,15,  6-10  ,1442,3
נס ציונה,2469,15,15,1628,3
משהד,798,15,  6-10  ,113,17
אילת,2512,15,  1-5  ,7178,3
בסמת טבעון,489, קטן מ-15 ,  1-5  ,160,4
קודייראת א-צאנע(שבט),15, קטן מ-15 ,  1-5  ,11,4
אבו רובייעה (שבט),46, קטן מ-15 ,  1-5  ,34,5
אבו ג'ווייעד (שבט),63, קטן מ-15 ,  1-5  ,308,11
אטרש (שבט),41, קטן מ-15 ,  1-5  ,19,8
ג'דיידה-מכר,2042, קטן מ-15 ,  1-5  ,388,4
טירת כרמל,1387, קטן מ-15 ,  0  ,443,0
קדימה-צורן,1154, קטן מ-15 ,  0  ,611,1
רמת השרון,1919, קטן מ-15 ,  1-5  ,2933,1
קרית ארבע,855, קטן מ-15 ,  1-5  ,297,12
אלפי מנשה,321, קטן מ-15 ,  1-5  ,243,1
מודיעין עילית,25182, קטן מ-15 ,  1-5  ,561,1
קרית מלאכי,4095, קטן מ-15 ,  1-5  ,504,3
פרדס חנה-כרכור,2345, קטן מ-15 ,  1-5  ,1321,3
נוף הגליל,2861, קטן מ-15 ,  1-5  ,4588,2
זכרון יעקב,1377, קטן מ-15 ,  1-5  ,631,2
בנימינה-גבעת עדה,601, קטן מ-15 ,  0  ,382,1
כעביה-טבאש-חג'אג'רה,574, קטן מ-15 ,  1-5  ,72,5
קרית עקרון,896, קטן מ-15 ,  1-5  ,309,4
הוד השרון,2793, קטן מ-15 ,  6-10  ,3497,1
קרית ביאליק,2242, קטן מ-15 ,  6-10  ,1258,3
גן יבנה,1657, קטן מ-15 ,  1-5  ,656,1
בית דגן,529, קטן מ-15 ,  1-5  ,194,3
בית ג'ן,1891, קטן מ-15 ,  1-5  ,137,7
דבוריה,1202, קטן מ-15 ,  0  ,418,1
חורפיש,996, קטן מ-15 ,  0  ,85,2
פוריידיס,1251, קטן מ-15 ,  6-10  ,175,10
בועיינה-נוג'ידאת,918, קטן מ-15 ,  0  ,148,8
"כפר חב""ד",1373, קטן מ-15 ,  1-5  ,284,10
כפר ורדים,234, קטן מ-15 ,  0  ,150,2
