name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,103.1012649536133,6
סנט וינסנט,,,0
שמיר,,68.91133880615234,0
וולפסון,,,0
זיו צפת,,,0
הלל יפה,,93.78640747070312,0
נהריה,,77.80821990966797,0
ברזילי,,82.11920166015625,2
פוריה,,69.01408386230469,0
סוראסקי,,110.2476501464844,0
בני ציון,,,0
רבין ק. בילינסון,,93.05389404296875,4
סורוקה,,79.7567367553711,5
מאיר,,,0
קפלן,,99.2779769897461,4
"רמב""ם",,95.90164184570312,0
הכרמל,,,0
הדסה עין כרם,,112.4338607788086,7
הסקוטי,,28.5714282989502,1
המשפחה הקדושה,,,0
סנט ג'וזף,,,0
שערי צדק,,93.36609649658203,1
אל מקאסד,,,0
לניאדו,,84.12256622314453,6
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,0
השרון ק. גולדה,,78.00830078125,1
יוספטל,,,0
המרכזי בעמק,,76.72413635253906,3
