date,amount,total
2020-08-21T00:00:00.000Z,13,827
2020-08-22T00:00:00.000Z,10,837
2020-08-23T00:00:00.000Z,13,850
2020-08-24T00:00:00.000Z,16,866
2020-08-25T00:00:00.000Z,19,885
2020-08-26T00:00:00.000Z,11,896
2020-08-27T00:00:00.000Z,11,907
2020-08-28T00:00:00.000Z,13,920
2020-08-29T00:00:00.000Z,5,925
2020-08-30T00:00:00.000Z,14,939
2020-08-31T00:00:00.000Z,23,962
2020-09-01T00:00:00.000Z,15,977
2020-09-02T00:00:00.000Z,14,991
2020-09-03T00:00:00.000Z,16,1007
2020-09-04T00:00:00.000Z,12,1019
2020-09-05T00:00:00.000Z,15,1034
2020-09-06T00:00:00.000Z,12,1046
2020-09-07T00:00:00.000Z,17,1063
2020-09-08T00:00:00.000Z,20,1083
2020-09-09T00:00:00.000Z,15,1098
2020-09-10T00:00:00.000Z,14,1112
2020-09-11T00:00:00.000Z,20,1132
2020-09-12T00:00:00.000Z,15,1147
2020-09-13T00:00:00.000Z,17,1164
2020-09-14T00:00:00.000Z,20,1184
2020-09-15T00:00:00.000Z,16,1200
2020-09-16T00:00:00.000Z,26,1226
2020-09-17T00:00:00.000Z,17,1243
2020-09-18T00:00:00.000Z,21,1264
2020-09-19T00:00:00.000Z,28,1292
2020-09-20T00:00:00.000Z,21,1313
2020-09-21T00:00:00.000Z,32,1345
2020-09-22T00:00:00.000Z,26,1371
2020-09-23T00:00:00.000Z,25,1396
2020-09-24T00:00:00.000Z,31,1427
2020-09-25T00:00:00.000Z,29,1456
2020-09-26T00:00:00.000Z,27,1483
2020-09-27T00:00:00.000Z,32,1515
2020-09-28T00:00:00.000Z,28,1543
2020-09-29T00:00:00.000Z,35,1578
2020-09-30T00:00:00.000Z,37,1615
2020-10-01T00:00:00.000Z,46,1661
2020-10-02T00:00:00.000Z,25,1686
2020-10-03T00:00:00.000Z,38,1724
2020-10-04T00:00:00.000Z,37,1761
2020-10-05T00:00:00.000Z,27,1788
2020-10-06T00:00:00.000Z,45,1833
2020-10-07T00:00:00.000Z,26,1859
2020-10-08T00:00:00.000Z,47,1906
2020-10-09T00:00:00.000Z,40,1946
2020-10-10T00:00:00.000Z,35,1981
2020-10-11T00:00:00.000Z,46,2027
2020-10-12T00:00:00.000Z,30,2057
2020-10-13T00:00:00.000Z,38,2095
2020-10-14T00:00:00.000Z,35,2130
2020-10-15T00:00:00.000Z,30,2160
2020-10-16T00:00:00.000Z,35,2195
2020-10-17T00:00:00.000Z,32,2227
2020-10-18T00:00:00.000Z,33,2260
2020-10-19T00:00:00.000Z,31,2291
2020-10-20T00:00:00.000Z,20,2311
2020-10-21T00:00:00.000Z,25,2336
2020-10-22T00:00:00.000Z,29,2365
2020-10-23T00:00:00.000Z,26,2391
2020-10-24T00:00:00.000Z,27,2418
2020-10-25T00:00:00.000Z,35,2453
2020-10-26T00:00:00.000Z,28,2481
2020-10-27T00:00:00.000Z,28,2509
2020-10-28T00:00:00.000Z,9,2518
2020-10-29T00:00:00.000Z,19,2537
2020-10-30T00:00:00.000Z,12,2549
2020-10-31T00:00:00.000Z,25,2574
2020-11-01T00:00:00.000Z,19,2593
2020-11-02T00:00:00.000Z,15,2608
2020-11-03T00:00:00.000Z,26,2634
2020-11-04T00:00:00.000Z,15,2649
2020-11-05T00:00:00.000Z,14,2663
2020-11-06T00:00:00.000Z,16,2679
2020-11-07T00:00:00.000Z,8,2687
2020-11-08T00:00:00.000Z,7,2694
2020-11-09T00:00:00.000Z,7,2701
2020-11-10T00:00:00.000Z,10,2711
2020-11-11T00:00:00.000Z,7,2718
2020-11-12T00:00:00.000Z,12,2730
2020-11-13T00:00:00.000Z,5,2735
2020-11-14T00:00:00.000Z,12,2747
2020-11-15T00:00:00.000Z,9,2756
2020-11-16T00:00:00.000Z,8,2764
2020-11-17T00:00:00.000Z,12,2776
2020-11-18T00:00:00.000Z,7,2783
2020-11-19T00:00:00.000Z,8,2791
2020-11-20T00:00:00.000Z,6,2797
2020-11-21T00:00:00.000Z,12,2809
2020-11-22T00:00:00.000Z,16,2825
2020-11-23T00:00:00.000Z,7,2832
2020-11-24T00:00:00.000Z,6,2838
2020-11-25T00:00:00.000Z,5,2843
2020-11-26T00:00:00.000Z,9,2852
2020-11-27T00:00:00.000Z,7,2859
2020-11-28T00:00:00.000Z,9,2868
2020-11-29T00:00:00.000Z,10,2878
2020-11-30T00:00:00.000Z,6,2884
2020-12-01T00:00:00.000Z,10,2894
2020-12-02T00:00:00.000Z,5,2899
2020-12-03T00:00:00.000Z,10,2909
2020-12-04T00:00:00.000Z,10,2919
2020-12-05T00:00:00.000Z,10,2929
2020-12-06T00:00:00.000Z,8,2937
2020-12-07T00:00:00.000Z,7,2944
2020-12-08T00:00:00.000Z,12,2956
2020-12-09T00:00:00.000Z,13,2969
2020-12-10T00:00:00.000Z,13,2982
2020-12-11T00:00:00.000Z,11,2993
2020-12-12T00:00:00.000Z,16,3009
2020-12-13T00:00:00.000Z,9,3018
2020-12-14T00:00:00.000Z,11,3029
2020-12-15T00:00:00.000Z,12,3041
2020-12-16T00:00:00.000Z,15,3056
2020-12-17T00:00:00.000Z,17,3073
2020-12-18T00:00:00.000Z,16,3089
2020-12-19T00:00:00.000Z,19,3108
2020-12-20T00:00:00.000Z,19,3127
2020-12-21T00:00:00.000Z,16,3143
2020-12-22T00:00:00.000Z,13,3156
2020-12-23T00:00:00.000Z,25,3181
2020-12-24T00:00:00.000Z,15,3196
2020-12-25T00:00:00.000Z,20,3216
2020-12-26T00:00:00.000Z,23,3239
2020-12-27T00:00:00.000Z,21,3260
2020-12-28T00:00:00.000Z,32,3292
2020-12-29T00:00:00.000Z,25,3317
2020-12-30T00:00:00.000Z,16,3333
2020-12-31T00:00:00.000Z,36,3369
2021-01-01T00:00:00.000Z,34,3403
2021-01-02T00:00:00.000Z,27,3430
2021-01-03T00:00:00.000Z,26,3456
2021-01-04T00:00:00.000Z,37,3493
2021-01-05T00:00:00.000Z,24,3517
2021-01-06T00:00:00.000Z,44,3561
2021-01-07T00:00:00.000Z,48,3609
2021-01-08T00:00:00.000Z,45,3654
2021-01-09T00:00:00.000Z,20,3674
2021-01-10T00:00:00.000Z,41,3715
2021-01-11T00:00:00.000Z,29,3744
2021-01-12T00:00:00.000Z,55,3799
2021-01-13T00:00:00.000Z,57,3856
2021-01-14T00:00:00.000Z,59,3915
2021-01-15T00:00:00.000Z,52,3967
2021-01-16T00:00:00.000Z,47,4014
2021-01-17T00:00:00.000Z,56,4070
2021-01-18T00:00:00.000Z,46,4116
2021-01-19T00:00:00.000Z,43,4159
2021-01-20T00:00:00.000Z,54,4213
2021-01-21T00:00:00.000Z,48,4261
2021-01-22T00:00:00.000Z,66,4327
2021-01-23T00:00:00.000Z,51,4378
2021-01-24T00:00:00.000Z,77,4455
2021-01-25T00:00:00.000Z,60,4515
2021-01-26T00:00:00.000Z,53,4568
2021-01-27T00:00:00.000Z,60,4628
2021-01-28T00:00:00.000Z,49,4677
2021-01-29T00:00:00.000Z,45,4722
2021-01-30T00:00:00.000Z,38,4760
2021-01-31T00:00:00.000Z,52,4812
2021-02-01T00:00:00.000Z,46,4858
2021-02-02T00:00:00.000Z,61,4919
2021-02-03T00:00:00.000Z,57,4976
2021-02-04T00:00:00.000Z,48,5024
2021-02-05T00:00:00.000Z,33,5057
2021-02-06T00:00:00.000Z,52,5109
2021-02-07T00:00:00.000Z,44,5153
2021-02-08T00:00:00.000Z,30,5183
2021-02-09T00:00:00.000Z,43,5226
2021-02-10T00:00:00.000Z,32,5258
2021-02-11T00:00:00.000Z,30,5288
2021-02-12T00:00:00.000Z,40,5328
2021-02-13T00:00:00.000Z,29,5357
2021-02-14T00:00:00.000Z,37,5394
2021-02-15T00:00:00.000Z,16,5410
2021-02-16T00:00:00.000Z,42,5452
2021-02-17T00:00:00.000Z,27,5479
2021-02-18T00:00:00.000Z,34,5513
2021-02-19T00:00:00.000Z,22,5535
2021-02-20T00:00:00.000Z,25,5560
2021-02-21T00:00:00.000Z,24,5584
2021-02-22T00:00:00.000Z,16,5600
2021-02-23T00:00:00.000Z,35,5635
2021-02-24T00:00:00.000Z,26,5661
2021-02-25T00:00:00.000Z,23,5684
2021-02-26T00:00:00.000Z,22,5706
2021-02-27T00:00:00.000Z,28,5734
2021-02-28T00:00:00.000Z,21,5755
2021-03-01T00:00:00.000Z,18,5773
2021-03-02T00:00:00.000Z,21,5794
2021-03-03T00:00:00.000Z,16,5810
2021-03-04T00:00:00.000Z,17,5827
2021-03-05T00:00:00.000Z,18,5845
2021-03-06T00:00:00.000Z,20,5865
2021-03-07T00:00:00.000Z,15,5880
2021-03-08T00:00:00.000Z,22,5902
2021-03-09T00:00:00.000Z,15,5917
2021-03-10T00:00:00.000Z,17,5934
2021-03-11T00:00:00.000Z,18,5952
2021-03-12T00:00:00.000Z,12,5964
2021-03-13T00:00:00.000Z,16,5980
2021-03-14T00:00:00.000Z,27,6007
2021-03-15T00:00:00.000Z,16,6023
2021-03-16T00:00:00.000Z,17,6040
2021-03-17T00:00:00.000Z,13,6053
2021-03-18T00:00:00.000Z,8,6061
2021-03-19T00:00:00.000Z,12,6073
2021-03-20T00:00:00.000Z,7,6080
2021-03-21T00:00:00.000Z,15,6095
2021-03-22T00:00:00.000Z,13,6108
2021-03-23T00:00:00.000Z,15,6123
2021-03-24T00:00:00.000Z,10,6133
2021-03-25T00:00:00.000Z,10,6143
2021-03-26T00:00:00.000Z,11,6154
2021-03-27T00:00:00.000Z,6,6160
2021-03-28T00:00:00.000Z,12,6172
2021-03-29T00:00:00.000Z,9,6181
2021-03-30T00:00:00.000Z,11,6192
2021-03-31T00:00:00.000Z,16,6208
2021-04-01T00:00:00.000Z,7,6215
2021-04-02T00:00:00.000Z,15,6230
2021-04-03T00:00:00.000Z,7,6237
2021-04-04T00:00:00.000Z,8,6245
2021-04-05T00:00:00.000Z,6,6251
2021-04-06T00:00:00.000Z,6,6257
2021-04-07T00:00:00.000Z,9,6266
2021-04-08T00:00:00.000Z,11,6277
2021-04-09T00:00:00.000Z,10,6287
2021-04-10T00:00:00.000Z,7,6294
2021-04-11T00:00:00.000Z,4,6298
2021-04-12T00:00:00.000Z,1,6299
