period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7411,1110,14.98
3_Month,0-9,19447,3577,18.39
6_Month,0-9,106496,45303,42.54
1_Year,0-9,1232005,537947,43.66
All,0-9,1714529,767433,44.76
1_Month,10-19,12176,3274,26.89
3_Month,10-19,29238,7199,24.62
6_Month,10-19,115994,46348,39.96
1_Year,10-19,1155178,576352,49.89
All,10-19,1631304,810082,49.66
1_Month,20-29,18201,4720,25.93
3_Month,20-29,41894,8999,21.48
6_Month,20-29,154322,59943,38.84
1_Year,20-29,1018923,427957,42
All,20-29,1476408,607109,41.12
1_Month,30-39,18250,5111,28.01
3_Month,30-39,41439,10478,25.29
6_Month,30-39,167859,73670,43.89
1_Year,30-39,989755,471299,47.62
All,30-39,1374616,615783,44.8
1_Month,40-49,19628,5773,29.41
3_Month,40-49,43229,11828,27.36
6_Month,40-49,165282,75446,45.65
1_Year,40-49,903820,442046,48.91
All,40-49,1221370,560022,45.85
1_Month,50-59,20342,5981,29.4
3_Month,50-59,43908,12491,28.45
6_Month,50-59,153760,72782,47.33
1_Year,50-59,709880,320956,45.21
All,50-59,957048,401264,41.93
1_Month,60-69,22519,6390,28.38
3_Month,60-69,49980,14536,29.08
6_Month,60-69,165271,80218,48.54
1_Year,60-69,598930,255299,42.63
All,60-69,791211,307918,38.92
1_Month,70-79,24261,6249,25.76
3_Month,70-79,52110,15273,29.31
6_Month,70-79,150867,74104,49.12
1_Year,70-79,399392,172989,43.31
All,70-79,517204,201232,38.91
1_Month,80-89,19864,3319,16.71
3_Month,80-89,34333,7403,21.56
6_Month,80-89,77515,33367,43.05
1_Year,80-89,157250,70544,44.86
All,80-89,221376,85148,38.46
1_Month,90+,7233,998,13.8
3_Month,90+,11434,1970,17.23
6_Month,90+,21895,8391,38.32
1_Year,90+,37757,17560,46.51
All,90+,58100,22109,38.05
