coronaOccupancy,isolatedTeam,name,normalOccupancy
96.36363636363636,47,שערי צדק,85.62653350830078
95.23809523809523,68,לניאדו,74.93035888671875
91.66666666666666,35,שיבא,90.75949096679688
88.52459016393442,27,שמיר (אסף הרופא),55.89225769042969
86.36363636363636,52,"רמב""ם",85.25772857666016
85.84905660377359,97,הדסה עין כרם,92.44264221191406
83.60655737704919,63,נהריה,65.00691223144531
77.08333333333334,56,ברזילי,58.66666793823242
76.92307692307693,15,זיו צפת,67.72334289550781
76.66666666666667,10,בני ציון,61.66281890869141
75,2,הסקוטי,89.36170196533203
70,24,הלל יפה,75.53398132324219
64,22,קפלן,90.79422760009766
59.64912280701754,76,מאיר,70.43701934814453
57.49999999999999,29,פוריה,54.9295768737793
51.85185185185185,12,מעייני הישועה,82.42811584472656
50,23,המשפחה הקדושה,145.8333282470703
50,66,רבין ק. בילינסון,73.65269470214844
48.64864864864865,0,סנט ג'וזף,
41.97530864197531,37,המרכזי בעמק,69.82758331298828
40,27,סוראסקי,85.14090728759766
39.70588235294117,25,וולפסון,61.93265151977539
37.03703703703704,10,אסותא אשדוד,
34.782608695652165,0,אל מקאסד,
33.92857142857143,12,הכרמל,60.32719802856445
33.33333333333333,45,סורוקה,61.33796691894531
25,5,השרון ק. גולדה,46.05809020996094
16.66666666666667,0,אוגוסטה ויקטוריה,
12.5,19,שניידר,87.76371002197266
