actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
912,בני ברק,45,9908,"נדרשים הסברה, בדיקות ואכיפת בידוד",4320,553
506,טירה,191,840,"נדרשים הסברה, בדיקות ואכיפת בידוד",2231,359
372,כפר קאסם,155,807,"נדרשים הסברה, בדיקות ואכיפת בידוד",1390,276
314,אום אל-פחם,56,823,"נדרשים הסברה, בדיקות ואכיפת בידוד",1732,213
205,דאלית אל-כרמל,119,228,"נדרשים הסברה, בדיקות ואכיפת בידוד",2228,168
185,בית ג'ן,155,253,"נדרשים הסברה, בדיקות ואכיפת בידוד",1648,128
169,לקיה,110,219,"נדרשים הסברה, בדיקות ואכיפת בידוד",601,162
163,ביתר עילית,26,2336,"נדרשים הסברה, בדיקות ואכיפת בידוד",1049,136
148,מעלה עירון,98,255,"נדרשים הסברה, בדיקות ואכיפת בידוד",554,88
50,יקיר,212,59,"נדרשים הסברה, בדיקות ואכיפת בידוד",264,41
40,כסרא-סמיע,46,57,"נדרשים הסברה, בדיקות ואכיפת בידוד",228,31
38,תפרח,175,73,"נדרשים הסברה, בדיקות ואכיפת בידוד",71,6-10
35,פוריידיס,26,112,"נדרשים הסברה, בדיקות ואכיפת בידוד",159,28
32,עמנואל,76,107,"נדרשים הסברה, בדיקות ואכיפת בידוד",79,22
30,כעביה-טבאש-חג'אג'רה,51,34,"נדרשים הסברה, בדיקות ואכיפת בידוד",135,23
22,בוקעאתא,33,24,"נדרשים הסברה, בדיקות ואכיפת בידוד",108,22
19,בועיינה-נוג'ידאת,19,25,"נדרשים הסברה, בדיקות ואכיפת בידוד",120,11-14
16,משהד,18,18,"נדרשים הסברה, בדיקות ואכיפת בידוד",150,11-14
16,יד בנימין,37,64,"נדרשים הסברה, בדיקות ואכיפת בידוד",63,11-14
 קטן מ-15 ,מוקייבלה,33,31,"נדרשים הסברה, בדיקות ואכיפת בידוד",63,11-14
 קטן מ-15 ,אלקנה,27,50,"נדרשים הסברה, בדיקות ואכיפת בידוד",57,6-10
 קטן מ-15 ,שגב-שלום,13,28,"נדרשים הסברה, בדיקות ואכיפת בידוד",98,11-14
2714,ירושלים,29,18429,נדרשת הגדלה של מספר הבדיקות,19336,1450
760,אשדוד,34,3886,נדרשת הגדלה של מספר הבדיקות,6085,458
667,תל אביב - יפו,15,4960,נדרשת הגדלה של מספר הבדיקות,7140,332
505,מודיעין עילית,66,3571,נדרשת הגדלה של מספר הבדיקות,5327,296
