section,female,male,period,order_period
0-9,"{'amount': 8, 'percentage': 0.5}","{'amount': 10, 'percentage': 0.7}",חודש אחרון,5
0-9,"{'amount': 33, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
0-9,"{'amount': 18, 'percentage': 0.3}","{'amount': 27, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 15, 'percentage': 0.3}","{'amount': 26, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 37, 'percentage': 0.2}","{'amount': 52, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 58, 'percentage': 0.3}","{'amount': 43, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 8, 'percentage': 0.5}","{'amount': 6, 'percentage': 0.4}",חודש אחרון,5
10-19,"{'amount': 16, 'percentage': 0.3}","{'amount': 14, 'percentage': 0.3}",3 חודשים,4
10-19,"{'amount': 18, 'percentage': 0.3}","{'amount': 15, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 42, 'percentage': 0.3}","{'amount': 33, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 66, 'percentage': 1.2}","{'amount': 48, 'percentage': 0.9}",6 חודשים,3
20-29,"{'amount': 64, 'percentage': 1.3}","{'amount': 46, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 26, 'percentage': 1.7}","{'amount': 14, 'percentage': 0.9}",חודש אחרון,5
20-29,"{'amount': 226, 'percentage': 1}","{'amount': 181, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 174, 'percentage': 1.1}","{'amount': 149, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 393, 'percentage': 2.5}","{'amount': 406, 'percentage': 2.6}",שנה,2
30-39,"{'amount': 154, 'percentage': 2.9}","{'amount': 155, 'percentage': 2.9}",6 חודשים,3
30-39,"{'amount': 141, 'percentage': 2.8}","{'amount': 150, 'percentage': 3}",3 חודשים,4
30-39,"{'amount': 48, 'percentage': 3.2}","{'amount': 52, 'percentage': 3.4}",חודש אחרון,5
30-39,"{'amount': 491, 'percentage': 2.2}","{'amount': 542, 'percentage': 2.5}",מתחילת קורונה,1
40-49,"{'amount': 642, 'percentage': 4}","{'amount': 930, 'percentage': 5.9}",שנה,2
40-49,"{'amount': 228, 'percentage': 4.3}","{'amount': 320, 'percentage': 6}",6 חודשים,3
40-49,"{'amount': 222, 'percentage': 4.4}","{'amount': 305, 'percentage': 6}",3 חודשים,4
40-49,"{'amount': 89, 'percentage': 5.9}","{'amount': 112, 'percentage': 7.4}",חודש אחרון,5
40-49,"{'amount': 805, 'percentage': 3.7}","{'amount': 1220, 'percentage': 5.5}",מתחילת קורונה,1
50-59,"{'amount': 311, 'percentage': 5.9}","{'amount': 418, 'percentage': 7.9}",6 חודשים,3
50-59,"{'amount': 294, 'percentage': 5.8}","{'amount': 409, 'percentage': 8.1}",3 חודשים,4
50-59,"{'amount': 956, 'percentage': 6}","{'amount': 1400, 'percentage': 8.8}",שנה,2
50-59,"{'amount': 1289, 'percentage': 5.9}","{'amount': 1930, 'percentage': 8.8}",מתחילת קורונה,1
50-59,"{'amount': 112, 'percentage': 7.4}","{'amount': 138, 'percentage': 9.1}",חודש אחרון,5
60-69,"{'amount': 412, 'percentage': 8.2}","{'amount': 549, 'percentage': 10.9}",3 חודשים,4
60-69,"{'amount': 439, 'percentage': 8.3}","{'amount': 568, 'percentage': 10.7}",6 חודשים,3
60-69,"{'amount': 125, 'percentage': 8.2}","{'amount': 165, 'percentage': 10.9}",חודש אחרון,5
60-69,"{'amount': 1762, 'percentage': 8}","{'amount': 2657, 'percentage': 12.1}",מתחילת קורונה,1
60-69,"{'amount': 1288, 'percentage': 8.1}","{'amount': 1771, 'percentage': 11.2}",שנה,2
70-79,"{'amount': 156, 'percentage': 10.3}","{'amount': 130, 'percentage': 8.6}",חודש אחרון,5
70-79,"{'amount': 458, 'percentage': 9.1}","{'amount': 574, 'percentage': 11.4}",3 חודשים,4
70-79,"{'amount': 495, 'percentage': 9.3}","{'amount': 600, 'percentage': 11.3}",6 חודשים,3
70-79,"{'amount': 1505, 'percentage': 9.5}","{'amount': 1907, 'percentage': 12}",שנה,2
70-79,"{'amount': 2039, 'percentage': 9.3}","{'amount': 2810, 'percentage': 12.8}",מתחילת קורונה,1
80-89,"{'amount': 494, 'percentage': 9.8}","{'amount': 494, 'percentage': 9.8}",3 חודשים,4
80-89,"{'amount': 1560, 'percentage': 9.8}","{'amount': 1469, 'percentage': 9.3}",שנה,2
80-89,"{'amount': 515, 'percentage': 9.7}","{'amount': 521, 'percentage': 9.8}",6 חודשים,3
80-89,"{'amount': 126, 'percentage': 8.3}","{'amount': 106, 'percentage': 7}",חודש אחרון,5
80-89,"{'amount': 2123, 'percentage': 9.7}","{'amount': 2079, 'percentage': 9.5}",מתחילת קורונה,1
90+,"{'amount': 1009, 'percentage': 4.6}","{'amount': 644, 'percentage': 2.9}",מתחילת קורונה,1
90+,"{'amount': 57, 'percentage': 3.8}","{'amount': 32, 'percentage': 2.1}",חודש אחרון,5
90+,"{'amount': 237, 'percentage': 4.7}","{'amount': 123, 'percentage': 2.4}",3 חודשים,4
90+,"{'amount': 251, 'percentage': 4.7}","{'amount': 128, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 715, 'percentage': 4.5}","{'amount': 464, 'percentage': 2.9}",שנה,2
