section,female,male,period
0-9,"{'amount': 1, 'percentage': 0.3}","{'amount': 3, 'percentage': 0.8}",3 חודשים
0-9,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.2}",חודש אחרון
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.7}",6 חודשים
0-9,"{'amount': 10, 'percentage': 0.5}","{'amount': 22, 'percentage': 1}",שנה
0-9,"{'amount': 17, 'percentage': 0.3}","{'amount': 34, 'percentage': 0.5}",מתחילת קורונה
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 0.3}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 25, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 2, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 11, 'percentage': 0.5}","{'amount': 13, 'percentage': 0.6}",שנה
20-29,"{'amount': 5, 'percentage': 1.3}","{'amount': 2, 'percentage': 0.5}",3 חודשים
20-29,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.2}",חודש אחרון
20-29,"{'amount': 6, 'percentage': 0.9}","{'amount': 4, 'percentage': 0.6}",6 חודשים
20-29,"{'amount': 62, 'percentage': 1}","{'amount': 57, 'percentage': 0.9}",מתחילת קורונה
20-29,"{'amount': 20, 'percentage': 0.9}","{'amount': 20, 'percentage': 0.9}",שנה
30-39,"{'amount': 7, 'percentage': 1.8}","{'amount': 2, 'percentage': 0.5}",3 חודשים
30-39,"{'amount': 1, 'percentage': 1.2}","{'amount': 0, 'percentage': 0}",חודש אחרון
30-39,"{'amount': 14, 'percentage': 2.1}","{'amount': 8, 'percentage': 1.2}",6 חודשים
30-39,"{'amount': 114, 'percentage': 1.8}","{'amount': 106, 'percentage': 1.6}",מתחילת קורונה
30-39,"{'amount': 31, 'percentage': 1.5}","{'amount': 39, 'percentage': 1.8}",שנה
40-49,"{'amount': 5, 'percentage': 1.3}","{'amount': 6, 'percentage': 1.6}",3 חודשים
40-49,"{'amount': 2, 'percentage': 2.4}","{'amount': 0, 'percentage': 0}",חודש אחרון
40-49,"{'amount': 11, 'percentage': 1.6}","{'amount': 13, 'percentage': 1.9}",6 חודשים
40-49,"{'amount': 144, 'percentage': 2.2}","{'amount': 270, 'percentage': 4.1}",מתחילת קורונה
40-49,"{'amount': 38, 'percentage': 1.8}","{'amount': 80, 'percentage': 3.8}",שנה
50-59,"{'amount': 13, 'percentage': 3.4}","{'amount': 20, 'percentage': 5.2}",3 חודשים
50-59,"{'amount': 3, 'percentage': 3.6}","{'amount': 6, 'percentage': 7.1}",חודש אחרון
50-59,"{'amount': 270, 'percentage': 4.1}","{'amount': 565, 'percentage': 8.7}",מתחילת קורונה
50-59,"{'amount': 18, 'percentage': 2.7}","{'amount': 38, 'percentage': 5.6}",6 חודשים
50-59,"{'amount': 86, 'percentage': 4}","{'amount': 163, 'percentage': 7.6}",שנה
60-69,"{'amount': 25, 'percentage': 6.5}","{'amount': 54, 'percentage': 14.1}",3 חודשים
60-69,"{'amount': 7, 'percentage': 8.3}","{'amount': 16, 'percentage': 19}",חודש אחרון
60-69,"{'amount': 47, 'percentage': 7}","{'amount': 93, 'percentage': 13.8}",6 חודשים
60-69,"{'amount': 530, 'percentage': 8.1}","{'amount': 996, 'percentage': 15.3}",מתחילת קורונה
60-69,"{'amount': 158, 'percentage': 7.4}","{'amount': 270, 'percentage': 12.7}",שנה
70-79,"{'amount': 43, 'percentage': 11.2}","{'amount': 65, 'percentage': 16.9}",3 חודשים
70-79,"{'amount': 6, 'percentage': 7.1}","{'amount': 12, 'percentage': 14.3}",חודש אחרון
70-79,"{'amount': 633, 'percentage': 9.7}","{'amount': 1107, 'percentage': 17}",מתחילת קורונה
70-79,"{'amount': 71, 'percentage': 10.5}","{'amount': 124, 'percentage': 18.4}",6 חודשים
70-79,"{'amount': 231, 'percentage': 10.8}","{'amount': 332, 'percentage': 15.6}",שנה
80-89,"{'amount': 46, 'percentage': 12}","{'amount': 58, 'percentage': 15.1}",3 חודשים
80-89,"{'amount': 12, 'percentage': 14.3}","{'amount': 12, 'percentage': 14.3}",חודש אחרון
80-89,"{'amount': 67, 'percentage': 9.9}","{'amount': 93, 'percentage': 13.8}",6 חודשים
80-89,"{'amount': 207, 'percentage': 9.7}","{'amount': 259, 'percentage': 12.1}",שנה
80-89,"{'amount': 528, 'percentage': 8.1}","{'amount': 706, 'percentage': 10.8}",מתחילת קורונה
90+,"{'amount': 13, 'percentage': 3.4}","{'amount': 15, 'percentage': 3.9}",3 חודשים
90+,"{'amount': 2, 'percentage': 2.4}","{'amount': 3, 'percentage': 3.6}",חודש אחרון
90+,"{'amount': 72, 'percentage': 3.4}","{'amount': 71, 'percentage': 3.3}",שנה
90+,"{'amount': 30, 'percentage': 4.4}","{'amount': 29, 'percentage': 4.3}",6 חודשים
90+,"{'amount': 159, 'percentage': 2.4}","{'amount': 164, 'percentage': 2.5}",מתחילת קורונה
