gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,3 חודשים,9365,4.3,0,0,3,0.8,6,0.3,318,3.7
זכר,0-9,6 חודשים,31120,4.8,1,0.1,5,0.7,14,0.4,603,3.8
זכר,0-9,מתחילת קורונה,441924,9.6,8,0.1,34,0.5,124,0.4,3293,3.7
זכר,0-9,חודש אחרון,681,2.4,0,0,1,1.3,0,0,33,2.4
זכר,0-9,שנה,308763,9.3,5,0.1,22,1,70,0.7,1987,5.1
נקבה,0-9,מתחילת קורונה,363569,7.9,5,0,17,0.3,78,0.2,2670,3
נקבה,0-9,3 חודשים,8171,3.7,0,0,1,0.3,4,0.2,247,2.9
נקבה,0-9,6 חודשים,26649,4.1,0,0,1,0.1,12,0.3,475,3
נקבה,0-9,שנה,247137,7.4,2,0.1,10,0.5,49,0.5,1617,4.1
נקבה,0-9,חודש אחרון,891,3.2,0,0,0,0,0,0,27,2
זכר,10-19,3 חודשים,6830,3.1,0,0,1,0.3,3,0.1,82,1
זכר,10-19,חודש אחרון,928,3.3,0,0,0,0,0,0,8,0.6
זכר,10-19,6 חודשים,27008,4.1,0,0,1,0.1,5,0.1,138,0.9
זכר,10-19,שנה,295587,8.9,5,0.1,13,0.6,34,0.3,492,1.3
זכר,10-19,מתחילת קורונה,439756,9.5,7,0.1,25,0.4,82,0.3,1086,1.2
נקבה,10-19,6 חודשים,28640,4.4,1,0.1,2,0.3,6,0.2,154,1
נקבה,10-19,מתחילת קורונה,430504,9.3,8,0.1,23,0.4,81,0.3,1220,1.4
נקבה,10-19,חודש אחרון,1427,5.1,0,0,0,0,0,0,4,0.3
נקבה,10-19,שנה,296752,8.9,3,0.1,11,0.5,25,0.2,534,1.4
נקבה,10-19,3 חודשים,7745,3.5,0,0,0,0,3,0.1,60,0.7
זכר,20-29,מתחילת קורונה,269257,5.8,25,0.2,57,0.9,251,0.8,1675,1.9
זכר,20-29,3 חודשים,9610,4.4,1,0.2,2,0.5,7,0.3,91,1.1
זכר,20-29,שנה,170446,5.1,4,0.1,19,0.9,56,0.5,549,1.4
זכר,20-29,6 חודשים,28267,4.3,1,0.1,4,0.6,13,0.4,180,1.1
זכר,20-29,חודש אחרון,779,2.8,0,0,1,1.3,2,0.8,11,0.8
נקבה,20-29,3 חודשים,13500,6.1,0,0,5,1.3,7,0.3,313,3.6
נקבה,20-29,מתחילת קורונה,382044,8.3,22,0.2,62,1,284,0.9,5429,6.1
נקבה,20-29,חודש אחרון,1375,4.9,0,0,0,0,2,0.8,36,2.6
נקבה,20-29,6 חודשים,40116,6.1,0,0,6,0.9,15,0.4,656,4.2
נקבה,20-29,שנה,262348,7.9,7,0.2,19,0.9,55,0.5,2370,6.1
זכר,30-39,מתחילת קורונה,269676,5.8,53,0.5,106,1.6,643,2,2364,2.7
זכר,30-39,3 חודשים,12006,5.5,0,0,2,0.5,11,0.5,118,1.4
זכר,30-39,6 חודשים,36720,5.6,0,0,8,1.2,20,0.5,238,1.5
זכר,30-39,שנה,189856,5.7,14,0.4,39,1.8,100,0.9,713,1.8
זכר,30-39,חודש אחרון,1148,4.1,0,0,0,0,1,0.4,12,0.9
נקבה,30-39,3 חודשים,16375,7.4,1,0.2,7,1.9,6,0.3,328,3.8
נקבה,30-39,6 חודשים,50816,7.8,4,0.4,14,2.1,17,0.5,685,4.3
נקבה,30-39,מתחילת קורונה,389470,8.4,40,0.3,113,1.7,600,1.9,5498,6.2
נקבה,30-39,חודש אחרון,1817,6.4,0,0,0,0,2,0.8,31,2.3
נקבה,30-39,שנה,289031,8.7,9,0.2,31,1.5,100,0.9,2364,6.1
זכר,40-49,מתחילת קורונה,244288,5.3,125,1.1,270,4.1,1434,4.5,3743,4.2
זכר,40-49,3 חודשים,11568,5.3,2,0.4,5,1.3,19,0.9,163,1.9
זכר,40-49,שנה,178235,5.4,33,0.9,78,3.7,218,2.1,954,2.4
זכר,40-49,6 חודשים,35838,5.5,5,0.5,13,1.9,39,1.1,317,2
זכר,40-49,חודש אחרון,1215,4.3,0,0,0,0,0,0,20,1.5
נקבה,40-49,6 חודשים,52563,8,5,0.5,11,1.6,30,0.8,324,2.1
נקבה,40-49,3 חודשים,16759,7.6,2,0.4,5,1.3,18,0.9,150,1.7
נקבה,40-49,מתחילת קורונה,350742,7.6,80,0.7,144,2.2,983,3.1,3711,4.2
נקבה,40-49,חודש אחרון,2138,7.6,0,0,2,2.5,2,0.8,21,1.5
נקבה,40-49,שנה,268570,8.1,19,0.5,38,1.8,148,1.4,1072,2.7
זכר,50-59,3 חודשים,10600,4.8,8,1.4,20,5.3,60,2.9,289,3.3
זכר,50-59,6 חודשים,32109,4.9,20,1.9,38,5.7,101,2.7,541,3.4
זכר,50-59,מתחילת קורונה,171818,3.7,400,3.4,565,8.7,2302,7.2,5186,5.9
זכר,50-59,חודש אחרון,1246,4.4,1,2.5,5,6.3,5,2,49,3.6
זכר,50-59,שנה,126667,3.8,101,2.7,161,7.6,449,4.2,1541,3.9
נקבה,50-59,6 חודשים,50903,7.8,8,0.8,19,2.8,78,2.1,419,2.7
נקבה,50-59,3 חודשים,17014,7.7,5,0.9,13,3.5,39,1.9,222,2.6
נקבה,50-59,מתחילת קורונה,247053,5.3,205,1.8,271,4.2,1630,5.1,4137,4.7
נקבה,50-59,חודש אחרון,2314,8.2,0,0,4,5,5,2,39,2.9
נקבה,50-59,שנה,192631,5.8,53,1.4,86,4.1,324,3.1,1235,3.2
זכר,60-69,מתחילת קורונה,133608,2.9,1043,8.9,995,15.3,3502,11,7285,8.2
זכר,60-69,3 חודשים,13013,5.9,29,5.1,54,14.4,163,8,600,7
זכר,60-69,שנה,103221,3.1,266,7,269,12.7,926,8.7,2753,7
זכר,60-69,6 חודשים,36579,5.6,52,5,91,13.6,295,8,1134,7.2
זכר,60-69,חודש אחרון,1698,6,3,7.5,15,18.8,18,7.2,117,8.6
נקבה,60-69,3 חודשים,18867,8.6,14,2.5,25,6.7,98,4.8,460,5.3
נקבה,60-69,6 חודשים,53718,8.2,28,2.7,47,7,189,5.1,880,5.6
נקבה,60-69,מתחילת קורונה,180565,3.9,574,4.9,530,8.1,2364,7.4,5400,6.1
נקבה,60-69,חודש אחרון,2670,9.5,0,0,7,8.8,9,3.6,76,5.6
נקבה,60-69,שנה,147256,4.4,160,4.2,157,7.4,648,6.1,2078,5.3
זכר,70-79,6 חודשים,35446,5.4,138,13.2,123,18.4,541,14.6,1965,12.4
זכר,70-79,מתחילת קורונה,89608,1.9,1756,15,1109,17,4107,12.9,8415,9.5
זכר,70-79,חודש אחרון,2159,7.6,9,22.5,12,15,43,17.2,217,16
זכר,70-79,שנה,74121,2.2,499,13.2,333,15.7,1461,13.8,4069,10.4
זכר,70-79,3 חודשים,13144,6,74,13.1,65,17.3,293,14.3,1106,12.8
