age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359562,326749,1538337,23.4,21.2
20-29,1007161,928411,1300361,77.5,71.4
30-39,974872,914732,1197026,81.4,76.4
40-49,934432,881904,1098556,85.1,80.3
50-59,760181,718313,849966,89.4,84.5
60-69,670234,641998,741639,90.4,86.6
70-79,481583,466812,490784,98.1,95.1
80-89,216084,209396,225538,95.8,92.8
90+,50781,48509,51496,98.6,94.2
