date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new
2020-03-02T00:00:00.000Z,3,10,10,0,0,10,0,0,2007,0.004982561036372696,5429,-228,0,0,1,0,0,0
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,2007,0.004982561036372696,7589,-225,0,0,1,0,0,0
2020-03-04T00:00:00.000Z,3,12,11,0,0,12,0,0,2007,0.005979073243647235,6755,-226,0,0,1,0,0,0
2020-03-05T00:00:00.000Z,2,13,13,1,0,12,0,0,2007,0.006477329347284505,6836,-226,0,0,1,0,1,1
2020-03-06T00:00:00.000Z,3,16,16,2,0,14,1,0,2007,0.007972097658196313,4978,-225,0,1,1,0,2,1
2020-03-07T00:00:00.000Z,3,20,20,3,0,17,2,0,2007,0.009965122072745391,4682,-225,0,2,1,0,3,1
2020-03-08T00:00:00.000Z,8,27,27,5,0,22,4,0,2007,0.01345291479820628,7075,-223,0,4,1,0,5,2
2020-03-09T00:00:00.000Z,16,41,41,5,0,36,4,0,2007,0.02042850024912805,6009,-233,0,4,1,0,5,0
2020-03-10T00:00:00.000Z,19,61,61,6,0,55,5,0,2007,0.03039362232187344,5803,-220,0,5,1,0,6,1
2020-03-11T00:00:00.000Z,25,84,83,7,1,76,6,0,2007,0.04185351270553064,5719,-223,0,6,1,0,7,1
2020-03-12T00:00:00.000Z,23,107,105,7,1,99,6,0,2007,0.05331340308918784,5769,-223,0,6,1,0,7,0
2020-03-13T00:00:00.000Z,23,127,126,7,5,115,6,0,2007,0.06327852516193323,3985,-210,0,6,1,0,7,0
2020-03-14T00:00:00.000Z,41,167,165,6,5,156,4,0,2007,0.08320876930742402,3550,-220,0,6,1,0,8,1
2020-03-15T00:00:00.000Z,41,206,204,9,7,190,6,0,2007,0.1026407573492775,5336,-220,0,8,1,0,11,3
2020-03-16T00:00:00.000Z,25,226,220,11,6,209,7,0,2007,0.1126058794220229,4620,-163,0,9,1,0,13,2
2020-03-17T00:00:00.000Z,46,261,261,12,7,242,7,0,2007,0.1300448430493273,4223,-112,0,9,1,0,14,1
2020-03-18T00:00:00.000Z,55,314,276,16,12,286,7,0,2007,0.1564524165421027,3764,-11,0,9,1,0,18,4
2020-03-19T00:00:00.000Z,31,303,271,21,12,270,12,0,2007,0.1509715994020927,3927,126,0,14,1,0,23,5
2020-03-20T00:00:00.000Z,30,295,257,23,15,257,12,1,2007,0.1469855505729945,3096,306,0,14,2,0,26,3
2020-03-21T00:00:00.000Z,34,286,283,27,22,237,15,0,2007,0.1425012456402591,2791,489,0,17,2,0,30,4
2020-03-22T00:00:00.000Z,54,335,316,38,33,264,22,0,2007,0.1669157947184853,4359,706,0,24,2,0,41,11
2020-03-23T00:00:00.000Z,58,365,332,44,37,284,24,0,2007,0.1818634778276034,3905,1036,0,28,2,0,48,7
2020-03-24T00:00:00.000Z,81,409,355,48,49,312,26,3,2007,0.2037867463876432,3835,1428,0,30,5,0,55,7
2020-03-25T00:00:00.000Z,81,429,412,52,54,323,28,1,2007,0.2137518684603886,3533,1789,0,33,6,0,60,5
2020-03-26T00:00:00.000Z,81,485,431,56,67,362,31,5,2007,0.2416542102640757,3789,2275,0,39,11,0,69,10
2020-03-27T00:00:00.000Z,109,534,483,67,71,396,37,2,2007,0.266068759342302,3129,2636,0,46,13,0,82,13
2020-03-28T00:00:00.000Z,52,529,498,70,83,376,41,1,2007,0.2635774788241156,2721,3091,0,51,14,0,87,5
2020-03-29T00:00:00.000Z,69,558,531,80,88,390,50,3,2007,0.2780269058295964,4118,3572,0,62,17,0,101,14
2020-03-30T00:00:00.000Z,122,635,586,89,104,442,54,1,2007,0.3163926258096662,3750,4028,0,69,18,0,113,13
2020-03-31T00:00:00.000Z,110,685,642,98,116,471,64,4,2007,0.3413054309915297,3849,4659,0,81,22,0,128,16
2020-04-01T00:00:00.000Z,147,774,732,111,143,520,72,8,2007,0.3856502242152466,3912,4533,689,95,30,0,148,21
2020-04-02T00:00:00.000Z,115,818,733,113,145,560,79,9,2007,0.4075734927752865,4149,5116,720,106,39,0,160,12
2020-04-03T00:00:00.000Z,97,816,727,131,159,526,93,5,2007,0.406576980568012,3373,5659,717,126,44,0,182,24
2020-04-04T00:00:00.000Z,73,791,753,140,170,481,107,6,2007,0.3941205779770802,3031,5997,718,143,50,0,197,17
2020-04-05T00:00:00.000Z,99,827,741,135,193,499,107,7,2007,0.4120577977080219,4356,6504,693,150,57,0,203,6
2020-04-06T00:00:00.000Z,93,810,696,147,208,455,110,8,2007,0.4035874439461883,3937,6764,796,164,65,0,223,21
2020-04-07T00:00:00.000Z,73,751,656,160,204,387,106,8,2007,0.3741903338315895,4155,7027,819,171,73,1,241,18
2020-04-08T00:00:00.000Z,57,695,617,166,196,333,115,8,2007,0.3462879920279023,3369,7233,859,178,81,0,259,22
2020-04-09T00:00:00.000Z,65,670,636,166,189,315,117,9,2007,0.3338315894369706,3232,7345,944,185,90,0,275,19
2020-04-10T00:00:00.000Z,54,675,601,170,173,332,128,8,2007,0.336322869955157,3947,7531,1002,196,98,0,285,13
2020-04-11T00:00:00.000Z,40,628,596,182,163,283,130,6,2007,0.3129048330842053,3084,7681,1061,205,104,0,309,26
2020-04-12T00:00:00.000Z,90,671,622,177,175,319,130,6,2007,0.3343298455406079,4797,7907,1074,212,110,0,327,21
2020-04-13T00:00:00.000Z,91,697,631,192,169,336,137,9,2007,0.3472845042351769,4515,7919,1181,224,119,0,353,34
2020-04-14T00:00:00.000Z,70,685,637,178,173,334,134,8,2007,0.3413054309915297,4209,7944,1229,228,127,0,360,8
2020-04-15T00:00:00.000Z,69,692,666,179,175,338,132,13,2007,0.3447932237169906,3368,7907,1238,241,140,0,381,26
