age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,17474,191,1505185,1.2,0
20-29,109084,3219,1277634,8.5,0.3
30-39,152764,7506,1186386,12.9,0.6
40-49,244086,10348,1080768,22.6,1
50-59,326956,10927,832687,39.3,1.3
60-69,482733,33155,735380,65.6,4.5
70-79,387372,28902,462148,83.8,6.3
80-89,171845,8576,222547,77.2,3.9
90+,40541,1491,50589,80.1,2.9
