period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7665,1100,14.35
3_Month,0-9,19047,3183,16.71
6_Month,0-9,103610,43557,42.04
1_Year,0-9,1226440,536806,43.77
All,0-9,1714805,767554,44.76
1_Month,10-19,12536,3409,27.19
3_Month,10-19,29099,7141,24.54
6_Month,10-19,111308,44074,39.6
1_Year,10-19,1149066,575916,50.12
All,10-19,1631555,810379,49.67
1_Month,20-29,18385,5012,27.26
3_Month,20-29,41681,9446,22.66
6_Month,20-29,148714,57700,38.8
1_Year,20-29,1012405,428289,42.3
All,20-29,1476937,607647,41.14
1_Month,30-39,18518,5329,28.78
3_Month,30-39,41180,10749,26.1
6_Month,30-39,161940,70836,43.74
1_Year,30-39,984451,471440,47.89
All,30-39,1374922,616300,44.82
1_Month,40-49,19836,6011,30.3
3_Month,40-49,43229,12230,28.29
6_Month,40-49,159290,72523,45.53
1_Year,40-49,899473,442354,49.18
All,40-49,1221686,560551,45.88
1_Month,50-59,20359,6170,30.31
3_Month,50-59,43786,12852,29.35
6_Month,50-59,148274,69922,47.16
1_Year,50-59,706352,321569,45.53
All,50-59,957382,401927,41.98
1_Month,60-69,22356,6550,29.3
3_Month,60-69,49634,14885,29.99
6_Month,60-69,159775,77153,48.29
1_Year,60-69,596351,256075,42.94
All,60-69,791607,308725,39
1_Month,70-79,24038,6373,26.51
3_Month,70-79,51742,15516,29.99
6_Month,70-79,146349,71274,48.7
1_Year,70-79,398192,173854,43.66
All,70-79,517687,202087,39.04
1_Month,80-89,20150,3457,17.16
3_Month,80-89,34674,7666,22.11
6_Month,80-89,76339,32584,42.68
1_Year,80-89,156997,71052,45.26
All,80-89,221715,85655,38.63
1_Month,90+,7438,1073,14.43
3_Month,90+,11584,2083,17.98
6_Month,90+,21759,8366,38.45
1_Year,90+,37736,17732,46.99
All,90+,58230,22273,38.25
