cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Sinan,קטן מ-15,אין מידע,18,12.58,5.4,צהוב,14306
Afula,קטן מ-15,אין מידע,125,21.99,8.82,אדום,56844
Akko,קטן מ-15,אין מידע,45,9.09,4.72,צהוב,49517
Arad,קטן מ-15,אין מידע,37,13.62,5.66,צהוב,27170
Ari'el,קטן מ-15,אין מידע,26,12.69,6.42,כתום,20488
Ashdod,36,7.61,473,20.90,7.72,אדום,226329
Ashqelon,32,9.73,329,22.47,7.59,אדום,146442
Bat Yam,קטן מ-15,אין מידע,239,18.71,7.39,כתום,127772
Be'er Sheva,58,12.34,470,22.31,6.62,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,44,15.27,8.48,אדום,28818
Bene Beraq,קטן מ-15,אין מידע,82,3.94,5.44,צהוב,208031
Bet She'an,קטן מ-15,אין מידע,24,12.64,8.05,אדום,18980
Bet Shemesh,קטן מ-15,אין מידע,36,2.72,5.14,צהוב,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,22,13.77,5.03,צהוב,15971
Dimona,קטן מ-15,אין מידע,67,19.17,6.34,כתום,34954
Efrat,קטן מ-15,אין מידע,18,15.76,7.47,כתום,11420
Elat,קטן מ-15,אין מידע,44,8.38,7.67,אדום,52507
Even Yehuda,קטן מ-15,אין מידע,43,30.64,6.08,כתום,14036
Gan Yavne,קטן מ-15,אין מידע,45,18.84,9.45,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,36,16.74,6.02,כתום,21508
Gedera,קטן מ-15,אין מידע,78,27.08,7.5,אדום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,30,11.01,3.74,ירוק,27236
Giv'atayim,קטן מ-15,אין מידע,98,16.10,7.09,כתום,60872
Hadera,16,10.26,156,15.77,6.1,כתום,98928
Haifa,39,6.46,604,21.19,6.01,כתום,284981
Harish,קטן מ-15,אין מידע,20,10.20,8.44,אדום,19608
Herzliyya,22,11.52,191,19.25,7.07,כתום,99208
Hod Hasharon,קטן מ-15,אין מידע,109,16.83,6.72,כתום,64755
Holon,24,7.14,336,17.10,7.85,אדום,196510
Jerusalem,39,4.74,823,8.64,5.52,צהוב,952916
Karmi'el,קטן מ-15,אין מידע,91,19.70,9.07,אדום,46190
Kefar Sava,15,7.18,209,20.56,6.43,כתום,101664
Kefar Yona,קטן מ-15,אין מידע,48,18.36,7.47,כתום,26140
Lehavim,קטן מ-15,אין מידע,20,30.12,7.65,אדום,6641
Lod,קטן מ-15,אין מידע,81,10.03,5.59,צהוב,80786
Ma'ale Adummim,קטן מ-15,אין מידע,62,16.40,7.38,כתום,37802
Ma'alot-Tarshiha,קטן מ-15,אין מידע,19,8.57,5.87,צהוב,22158
Mazkeret Batya,קטן מ-15,אין מידע,35,23.19,8.82,אדום,15095
Metar,קטן מ-15,אין מידע,20,20.07,9.31,אדום,9963
Mevasseret Ziyyon,קטן מ-15,אין מידע,47,19.30,7.96,אדום,24347
Migdal Haemeq,קטן מ-15,אין מידע,61,23.65,6.75,כתום,25790
Modi'in-Makkabbim-Re'ut,27,16.98,159,16.78,8.35,אדום,94744
Nahariyya,קטן מ-15,אין מידע,101,17.06,7.26,כתום,59189
Nazareth,קטן מ-15,אין מידע,41,5.27,5.61,צהוב,77734
Nes Ziyyona,קטן מ-15,אין מידע,92,18.21,7.57,אדום,50532
Nesher,קטן מ-15,אין מידע,56,23.38,8.4,אדום,23947
Netanya,29,8.50,341,15.25,6.35,כתום,223562
Netivot,קטן מ-15,אין מידע,38,9.63,6.16,כתום,39456
Nof Hagalil,קטן מ-15,אין מידע,99,23.60,9.04,אדום,41950
Ofaqim,קטן מ-15,אין מידע,32,9.88,6.82,כתום,32378
Or Aqiva,קטן מ-15,אין מידע,35,18.03,6.56,כתום,19417
Or Yehuda,קטן מ-15,אין מידע,62,16.95,6.56,כתום,36587
Pardes Hanna-Karkur,קטן מ-15,אין מידע,59,13.52,6.65,כתום,43646
Pardesiyya,קטן מ-15,אין מידע,19,28.58,4.69,צהוב,6647
Petah Tiqwa,32,6.32,506,20.21,7.27,כתום,250427
Qadima-Zoran,קטן מ-15,אין מידע,26,11.45,7.37,כתום,22711
Qiryat Atta,קטן מ-15,אין מידע,73,12.31,6.64,כתום,59291
Qiryat Bialik,קטן מ-15,אין מידע,86,20.65,7.55,אדום,41645
Qiryat Eqron,קטן מ-15,אין מידע,20,18.13,8.16,אדום,11034
Qiryat Gat,20,17.09,117,19.98,7.56,אדום,58550
Qiryat Mal'akhi,קטן מ-15,אין מידע,24,9.86,6.37,כתום,24346
Qiryat Motzkin,קטן מ-15,אין מידע,94,20.68,7.12,כתום,45461
Qiryat Ono,קטן מ-15,אין מידע,79,19.37,7.41,כתום,40778
Qiryat Shemona,קטן מ-15,אין מידע,62,27.59,9.32,אדום,22470
Qiryat Tiv'on,קטן מ-15,אין מידע,31,16.97,6.37,כתום,18266
Qiryat Yam,קטן מ-15,אין מידע,67,17.01,5.69,צהוב,39389
Ra'annana,16,11.51,139,18.06,6.38,כתום,76958
Rahat,קטן מ-15,אין מידע,18,2.44,2.97,ירוק,73671
Ramat Gan,16,5.90,271,16.25,6.1,כתום,166746
Ramat Hasharon,קטן מ-15,אין מידע,83,17.48,7.16,כתום,47482
Ramla,קטן מ-15,אין מידע,87,11.31,5.8,צהוב,76903
Rehovot,18,6.34,284,19.42,8.13,אדום,146213
Rishon Leziyyon,37,8.19,452,17.66,6.99,כתום,255891
Rosh Haayin,קטן מ-15,אין מידע,116,17.23,8.29,אדום,67337
Sederot,קטן מ-15,אין מידע,49,16.96,7.81,אדום,28899
Shefar'am,קטן מ-15,אין מידע,28,6.60,6.19,כתום,42400
Shelomi,קטן מ-15,אין מידע,23,34.14,10,אדום,6736
Shoham,קטן מ-15,אין מידע,36,17.12,8.7,אדום,21029
Tel Aviv - Yafo,43,5.73,751,14.99,6.82,כתום,501015
Tel Mond,קטן מ-15,אין מידע,36,26.74,5.8,צהוב,13461
Tiberias,קטן מ-15,אין מידע,72,15.76,6.42,כתום,45686
Tirat Karmel,קטן מ-15,אין מידע,46,18.94,6.34,כתום,24285
Tire,קטן מ-15,אין מידע,16,5.93,5.44,צהוב,26972
Umm Al-Fahm,קטן מ-15,אין מידע,18,3.17,3.96,ירוק,56713
Yavne,קטן מ-15,אין מידע,83,16.68,7.46,כתום,49759
Yehud,קטן מ-15,אין מידע,41,13.67,5.3,צהוב,30003
Yirka,קטן מ-15,אין מידע,19,10.94,6.06,כתום,17360
Yoqne'am Illit,קטן מ-15,אין מידע,61,25.35,7.56,אדום,24061
Zefat,קטן מ-15,אין מידע,22,6.04,6.43,כתום,36423
Zikhron Ya'aqov,קטן מ-15,אין מידע,24,10.21,8.19,אדום,23503
