coronaOccupancy,isolatedTeam,name,normalOccupancy
92.72727272727272,41,שערי צדק,98.40294647216797
90.56603773584906,73,הדסה עין כרם,115.6545181274414
86.88524590163934,19,שמיר (אסף הרופא),66.55443572998047
85.71428571428571,79,לניאדו,87.74373626708984
85,91,ברזילי,70
75.40983606557377,79,נהריה,71.36929321289062
75,42,שיבא,95.6329116821289
75,1,הסקוטי,91.48936462402344
69.6969696969697,48,"רמב""ם",89.89690399169922
68.33333333333333,28,הלל יפה,80.19417572021484
66.66666666666666,6,אסותא אשדוד,
62.96296296296296,22,מעייני הישועה,98.40255737304688
60.86956521739131,9,בני ציון,80.6004638671875
57.692307692307686,14,זיו צפת,69.16426849365234
55.00000000000001,45,רבין ק. בילינסון,87.90419006347656
54.54545454545454,3,המשפחה הקדושה,135.8333282470703
54,18,קפלן,93.8628158569336
50,34,וולפסון,64.56808471679688
48.64864864864865,0,סנט ג'וזף,
48.21428571428572,19,הכרמל,76.48262023925781
43.47826086956522,0,אל מקאסד,
42.10526315789474,99,מאיר,68.63753509521484
41.97530864197531,57,המרכזי בעמק,73.10344696044922
39.743589743589745,41,סורוקה,74.71763610839844
37.777777777777786,47,סוראסקי,104.6968383789063
37.5,28,פוריה,62.53520965576172
36.84210526315789,5,השרון ק. גולדה,60.16597366333008
33.33333333333333,0,אוגוסטה ויקטוריה,
0,17,שניידר,83.96624755859375
