CountBreath,CountDeath,CountEasyStatus,CountHardStatus,CountMediumStatus,Counthospitalized,Counthospitalized_without_release,StandardOccupancy,date,new_hospitalized,num_visits,patients_home,patients_hotel,total_beds
0,0,11,0,0,11,11,0.007953723788864787,2020-03-02T00:00:00.000Z,1,5632,-220,0,1383
0,0,10,0,0,10,10,0.007230657989877079,2020-03-03T00:00:00.000Z,0,7857,-217,0,1383
0,0,12,0,0,12,11,0.008676789587852495,2020-03-04T00:00:00.000Z,0,7012,-219,0,1383
0,0,12,1,0,13,13,0.009399855386840203,2020-03-05T00:00:00.000Z,1,7012,-219,0,1383
1,0,14,2,0,16,16,0.01156905278380333,2020-03-06T00:00:00.000Z,1,5177,-218,0,1383
2,0,17,3,0,20,20,0.01446131597975416,2020-03-07T00:00:00.000Z,1,4861,-218,0,1383
4,0,21,5,0,26,26,0.01879971077368041,2020-03-08T00:00:00.000Z,2,7330,-216,0,1383
5,0,33,6,0,39,39,0.02819956616052061,2020-03-09T00:00:00.000Z,7,6205,-225,0,1383
5,0,53,6,0,59,59,0.04266088214027477,2020-03-10T00:00:00.000Z,2,6021,-212,0,1383
6,0,73,7,1,81,81,0.05856832971800434,2020-03-11T00:00:00.000Z,10,5981,-214,0,1383
6,0,95,7,1,103,101,0.07447577729573392,2020-03-12T00:00:00.000Z,6,5983,-213,0,1383
6,0,112,7,4,123,122,0.08893709327548807,2020-03-13T00:00:00.000Z,10,4121,-199,0,1383
4,0,152,6,4,162,161,0.1171366594360087,2020-03-14T00:00:00.000Z,20,3692,-209,0,1383
6,0,187,9,6,202,200,0.146059291395517,2020-03-15T00:00:00.000Z,37,5490,-210,0,1383
7,0,205,11,5,221,215,0.1597975415762835,2020-03-16T00:00:00.000Z,27,4759,-152,0,1383
7,0,238,12,6,256,256,0.1851048445408532,2020-03-17T00:00:00.000Z,46,4338,-103,0,1383
7,0,279,16,11,306,269,0.2212581344902386,2020-03-18T00:00:00.000Z,54,3920,-3,0,1383
12,0,263,21,11,295,264,0.2133044107013738,2020-03-19T00:00:00.000Z,31,4053,127,0,1383
12,1,252,23,14,289,251,0.2089660159074476,2020-03-20T00:00:00.000Z,30,3207,302,0,1383
15,0,229,27,21,277,274,0.2002892263195951,2020-03-21T00:00:00.000Z,35,2905,485,0,1383
22,0,255,37,32,324,305,0.2342733188720174,2020-03-22T00:00:00.000Z,54,4523,700,0,1383
24,0,274,42,36,352,323,0.2545191612436732,2020-03-23T00:00:00.000Z,58,4053,1020,0,1383
26,3,302,45,48,395,343,0.2856109906001446,2020-03-24T00:00:00.000Z,82,3963,1413,0,1383
28,1,311,49,53,413,397,0.2986261749819233,2020-03-25T00:00:00.000Z,81,3666,1771,0,1383
31,5,345,54,65,464,413,0.3355025307302965,2020-03-26T00:00:00.000Z,83,3925,2251,0,1383
37,2,381,65,69,515,468,0.3723788864786696,2020-03-27T00:00:00.000Z,110,3267,2617,0,1383
41,1,363,69,81,513,485,0.3709327548806942,2020-03-28T00:00:00.000Z,53,2834,3055,0,1383
50,3,377,79,88,544,516,0.3933477946493131,2020-03-29T00:00:00.000Z,70,4289,3518,0,1383
55,1,427,88,104,619,570,0.4475777295733912,2020-03-30T00:00:00.000Z,121,3886,3974,0,1383
64,4,456,97,115,668,628,0.4830079537237889,2020-03-31T00:00:00.000Z,111,4005,4582,0,1383
72,8,515,111,143,769,728,0.5560375994215474,2020-04-01T00:00:00.000Z,147,4088,4427,689,1383
79,10,555,113,145,813,727,0.5878524945770065,2020-04-02T00:00:00.000Z,115,4284,5008,720,1383
93,5,515,130,159,804,719,0.5813449023861171,2020-04-03T00:00:00.000Z,97,3494,5517,717,1383
