name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Rosh Haayin,6.2,כתום,7.9,17,10,72,כתום,2022-09-24T00:00:00.000Z,72.28,67.91,52.32,10.7
Ramat Hasharon,8,כתום,16.8,22,19,74,אדום,2022-09-24T00:00:00.000Z,88.35,85.50,70.28,15.6
Yavne,4.7,צהוב,5.4,8,-41,43,צהוב,2022-09-24T00:00:00.000Z,74.87,70.11,52.49,8.6
Umm Al-Fahm,2.8,ירוק,1.1,1,-41,20,ירוק,2022-09-24T00:00:00.000Z,63.14,53.98,28.54,3.5
Tire,3.6,ירוק,3.0,6,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,65.03,56.45,33.87,
Tayibe,2.5,ירוק,1.6,2,-33,20,ירוק,2022-09-24T00:00:00.000Z,58.37,50.22,28.10,4.5
Qiryat Shemona,8.1,אדום,10.7,18,4,18,אדום,2022-09-24T00:00:00.000Z,77.72,73.32,57.44,8.0
Jerusalem,4.6,ירוק,3.5,10,17,376,צהוב,2022-09-24T00:00:00.000Z,61.75,53.17,34.31,3.9
Qedumim,4.1,ירוק,6.6,13,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,73.82,68.49,50.10,
Elqana,5.8,צהוב,12.6,45,0,קטן מ-15,צהוב,2022-09-24T00:00:00.000Z,81.51,76.79,61.00,
Teqoa,3.8,ירוק,4.8,12,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,62.75,56.66,37.30,0.0
Kokhav Hashahar,2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,62.37,54.49,37.63,0.0
Ari'el,6.4,כתום,10.2,14,16,16,כתום,2022-09-24T00:00:00.000Z,71.38,68.22,53.88,7.8
Bet El,3.2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,67.80,61.34,44.50,0.0
Mizpe Yeriho,4.5,ירוק,3.9,10,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,59.84,53.37,36.41,
Allon Shevut,4.3,ירוק,3.2,10,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,מעל 90%,84.73,66.35,
Mas'udin Al-'azazme,2,אפור,0.0,0,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,7.82,6.46,2.35,
Even Yehuda,6.7,אדום,16.4,21,-42,24,כתום,2022-09-24T00:00:00.000Z,מעל 90%,88.92,70.42,17.1
Qadima-Zoran,6.5,אדום,8.4,14,-20,20,כתום,2022-09-24T00:00:00.000Z,79.03,75.88,60.12,8.8
Ganne Tiqwa,6.9,כתום,14.9,20,14,37,כתום,2022-09-24T00:00:00.000Z,84.53,80.51,64.42,17.2
Yoqne'am Illit,7.2,אדום,12.5,18,-6,39,כתום,2022-09-24T00:00:00.000Z,80.99,77.71,62.10,16.2
Netivot,5.4,צהוב,4.6,11,12,18,צהוב,2022-09-24T00:00:00.000Z,55.65,47.47,30.16,4.6
Zur Moshe,4.2,ירוק,9.0,13,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,70.49,67.89,54.90,
Bet Yizhaq-Sh. Hefer,3.1,ירוק,9.3,12,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,88.53,85.03,70.76,
Yeroham,5.4,כתום,4.7,9,-23,קטן מ-15,צהוב,2022-09-24T00:00:00.000Z,73.49,66.91,48.49,
Migdal Haemeq,7.1,אדום,13.6,21,-25,34,כתום,2022-09-24T00:00:00.000Z,73.71,68.82,52.34,13.2
Shibli-Umm Al-Ghanam,2.7,ירוק,1.6,3,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,73.57,65.37,41.48,
Rekhasim,4.2,ירוק,3.8,19,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,47.65,35.08,20.13,
Avne Hefez,2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,63.30,54.26,38.48,0.0
Revava,4.5,ירוק,3.6,14,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,71.28,63.40,40.67,0.0
Kefar Haoranim,3.8,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,84.77,82.49,67.07,0.0
Modi'in Illit,1.7,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,42.29,25.55,12.96,
Ganne Modi'in,2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,38.19,33.09,20.67,0.0
Haifa,7,כתום,15.4,12,4,416,כתום,2022-09-24T00:00:00.000Z,79.11,75.19,60.94,14.6
Buq'ata,3.3,ירוק,1.5,7,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,82.43,68.98,45.98,
Haspin,3.4,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,51.58,46.61,32.91,0.0
Jisr Az-Zarqa,2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,73.27,62.27,40.72,0.0
Reine,3.5,ירוק,2.1,5,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,54.22,46.88,25.81,
Rame,3.5,ירוק,2.6,8,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,81.33,72.29,49.29,
Azor,4.9,ירוק,8.3,11,10,קטן מ-15,צהוב,2022-09-24T00:00:00.000Z,70.08,65.82,50.57,
Yad Binyamin,3.4,ירוק,2.4,6,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,59.21,53.19,36.24,0.0
Savyon,5.8,צהוב,24.7,26,0,קטן מ-15,צהוב,2022-09-24T00:00:00.000Z,מעל 90%,מעל 90%,83.86,
Jaljulye,2.2,ירוק,1.0,3,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,60.90,52.48,29.55,
Jatt,3.5,ירוק,1.6,7,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,64.99,57.53,36.72,
Kafar Bara,4.4,ירוק,2.7,6,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,70.27,58.02,33.40,
Kafar Qasem,2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,66.72,54.92,30.52,0.0
Muqeible,4.4,ירוק,7.3,27,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,73.06,62.46,34.68,
Ar'ara,4,ירוק,2.4,5,-16,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,51.82,45.22,25.23,
Qalansawe,2.9,ירוק,1.3,3,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,63.17,53.11,28.23,
Meiser,2.3,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,67.67,62.03,38.16,0.0
Ibtin,4.4,ירוק,3.5,6,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,63.49,56.74,32.07,
Kafar Qara,3.8,ירוק,1.6,4,0,קטן מ-15,ירוק,2022-09-24T00:00:00.000Z,68.87,61.26,38.43,
Rosh Pinna,4.7,צהוב,9.3,25,0,קטן מ-15,צהוב,2022-09-24T00:00:00.000Z,73.43,70.62,55.55,
Basmat Tab'un,2,ירוק,0.0,0,0, 0 ,ירוק,2022-09-24T00:00:00.000Z,58.69,53.27,29.90,0.0
