name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,95,44
יוספטל,,46.15384674072266,14
שמיר,,60.71829223632813,29
וולפסון,,59.29721832275391,11
זיו צפת,,61.38328552246094,59
הלל יפה,,84.66019439697266,11
נהריה,,74.96542358398438,48
ברזילי,,69.5,28
פוריה,,55.49295806884766,18
סוראסקי,,96.1571273803711,31
בני ציון,,73.67205810546875,32
רבין ק. בילינסון,,86.1077880859375,57
סורוקה,,62.64118194580078,37
מאיר,,74.55012512207031,26
קפלן,,72.38267517089844,11
"רמב""ם",,91.85566711425781,96
הכרמל,,74.2331314086914,31
השרון ק. גולדה,,56.43153381347656,8
הדסה עין כרם,,97.88359832763672,142
הסקוטי,,103.0075225830078,19
המשפחה הקדושה,,,0
סנט ג'וזף,,,16
שערי צדק,,,61
אל מקאסד,,,0
לניאדו,,77.15877532958984,7
אוגוסטה ויקטוריה,,,17
מעייני הישועה,,85.62300109863281,7
אסותא אשדוד,,,6
שניידר,,,0
סנט וינסנט,,51.49253845214844,9
המרכזי בעמק,,65.51724243164062,99
