section,male,female,period,order_period
0-9,"{'amount': 113771, 'percentage': 11.6}","{'amount': 111812, 'percentage': 11.4}",שנה,2
0-9,"{'amount': 133629, 'percentage': 10}","{'amount': 131287, 'percentage': 9.8}",מתחילת קורונה,1
0-9,"{'amount': 2701, 'percentage': 17.8}","{'amount': 2786, 'percentage': 18.4}",חודש אחרון,5
0-9,"{'amount': 26392, 'percentage': 16.6}","{'amount': 26289, 'percentage': 16.5}",3 חודשים,4
0-9,"{'amount': 69803, 'percentage': 13.9}","{'amount': 68983, 'percentage': 13.7}",6 חודשים,3
10-19,"{'amount': 50244, 'percentage': 10}","{'amount': 57526, 'percentage': 11.4}",6 חודשים,3
10-19,"{'amount': 1850, 'percentage': 12.2}","{'amount': 2211, 'percentage': 14.6}",חודש אחרון,5
10-19,"{'amount': 142146, 'percentage': 10.6}","{'amount': 146784, 'percentage': 11}",מתחילת קורונה,1
10-19,"{'amount': 17581, 'percentage': 11}","{'amount': 20496, 'percentage': 12.9}",3 חודשים,4
10-19,"{'amount': 100616, 'percentage': 10.2}","{'amount': 113616, 'percentage': 11.6}",שנה,2
20-29,"{'amount': 7177, 'percentage': 4.5}","{'amount': 11209, 'percentage': 7}",3 חודשים,4
20-29,"{'amount': 411, 'percentage': 2.7}","{'amount': 767, 'percentage': 5.1}",חודש אחרון,5
20-29,"{'amount': 66605, 'percentage': 6.8}","{'amount': 86756, 'percentage': 8.8}",שנה,2
20-29,"{'amount': 100458, 'percentage': 7.5}","{'amount': 121862, 'percentage': 9.1}",מתחילת קורונה,1
20-29,"{'amount': 28976, 'percentage': 5.8}","{'amount': 38845, 'percentage': 7.7}",6 חודשים,3
30-39,"{'amount': 82807, 'percentage': 6.2}","{'amount': 102843, 'percentage': 7.7}",מתחילת קורונה,1
30-39,"{'amount': 59365, 'percentage': 6}","{'amount': 77537, 'percentage': 7.9}",שנה,2
30-39,"{'amount': 571, 'percentage': 3.8}","{'amount': 1194, 'percentage': 7.9}",חודש אחרון,5
30-39,"{'amount': 7956, 'percentage': 5}","{'amount': 13479, 'percentage': 8.5}",3 חודשים,4
30-39,"{'amount': 29076, 'percentage': 5.8}","{'amount': 41405, 'percentage': 8.2}",6 חודשים,3
40-49,"{'amount': 23695, 'percentage': 4.7}","{'amount': 30233, 'percentage': 6}",6 חודשים,3
40-49,"{'amount': 6334, 'percentage': 4}","{'amount': 8417, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 534, 'percentage': 3.5}","{'amount': 869, 'percentage': 5.7}",חודש אחרון,5
40-49,"{'amount': 48147, 'percentage': 4.9}","{'amount': 59765, 'percentage': 6.1}",שנה,2
40-49,"{'amount': 68757, 'percentage': 5.1}","{'amount': 83430, 'percentage': 6.2}",מתחילת קורונה,1
50-59,"{'amount': 2892, 'percentage': 1.8}","{'amount': 3929, 'percentage': 2.5}",3 חודשים,4
50-59,"{'amount': 239, 'percentage': 1.6}","{'amount': 345, 'percentage': 2.3}",חודש אחרון,5
50-59,"{'amount': 30358, 'percentage': 3.1}","{'amount': 36771, 'percentage': 3.7}",שנה,2
50-59,"{'amount': 46526, 'percentage': 3.5}","{'amount': 54752, 'percentage': 4.1}",מתחילת קורונה,1
50-59,"{'amount': 13123, 'percentage': 2.6}","{'amount': 16601, 'percentage': 3.3}",6 חודשים,3
60-69,"{'amount': 8384, 'percentage': 1.7}","{'amount': 10215, 'percentage': 2}",6 חודשים,3
60-69,"{'amount': 1685, 'percentage': 1.1}","{'amount': 2371, 'percentage': 1.5}",3 חודשים,4
60-69,"{'amount': 148, 'percentage': 1}","{'amount': 233, 'percentage': 1.5}",חודש אחרון,5
60-69,"{'amount': 31156, 'percentage': 2.3}","{'amount': 33645, 'percentage': 2.5}",מתחילת קורונה,1
60-69,"{'amount': 19296, 'percentage': 2}","{'amount': 22393, 'percentage': 2.3}",שנה,2
70-79,"{'amount': 4574, 'percentage': 0.9}","{'amount': 5413, 'percentage': 1.1}",6 חודשים,3
70-79,"{'amount': 86, 'percentage': 0.6}","{'amount': 113, 'percentage': 0.7}",חודש אחרון,5
70-79,"{'amount': 15880, 'percentage': 1.2}","{'amount': 17259, 'percentage': 1.3}",מתחילת קורונה,1
70-79,"{'amount': 9929, 'percentage': 1}","{'amount': 11590, 'percentage': 1.2}",שנה,2
70-79,"{'amount': 869, 'percentage': 0.5}","{'amount': 1106, 'percentage': 0.7}",3 חודשים,4
80-89,"{'amount': 7182, 'percentage': 0.5}","{'amount': 9826, 'percentage': 0.7}",מתחילת קורונה,1
80-89,"{'amount': 2083, 'percentage': 0.4}","{'amount': 2688, 'percentage': 0.5}",6 חודשים,3
80-89,"{'amount': 39, 'percentage': 0.3}","{'amount': 38, 'percentage': 0.3}",חודש אחרון,5
80-89,"{'amount': 395, 'percentage': 0.2}","{'amount': 564, 'percentage': 0.4}",3 חודשים,4
80-89,"{'amount': 4650, 'percentage': 0.5}","{'amount': 6500, 'percentage': 0.7}",שנה,2
90+,"{'amount': 1748, 'percentage': 0.1}","{'amount': 3592, 'percentage': 0.3}",מתחילת קורונה,1
90+,"{'amount': 448, 'percentage': 0.1}","{'amount': 826, 'percentage': 0.2}",6 חודשים,3
90+,"{'amount': 94, 'percentage': 0.1}","{'amount': 176, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 5, 'percentage': 0}","{'amount': 20, 'percentage': 0.1}",חודש אחרון,5
90+,"{'amount': 1147, 'percentage': 0.1}","{'amount': 2204, 'percentage': 0.2}",שנה,2
