cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,18,38.72,7.28,כתום,4649
אבו גוש,קטן מ-15,אין מידע,34,43.25,5.16,צהוב,7862
אבו סנאן,קטן מ-15,אין מידע,43,30.06,5.91,צהוב,14306
אבן יהודה,73,31.20,234,166.71,9.02,אדום,14036
אום אל-פחם,15,26.32,57,10.05,5.27,צהוב,56713
אופקים,60,27.78,216,66.71,8.91,אדום,32378
אור יהודה,65,20.25,321,87.74,8.94,אדום,36587
אור עקיבא,38,19.49,195,100.43,8.62,אדום,19417
אורנית,28,25.23,111,123.20,9.69,אדום,9010
אזור,29,21.80,133,100.54,8.65,אדום,13228
אחוזת ברק,קטן מ-15,אין מידע,36,150.13,9.77,אדום,2398
אילת,91,26.22,347,66.09,7.61,אדום,52507
אכסאל,קטן מ-15,אין מידע,33,21.94,4.77,צהוב,15039
אלון שבות,קטן מ-15,אין מידע,40,128.58,9.96,אדום,3111
אליכין,קטן מ-15,אין מידע,54,155.80,8.92,אדום,3466
אלעד,קטן מ-15,אין מידע,42,8.54,5.43,צהוב,49179
אלעזר,קטן מ-15,אין מידע,27,110.29,9.19,אדום,2448
אלפי מנשה,29,28.16,103,128.57,9.45,אדום,8011
אלקנה,17,18.09,94,237.43,10,אדום,3959
אעבלין,קטן מ-15,אין מידע,28,20.72,5.81,צהוב,13515
אפרת,58,29.00,200,175.13,9.86,אדום,11420
אריאל,61,27.60,221,107.87,9.16,אדום,20488
אשדוד,298,22.52,1323,58.45,8.53,אדום,226329
אשקלון,294,23.63,1244,84.95,8.85,אדום,146442
באקה אל-גרביה,20,35.71,56,18.39,5.86,צהוב,30448
באר יעקב,89,31.67,281,97.51,9.66,אדום,28818
באר שבע,529,23.15,2285,108.49,8.99,אדום,210624
בית אל,קטן מ-15,אין מידע,38,64.12,7.89,אדום,5926
בית אריה,24,32.88,73,136.65,8.93,אדום,5342
בית דגן,קטן מ-15,אין מידע,57,78.10,8.22,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,35,159.89,9.6,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,49,228.54,10,אדום,2144
בית שאן,46,21.80,211,111.17,9.26,אדום,18980
בית שמש,74,21.26,348,26.32,7.21,כתום,132210
בני ברק,23,14.02,164,7.88,4.67,צהוב,208031
"בני עי""ש",קטן מ-15,אין מידע,41,59.40,7.98,אדום,6902
בנימינה-גבעת עדה,49,23.00,213,133.37,9.25,אדום,15971
ברקת,קטן מ-15,אין מידע,18,85.51,7.14,כתום,2105
בת חפר,16,20.00,80,151.57,8.49,אדום,5278
בת ים,168,16.80,1000,78.26,8.68,אדום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,21,9.84,5.22,צהוב,21331
ג'לג'וליה,קטן מ-15,אין מידע,24,23.31,3.76,ירוק,10295
ג'ת,קטן מ-15,אין מידע,18,14.69,5.54,צהוב,12252
גבע בנימין,קטן מ-15,אין מידע,18,31.27,7.51,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,32,153.85,8.64,אדום,2080
גבעת ברנר,19,22.35,85,318.95,9.99,אדום,2665
גבעת זאב,23,30.26,76,39.57,7.41,כתום,19205
גבעת שמואל,89,22.59,394,144.66,9.51,אדום,27236
גבעתיים,194,22.56,860,141.28,9.74,אדום,60872
גדרה,129,34.22,377,130.88,9.59,אדום,28805
גן יבנה,81,31.64,256,107.17,9.32,אדום,23887
גן נר,קטן מ-15,אין מידע,42,155.56,8.36,אדום,2700
גני תקווה,106,27.68,383,178.07,9.53,אדום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,24,13.44,5.18,צהוב,17862
דייר חנא,קטן מ-15,אין מידע,19,18.17,3.07,ירוק,10459
דימונה,123,37.73,326,93.27,8.93,אדום,34954
הוד השרון,281,27.63,1017,157.05,9.61,אדום,64755
הושעיה,15,35.71,42,201.05,10,אדום,2089
הר אדר,26,36.11,72,175.74,9.25,אדום,4097
הרצליה,375,25.03,1498,151.00,9.42,אדום,99208
זכרון יעקב,81,24.77,327,139.13,9.6,אדום,23503
חדרה,223,22.48,992,100.27,9.27,אדום,98928
חולון,408,22.68,1799,91.55,9.19,אדום,196510
חורה,קטן מ-15,אין מידע,18,7.81,4.93,צהוב,23062
חיפה,628,22.79,2755,96.67,9.05,אדום,284981
חצור הגלילית,39,38.24,102,106.94,9.66,אדום,9538
חריש,52,28.42,183,93.33,9.25,אדום,19608
חשמונאים,קטן מ-15,אין מידע,31,115.97,9.37,אדום,2673
טבריה,72,25.44,283,61.94,8.28,אדום,45686
טייבה,17,30.36,56,12.56,5.01,צהוב,44582
טירה,18,32.14,56,20.76,5.99,צהוב,26972
טירת כרמל,76,30.16,252,103.77,9.55,אדום,24285
טלמון,20,31.75,63,130.81,10,אדום,4816
טמרה,קטן מ-15,אין מידע,27,7.75,3.4,ירוק,34859
יבנה,195,31.20,625,125.61,9.62,אדום,49759
יד בנימין,19,36.54,52,122.38,9.06,אדום,4249
יהוד,81,21.09,384,127.99,9.26,אדום,30003
יפיע,קטן מ-15,אין מידע,23,11.92,3.65,ירוק,19298
יקיר,קטן מ-15,אין מידע,32,134.17,8.85,אדום,2385
יקנעם עילית,94,27.01,348,144.63,9.98,אדום,24061
ירוחם,36,30.25,119,111.42,9.19,אדום,10680
ירושלים,676,20.69,3268,34.29,6.82,כתום,952916
כוכב יאיר,43,24.71,174,199.13,10,אדום,8738
כסיפה,קטן מ-15,אין מידע,25,11.15,5.37,צהוב,22418
כפר אדומים,קטן מ-15,אין מידע,39,82.47,8.23,אדום,4729
כפר האורנים,קטן מ-15,אין מידע,40,151.92,8.99,אדום,2633
כפר ורדים,34,43.04,79,143.77,9.89,אדום,5495
"כפר חב""ד",קטן מ-15,אין מידע,24,35.63,7.73,אדום,6735
כפר יאסיף,קטן מ-15,אין מידע,21,20.49,5.97,צהוב,10249
כפר יונה,64,23.02,278,106.35,9.27,אדום,26140
כפר כמא,קטן מ-15,אין מידע,31,91.28,9.96,אדום,3396
כפר סבא,405,27.35,1481,145.68,9.58,אדום,101664
כפר קאסם,קטן מ-15,אין מידע,43,17.74,4.83,צהוב,24236
כפר קרע,19,31.67,60,31.04,5.82,צהוב,19330
כפר תבור,קטן מ-15,אין מידע,54,122.70,7.54,אדום,4401
כרמיאל,65,18.68,348,75.34,8.4,אדום,46190
להבים,39,27.66,141,212.32,9.82,אדום,6641
לוד,87,20.67,421,52.11,7.42,כתום,80786
לפיד,קטן מ-15,אין מידע,30,127.93,9.17,אדום,2345
מבוא חורון,קטן מ-15,אין מידע,21,77.26,7.56,אדום,2718
מבשרת ציון,74,22.29,332,136.36,9.59,אדום,24347
מג'ד אל-כרום,קטן מ-15,אין מידע,17,10.90,4.56,צהוב,15599
מגאר,20,32.79,61,26.21,5.48,צהוב,23271
מגדל העמק,46,21.50,214,82.98,9.33,אדום,25790
מודיעין עילית,קטן מ-15,אין מידע,17,2.16,2.82,ירוק,78775
מודיעין-מכבים-רעות,486,30.02,1619,170.88,9.78,אדום,94744
מזכרת בתיה,43,22.16,194,128.52,9.69,אדום,15095
מיתר,41,27.89,147,147.55,9.66,אדום,9963
מעגלים,קטן מ-15,אין מידע,24,116.17,9.64,אדום,2066
מעגן מיכאל,קטן מ-15,אין מידע,26,125.06,5.96,צהוב,2079
מעלה אדומים,45,18.37,245,64.81,8.8,אדום,37802
מעלה עירון,17,54.84,31,20.19,5.24,צהוב,15351
מעלות-תרשיחא,36,22.22,162,73.11,8.8,אדום,22158
מצפה יריחו,קטן מ-15,אין מידע,16,62.38,6.78,כתום,2565
מצפה רמון,קטן מ-15,אין מידע,45,86.82,8.54,אדום,5183
מרכז שפירא,קטן מ-15,אין מידע,44,183.41,9.81,אדום,2399
מתן,22,25.29,87,239.67,10,אדום,3630
נהריה,217,28.63,758,128.06,9.72,אדום,59189
נווה דניאל,קטן מ-15,אין מידע,24,103.45,8.35,אדום,2320
נוף איילון,קטן מ-15,אין מידע,47,223.81,9.98,אדום,2100
נוף הגליל,47,17.87,263,62.69,7.04,כתום,41950
נופית,18,34.62,52,199.08,9.91,אדום,2612
נוקדים,קטן מ-15,אין מידע,19,73.53,8.5,אדום,2584
נס ציונה,232,32.63,711,140.70,9.8,אדום,50532
נעלה,קטן מ-15,אין מידע,20,84.57,9.07,אדום,2365
נצרת,27,22.50,120,15.44,4.66,צהוב,77734
נשר,60,21.13,284,118.60,9.47,אדום,23947
נתיבות,54,27.27,198,50.18,8.49,אדום,39456
נתניה,363,21.63,1678,75.06,8.42,אדום,223562
סביון,15,27.27,55,135.97,8.64,אדום,4045
סח'נין,16,32.00,50,15.52,6.24,כתום,32220
עומר,28,24.56,114,150.61,8.04,אדום,7569
עיילבון,קטן מ-15,אין מידע,23,39.79,5.77,צהוב,5781
עכו,76,27.24,279,56.34,7.84,אדום,49517
עלי,קטן מ-15,אין מידע,44,98.10,9.07,אדום,4485
עלי זהב,23,51.11,45,117.71,10,אדום,3823
עספיא,0,0,23,18.23,5.99,צהוב,12617
עפולה,95,21.64,439,77.23,8.87,אדום,56844
עפרה,קטן מ-15,אין מידע,24,77.59,8.23,אדום,3093
עץ אפרים,קטן מ-15,אין מידע,31,125.51,9.58,אדום,2470
עראבה,קטן מ-15,אין מידע,26,9.90,5.44,צהוב,26274
ערד,24,20.34,118,43.43,7.15,כתום,27170
ערערה,קטן מ-15,אין מידע,35,13.71,3.35,ירוק,25525
עתלית,47,27.98,168,172.91,9.85,אדום,9716
פדואל,קטן מ-15,אין מידע,30,147.42,9.28,אדום,2035
פוריידיס,קטן מ-15,אין מידע,19,14.14,4.53,צהוב,13439
פסגות,קטן מ-15,אין מידע,16,76.23,10,אדום,2099
פרדס חנה-כרכור,183,30.76,595,136.32,9.67,אדום,43646
פרדסיה,45,37.19,121,182.04,8.82,אדום,6647
פתח תקווה,554,21.79,2542,101.51,9.26,אדום,250427
צופים,15,34.88,43,175.94,9.12,אדום,2444
צור הדסה,26,29.89,87,75.16,8.77,אדום,11575
צור יצחק,35,35.35,99,150.34,9.35,אדום,6585
צור משה,קטן מ-15,אין מידע,43,129.64,9.65,אדום,3317
צפת,24,19.05,126,34.59,7.08,כתום,36423
קדומים,18,24.66,73,159.42,9.25,אדום,4579
קדימה-צורן,97,30.99,313,137.82,9.73,אדום,22711
קיסריה,26,21.14,123,219.49,9.45,אדום,5604
קלנסווה,קטן מ-15,אין מידע,26,11.08,4.64,צהוב,23471
קציר,קטן מ-15,אין מידע,36,121.75,9,אדום,2957
קצרין,23,28.75,80,106.57,9.51,אדום,7507
קרית אונו,180,29.61,608,149.10,9.67,אדום,40778
קרית ארבע,קטן מ-15,אין מידע,19,25.86,5.73,צהוב,7346
קרית אתא,129,23.54,548,92.43,8.89,אדום,59291
קרית ביאליק,130,24.25,536,128.71,9.78,אדום,41645
קרית גת,96,25.53,376,64.22,8.14,אדום,58550
קרית טבעון,62,25.31,245,134.13,9.43,אדום,18266
קרית ים,67,22.11,303,76.93,7.98,אדום,39389
קרית מוצקין,121,24.40,496,109.10,9.05,אדום,45461
קרית מלאכי,44,31.65,139,57.09,7.9,אדום,24346
קרית עקרון,22,24.44,90,81.57,9.22,אדום,11034
קרית שמונה,76,25.85,294,130.84,9.75,אדום,22470
קרני שומרון,33,29.46,112,117.99,9.77,אדום,9492
ראמה,קטן מ-15,אין מידע,24,30.92,6.28,כתום,7763
ראש העין,157,21.33,736,109.30,9.51,אדום,67337
ראש פינה,קטן מ-15,אין מידע,28,86.61,8.62,אדום,3233
ראשון לציון,571,21.71,2630,102.78,9.24,אדום,255891
רבבה,קטן מ-15,אין מידע,40,142.70,9.28,אדום,2803
רהט,18,25.71,70,9.50,4.32,ירוק,73671
רחובות,382,26.71,1430,97.80,9.28,אדום,146213
ריינה,קטן מ-15,אין מידע,24,12.54,3.53,ירוק,19134
רכסים,קטן מ-15,אין מידע,17,12.88,4.75,צהוב,13195
רמלה,103,23.41,440,57.21,7.72,אדום,76903
רמת גן,445,21.37,2082,124.86,8.97,אדום,166746
רמת השרון,220,28.03,785,165.33,9.63,אדום,47482
רמת ישי,65,36.31,179,226.70,10,אדום,7896
רעננה,320,24.46,1308,169.96,9.63,אדום,76958
שדרות,79,28.73,275,95.16,9.53,אדום,28899
שוהם,91,22.86,398,189.26,9.72,אדום,21029
שלומי,22,26.83,82,121.73,9.92,אדום,6736
שמשית,18,27.27,66,262.11,9.17,אדום,2518
שערי תקווה,35,41.18,85,140.52,9.61,אדום,6049
שפרעם,קטן מ-15,אין מידע,56,13.21,4.11,ירוק,42400
תל אביב - יפו,1124,17.84,6301,125.76,9.17,אדום,501015
תל מונד,87,36.25,240,178.29,9.45,אדום,13461
תל שבע,קטן מ-15,אין מידע,24,11.15,4.19,ירוק,21531
תקוע,24,50.00,48,114.61,9.86,אדום,4188
