cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו גוש,קטן מ-15,אין מידע,51,64.87,6.53,כתום,7862
אבו סנאן,קטן מ-15,אין מידע,20,13.98,4.49,ירוק,14306
אבן יהודה,קטן מ-15,אין מידע,36,25.65,3.73,ירוק,14036
אופקים,קטן מ-15,אין מידע,50,15.44,3.98,ירוק,32378
אור יהודה,קטן מ-15,אין מידע,55,15.03,3.75,ירוק,36587
אור עקיבא,קטן מ-15,אין מידע,35,18.03,5.39,צהוב,19417
אורנית,קטן מ-15,אין מידע,27,29.97,5.38,צהוב,9010
אזור,קטן מ-15,אין מידע,31,23.44,4.37,ירוק,13228
אילת,36,23.68,152,28.95,5.62,צהוב,52507
אפרת,קטן מ-15,אין מידע,16,14.01,3.65,ירוק,11420
אריאל,קטן מ-15,אין מידע,30,14.64,4.07,ירוק,20488
אשדוד,74,18.18,407,17.98,5.04,צהוב,226329
אשקלון,101,24.46,413,28.20,5.8,צהוב,146442
באקה אל-גרביה,קטן מ-15,אין מידע,19,6.24,3.3,ירוק,30448
באר יעקב,21,29.17,72,24.98,5.6,צהוב,28818
באר שבע,133,19.79,672,31.91,5.51,צהוב,210624
בית שאן,קטן מ-15,אין מידע,33,17.39,5.52,צהוב,18980
בית שמש,15,25.00,60,4.54,3.46,ירוק,132210
בני ברק,קטן מ-15,אין מידע,60,2.88,1.23,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,16,23.18,5.92,צהוב,6902
בנימינה-גבעת עדה,קטן מ-15,אין מידע,35,21.91,5.57,צהוב,15971
בת ים,39,13.83,282,22.07,4.96,צהוב,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,18,8.44,4.22,ירוק,21331
גבעת זאב,קטן מ-15,אין מידע,19,9.89,3.39,ירוק,19205
גבעת שמואל,קטן מ-15,אין מידע,44,16.16,4.83,צהוב,27236
גבעתיים,27,22.50,120,19.71,5.13,צהוב,60872
גדרה,25,32.47,77,26.73,6.01,כתום,28805
גן יבנה,קטן מ-15,אין מידע,38,15.91,5.37,צהוב,23887
גני תקווה,קטן מ-15,אין מידע,58,26.97,4.74,צהוב,21508
דימונה,קטן מ-15,אין מידע,54,15.45,3.34,ירוק,34954
הוד השרון,34,22.97,148,22.86,5.06,צהוב,64755
הרצליה,47,15.77,298,30.04,5.15,צהוב,99208
זכרון יעקב,קטן מ-15,אין מידע,69,29.36,5.85,צהוב,23503
חדרה,32,18.50,173,17.49,5.17,צהוב,98928
חולון,68,19.43,350,17.81,4.85,צהוב,196510
חיפה,110,13.51,814,28.56,5.02,צהוב,284981
חריש,15,34.88,43,21.93,5.74,צהוב,19608
טבריה,27,22.50,120,26.27,4.84,צהוב,45686
טייבה,קטן מ-15,אין מידע,18,4.04,2.34,ירוק,44582
טירת כרמל,קטן מ-15,אין מידע,46,18.94,5.39,צהוב,24285
טמרה,קטן מ-15,אין מידע,17,4.88,1.77,ירוק,34859
יבנה,27,29.67,91,18.29,5.18,צהוב,49759
יהוד,17,29.31,58,19.33,4.58,צהוב,30003
יקנעם עילית,16,21.62,74,30.76,5.97,צהוב,24061
ירוחם,קטן מ-15,אין מידע,16,14.98,4.38,ירוק,10680
ירושלים,197,17.36,1135,11.91,3.84,ירוק,952916
כוכב יאיר,קטן מ-15,אין מידע,19,21.74,4.83,צהוב,8738
כפר יונה,קטן מ-15,אין מידע,50,19.13,5.32,צהוב,26140
כפר סבא,51,18.96,269,26.46,5.37,צהוב,101664
כפר תבור,קטן מ-15,אין מידע,18,40.90,7.01,כתום,4401
כרמיאל,קטן מ-15,אין מידע,90,19.48,5.34,צהוב,46190
להבים,קטן מ-15,אין מידע,29,43.67,5.88,צהוב,6641
לוד,28,25.00,112,13.86,4.3,ירוק,80786
מבשרת ציון,22,20.75,106,43.54,5.68,צהוב,24347
מגאר,קטן מ-15,אין מידע,19,8.16,4.75,צהוב,23271
מגדל העמק,קטן מ-15,אין מידע,56,21.71,4.91,צהוב,25790
מודיעין-מכבים-רעות,46,20.81,221,23.33,5.25,צהוב,94744
מזכרת בתיה,קטן מ-15,אין מידע,33,21.86,5.09,צהוב,15095
מיתר,קטן מ-15,אין מידע,27,27.10,4.8,צהוב,9963
מעיליא,קטן מ-15,אין מידע,20,61.63,5.19,צהוב,3245
מעלה אדומים,קטן מ-15,אין מידע,38,10.05,3.56,ירוק,37802
מעלות-תרשיחא,קטן מ-15,אין מידע,31,13.99,4.51,צהוב,22158
נהריה,21,21.43,98,16.56,5.26,צהוב,59189
נוף הגליל,קטן מ-15,אין מידע,74,17.64,4.6,צהוב,41950
נס ציונה,33,33.33,99,19.59,4.63,צהוב,50532
נצרת,16,21.05,76,9.78,4.01,ירוק,77734
נשר,קטן מ-15,אין מידע,55,22.97,5.31,צהוב,23947
נתיבות,קטן מ-15,אין מידע,38,9.63,3.88,ירוק,39456
נתניה,60,17.19,349,15.61,4.63,צהוב,223562
סביון,קטן מ-15,אין מידע,17,42.03,6.39,כתום,4045
סח'נין,קטן מ-15,אין מידע,35,10.86,4.32,ירוק,32220
עומר,קטן מ-15,אין מידע,33,43.60,5.92,צהוב,7569
עכו,קטן מ-15,אין מידע,84,16.96,4.7,צהוב,49517
עפולה,קטן מ-15,אין מידע,94,16.54,4.48,ירוק,56844
עראבה,קטן מ-15,אין מידע,16,6.09,2.68,ירוק,26274
ערד,קטן מ-15,אין מידע,41,15.09,4.42,ירוק,27170
עתלית,קטן מ-15,אין מידע,22,22.64,4.4,ירוק,9716
פוריידיס,קטן מ-15,אין מידע,22,16.37,4.86,צהוב,13439
פרדס חנה-כרכור,19,22.09,86,19.70,4.87,צהוב,43646
פרדסיה,קטן מ-15,אין מידע,23,34.60,6.44,כתום,6647
פתח תקווה,107,21.27,503,20.09,5.03,צהוב,250427
צור הדסה,קטן מ-15,אין מידע,20,17.28,4.76,צהוב,11575
צפת,קטן מ-15,אין מידע,36,9.88,3.58,ירוק,36423
קדימה-צורן,23,42.59,54,23.78,5.31,צהוב,22711
קרית אונו,28,29.79,94,23.05,5.77,צהוב,40778
קרית אתא,קטן מ-15,אין מידע,74,12.48,4.05,ירוק,59291
קרית ביאליק,15,12.61,119,28.57,5.95,צהוב,41645
קרית גת,קטן מ-15,אין מידע,81,13.83,4.24,ירוק,58550
קרית טבעון,קטן מ-15,אין מידע,49,26.83,5.55,צהוב,18266
קרית ים,קטן מ-15,אין מידע,75,19.04,5.26,צהוב,39389
קרית מוצקין,קטן מ-15,אין מידע,87,19.14,5.43,צהוב,45461
קרית מלאכי,קטן מ-15,אין מידע,31,12.73,5.45,צהוב,24346
קרית עקרון,קטן מ-15,אין מידע,19,17.22,5.22,צהוב,11034
קרית שמונה,קטן מ-15,אין מידע,61,27.15,5.77,צהוב,22470
ראמה,קטן מ-15,אין מידע,19,24.48,4.89,צהוב,7763
ראש העין,37,27.41,135,20.05,4.87,צהוב,67337
ראשון לציון,98,18.77,522,20.40,5.02,צהוב,255891
רהט,קטן מ-15,אין מידע,24,3.26,2.53,ירוק,73671
רחובות,62,18.90,328,22.43,5.62,צהוב,146213
ריינה,קטן מ-15,אין מידע,17,8.88,5.09,צהוב,19134
רמלה,16,15.09,106,13.78,4.35,ירוק,76903
רמת גן,48,13.68,351,21.05,4.45,ירוק,166746
רמת השרון,21,19.81,106,22.32,4.7,צהוב,47482
רמת ישי,קטן מ-15,אין מידע,18,22.80,5.76,צהוב,7896
רעננה,38,20.88,182,23.65,5.54,צהוב,76958
שדרות,20,26.32,76,26.30,6.09,כתום,28899
שוהם,קטן מ-15,אין מידע,40,19.02,4.92,צהוב,21029
שפרעם,קטן מ-15,אין מידע,36,8.49,4.02,ירוק,42400
תל אביב - יפו,187,14.56,1284,25.63,4.51,צהוב,501015
תל מונד,קטן מ-15,אין מידע,29,21.54,4.39,ירוק,13461
תל שבע,קטן מ-15,אין מידע,18,8.36,3.4,ירוק,21531
