name,coronaOccupancy,normalOccupancy,isolatedTeam
סורוקה,16,,0
אסותא אשדוד,14.000000000000002,,0
שניידר,14.000000000000002,,0
ברזילי,11,,0
זיו צפת,9,,0
הלל יפה,9,,0
מאיר,9,,0
המשפחה הקדושה,9,,0
לניאדו,9,,0
סוראסקי,8,,0
הכרמל,8,,0
שיבא,7.000000000000001,,0
"רמב""ם",7.000000000000001,,0
קפלן,7.000000000000001,,0
פוריה,6,,0
אוגוסטה ויקטוריה,5,,0
נהריה,4,,0
הסקוטי,4,,0
בני ציון,3,,0
שערי צדק,3,,0
שמיר,2,,0
הדסה עין כרם,2,,0
סנט ג'וזף,2,,0
וולפסון,1,,0
המרכזי בעמק,1,,0
הדסה הר הצופים,1,,0
רבין ק. בילינסון,0,,0
רבין ק. השרון,0,,0
יוספטל,0,,0
סנט וינסנט,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
