age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,597566,379428,1538337,38.8,24.7
20-29,1019083,932241,1300361,78.4,71.7
30-39,990969,924036,1197026,82.8,77.2
40-49,944441,886749,1098556,86,80.7
50-59,759662,716106,849966,89.4,84.3
60-69,672547,643554,741639,90.7,86.8
70-79,467937,454869,490784,95.3,92.7
80-89,211598,205432,225538,93.8,91.1
90+,47974,46135,51496,93.2,89.6
