city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
תל אביב - יפו,26976,433,307,51832,9
פתח תקווה,22080,203,158,14796,8
כפר יונה,1576,152,117,5061,63
כפר סבא,4420,151,100,12157,15
נתניה,17269,137,110,15381,6
ראשון לציון,15109,133,104,14707,5
הרצליה,4462,119,68,11384,13
הוד השרון,2925,99,89,7243,16
מעלה אדומים,3963,98,71,2719,26
מודיעין-מכבים-רעות,5062,86,63,7758,10
יהוד,2028,75,71,4255,26
פרדס חנה-כרכור,2536,73,64,4969,17
שערי תקווה,441,73,70,1699,129
רחובות,11431,71,54,6927,5
חולון,14772,68,58,9144,4
ירושלים,130639,68,51,31205,1
חיפה,16767,58,45,13055,2
רעננה,3991,57,44,8338,7
קרית אונו,1863,56,44,4022,15
חדרה,6933,55,39,4127,6
רמת גן,7991,53,39,11145,4
רמלה,9659,52,42,4138,7
צופים,208,47,38,1016,196
רמת השרון,2009,35,29,5547,8
גבעתיים,2086,34,21,3724,6
גני תקווה,1371,32,28,2136,15
חריש,1574,29,25,959,14
אשדוד,25709,29,24,8706,1
בת ים,9733,28,21,6052,2
באר שבע,15367,26,25,8265,1
ראש העין,5479,26,20,3489,4
באר יעקב,2300,26,24,1538,10
כוכב יאיר,443,25,15,1668,27
בנימינה-גבעת עדה,812,24, 11-14 ,2287,16
נס ציונה,2497,24,20,2916,5
אשקלון,11912,23,17,5658,2
יבנה,4351,22,20,2079,5
אורנית,394,21,20,1244,23
לוד,8731,18,15,2747,2
קדימה-צורן,1185,18,16,1801,9
אור יהודה,4408,16,15,1588,5
עץ אפרים,216,16, 11-14 ,438,65
בית חשמונאי,111, קטן מ-15 ,  1-5  ,167,9
מבוא חורון,302, קטן מ-15 ,  1-5  ,117,8
כפר קאסם,3381, קטן מ-15 ,  1-5  ,1098,1
קרני שומרון,742, קטן מ-15 ,  6-10  ,686,12
קרית גת,7340, קטן מ-15 ,  1-5  ,1476,1
גדרה,1847, קטן מ-15 ,  6-10  ,1311,3
קרית ביאליק,2255, קטן מ-15 ,  1-5  ,1271,1
צור יצחק,243, קטן מ-15 ,  6-10  ,379,12
דאלית אל-כרמל,2315, קטן מ-15 ,  1-5  ,318,2
מג'ד אל-כרום,2205, קטן מ-15 ,  1-5  ,370,1
נשר,1008, קטן מ-15 ,  1-5  ,892,2
קרית מוצקין,2382, קטן מ-15 , 11-14 ,2305,3
אלעזר,192, קטן מ-15 ,  1-5  ,118,4
אפרת,1069, קטן מ-15 ,  1-5  ,780,5
פסגות,199, קטן מ-15 ,  1-5  ,59,5
עלי זהב,284, קטן מ-15 ,  6-10  ,341,17
ג'סר א-זרקא,980, קטן מ-15 ,  1-5  ,413,1
עתלית,362, קטן מ-15 ,  1-5  ,343,2
ירוחם,982, קטן מ-15 ,  1-5  ,276,1
ערערה,2046, קטן מ-15 ,  1-5  ,458,2
ג'ת,1253, קטן מ-15 ,  0  ,334,1
ברכה,299, קטן מ-15 ,  1-5  ,33,4
אילת,2548, קטן מ-15 ,  6-10  ,2045,2
גן נר,136, קטן מ-15 ,  1-5  ,114,4
גבעת זאב,3793, קטן מ-15 ,  1-5  ,528,1
נצרת,9067, קטן מ-15 ,  1-5  ,2198,0
גבעת שמואל,1737, קטן מ-15 ,  6-10  ,1815,4
שילה,407, קטן מ-15 ,  0  ,169,2
ראמה,951, קטן מ-15 ,  0  ,202,1
אופקים,4313, קטן מ-15 ,  1-5  ,885,1
טייבה,4629, קטן מ-15 ,  1-5  ,1880,2
עפולה,3810, קטן מ-15 ,  6-10  ,1328,1
נוקדים,170, קטן מ-15 ,  1-5  ,70,9
יקיר,200, קטן מ-15 ,  1-5  ,206,12
טירה,2761, קטן מ-15 ,  1-5  ,1014,1
אלקנה,299, קטן מ-15 ,  1-5  ,200,3
אריאל,1070, קטן מ-15 ,  1-5  ,849,1
בית אל,537, קטן מ-15 ,  1-5  ,147,2
עפרה,290, קטן מ-15 ,  1-5  ,397,6
ביר אל-מכסור,597, קטן מ-15 ,  1-5  ,293,1
חשמונאים,465, קטן מ-15 ,  1-5  ,341,3
ראש פינה,159, קטן מ-15 ,  1-5  ,241,16
עכו,4078, קטן מ-15 ,  1-5  ,1381,1
דימונה,2522, קטן מ-15 ,  1-5  ,921,0
תל מונד,500, קטן מ-15 ,  1-5  ,1611,5
ג'דיידה-מכר,2050, קטן מ-15 ,  6-10  ,385,3
פרדסיה,275, קטן מ-15 ,  1-5  ,486,15
אבו סנאן,1360, קטן מ-15 ,  1-5  ,347,1
דייר חנא,1466, קטן מ-15 ,  0  ,263,1
כאבול,1298, קטן מ-15 ,  1-5  ,333,2
לפיד,112, קטן מ-15 ,  1-5  ,241,10
כפר מנדא,1693, קטן מ-15 ,  1-5  ,591,3
טירת כרמל,1398, קטן מ-15 ,  1-5  ,526,0
קרית ים,2372, קטן מ-15 ,  6-10  ,2091,3
מעיליא,270, קטן מ-15 ,  0  ,114,3
אעבלין,1208, קטן מ-15 ,  1-5  ,337,1
קרית טבעון,576, קטן מ-15 ,  1-5  ,1071,3
בית שאן,1695, קטן מ-15 ,  1-5  ,435,1
נהריה,3337, קטן מ-15 ,  6-10  ,2144,2
שפרעם,4125, קטן מ-15 ,  6-10  ,1155,2
סביון,244, קטן מ-15 ,  6-10  ,814,21
מזכרת בתיה,765, קטן מ-15 ,  6-10  ,1295,6
קרית ארבע,862, קטן מ-15 ,  1-5  ,126,3
כפר קרע,1684, קטן מ-15 ,  1-5  ,602,2
שלומי,419, קטן מ-15 ,  1-5  ,169,3
כפר האורנים,123, קטן מ-15 ,  1-5  ,236,9
כרמיאל,2484, קטן מ-15 ,  1-5  ,1768,0
מודיעין עילית,25192, קטן מ-15 ,  1-5  ,601,0
קרית אתא,4706, קטן מ-15 ,  6-10  ,1871,2
באקה אל-גרביה,2768, קטן מ-15 ,  1-5  ,876,0
אבני חפץ,324, קטן מ-15 ,  0  ,106,10
רבבה,339, קטן מ-15 ,  1-5  ,272,27
מיתר,379, קטן מ-15 ,  1-5  ,510,5
להבים,274, קטן מ-15 ,  1-5  ,702,6
טלמון,494, קטן מ-15 ,  1-5  ,173,8
יקנעם עילית,1173, קטן מ-15 ,  1-5  ,842,2
שוהם,1119, קטן מ-15 ,  6-10  ,1405,5
אלעד,11587, קטן מ-15 ,  1-5  ,630,0
מתן,165, קטן מ-15 ,  1-5  ,227,9
פדואל,236, קטן מ-15 ,  1-5  ,108,9
בית אריה,252, קטן מ-15 ,  6-10  ,457,19
קדומים,366, קטן מ-15 ,  1-5  ,362,11
בית שמש,20234, קטן מ-15 ,  6-10  ,3756,1
בת חפר,248, קטן מ-15 ,  6-10  ,532,14
זכרון יעקב,1396, קטן מ-15 ,  6-10  ,1832,4
טמרה,3892, קטן מ-15 ,  1-5  ,764,1
סח'נין,4380, קטן מ-15 ,  1-5  ,899,0
בית יצחק-שער חפר,89, קטן מ-15 ,  1-5  ,240,38
עומר,289, קטן מ-15 ,  1-5  ,677,5
שדרות,2903, קטן מ-15 ,  6-10  ,579,3
גבעת ברנר,72, קטן מ-15 ,  0  ,238,4
ריינה,1713, קטן מ-15 ,  1-5  ,358,1
אלפי מנשה,325, קטן מ-15 ,  1-5  ,836,3
אור עקיבא,1655, קטן מ-15 ,  1-5  ,681,1
בני ברק,48271, קטן מ-15 ,  6-10  ,2829,0
קצרין,298, קטן מ-15 ,  1-5  ,205,1
קרית שמונה,1361, קטן מ-15 ,  0  ,671,0
כפר אדומים,274, קטן מ-15 ,  0  ,151,2
שבלי - אום אל-גנם,566, קטן מ-15 ,  0  ,214,2
כעביה-טבאש-חג'אג'רה,578, קטן מ-15 ,  1-5  ,100,3
מבשרת ציון,1931, קטן מ-15 ,  1-5  ,1399,2
רמת ישי,287, קטן מ-15 ,  1-5  ,346,5
גן יבנה,1666, קטן מ-15 ,  1-5  ,967,3
חצור הגלילית,1405, קטן מ-15 ,  6-10  ,499,9
קרית מלאכי,4102, קטן מ-15 ,  1-5  ,437,0
מגדל העמק,2116, קטן מ-15 ,  1-5  ,789,1
בית דגן,536, קטן מ-15 ,  1-5  ,399,8
ג'לג'וליה,977, קטן מ-15 ,  1-5  ,388,1
ביתר עילית,12877, קטן מ-15 ,  1-5  ,716,0
בית ג'ן,1922, קטן מ-15 ,  1-5  ,149,1
מסעודין אל-עזאזמה,123, קטן מ-15 ,  1-5  ,79,1
מצפה רמון,277, קטן מ-15 ,  0  ,304,2
אבן יהודה,663, קטן מ-15 ,  6-10  ,1325,7
גני מודיעין,361, קטן מ-15 ,  1-5  ,81,12
בועיינה-נוג'ידאת,920, קטן מ-15 ,  0  ,202,2
כפר כמא,164,0,  0  ,47,0
קרית עקרון,900,0,  0  ,300,0
עין נקובא,573,0,  0  ,134,0
יד בנימין,671,0,  0  ,190,0
נווה דניאל,303,0,  0  ,125,0
אלון שבות,379,0,  0  ,206,0
אבו רוקייק (שבט),86,0,  0  ,25,0
אבו ג'ווייעד (שבט),67,0,  0  ,390,0
אבו קורינאת (שבט),56,0,  0  ,20,0
כוכב השחר,291,0,  0  ,52,0
נוף הגליל,2874,0,  0  ,1384,0
ערערה-בנגב,1016,0,  0  ,181,0
מעלות-תרשיחא,1585,0,  0  ,686,0
כפר ורדים,236,0,  0  ,337,0
גבעת אבני,113,0,  0  ,67,0
כסרא-סמיע,972,0,  0  ,41,0
מעלה עירון,1899,0,  0  ,209,0
טובא-זנגריה,495,0,  0  ,93,0
כאוכב אבו אל-היג'א,463,0,  0  ,126,0
אום אל-פחם,6185,0,  0  ,1102,0
נוף איילון,234,0,  0  ,148,0
יפיע,2231,0,  0  ,409,0
מסעדה,421,0,  0  ,28,0
ע'ג'ר,168,0,  0  ,16,0
רומת הייב,119,0,  0  ,46,0
אטרש (שבט),51,0,  0  ,17,0
אעצם (שבט),83,0,  0  ,16,0
משהד,800,0,  0  ,159,0
אבטין,215,0,  0  ,65,0
מייסר,124,0,  0  ,67,0
סולם,269,0,  0  ,66,0
סאג'ור,507,0,  0  ,23,0
לא ידוע,313,0,  0  ,332,0
שגב-שלום,354,0,  0  ,176,0
נאעורה,178,0,  0  ,72,0
שמשית,106,0,  0  ,157,0
אל סייד,19,0,  0  ,10,0
עילוט,669,0,  0  ,140,0
עמנואל,676,0,  0  ,39,0
"בסמ""ה",925,0,  0  ,196,0
חורה,872,0,  0  ,221,0
זמר,599,0,  0  ,161,0
הושעיה,150,0,  0  ,75,0
בוקעאתא,990,0,  0  ,49,0
קיסריה,243,0,  0  ,690,0
לקיה,814,0,  0  ,245,0
כסיפה,911,0,  0  ,98,0
זרזיר,497,0,  0  ,178,0
רכסים,3122,0,  0  ,85,0
קלנסווה,2506,0,  0  ,753,0
כפר ברא,387,0,  0  ,112,0
אזור,1132,0,  0  ,506,0
פסוטה,295,0,  0  ,90,0
עין מאהל,1653,0,  0  ,275,0
עיילבון,612,0,  0  ,198,0
מזרעה,305,0,  0  ,78,0
רהט,5019,0,  0  ,1246,0
כפר מצר,316,0,  0  ,40,0
נופית,101,0,  0  ,177,0
כפר יאסיף,963,0,  0  ,343,0
קצר א-סר, קטן מ-15 ,0,  0  ,15,0
יבנאל,312,0,  0  ,176,0
אליכין,248,0,  0  ,116,0
מגאר,2150,0,  0  ,318,0
אבו גוש,1294,0,  0  ,875,0
ניצן,228,0,  0  ,113,0
נתיבות,7047,0,  0  ,645,0
שעב,673,0,  0  ,117,0
טבריה,4523,0,  0  ,1431,0
עספיא,1405,0,  0  ,296,0
עראבה,2327,0,  0  ,879,0
נחף,1226,0,  0  ,214,0
הר אדר,209,0,  0  ,286,0
סלמה,364,0,  0  ,87,0
כפר כנא,2438,0,  0  ,632,0
ערד,2492,0,  0  ,606,0
ירכא,2128,0,  0  ,212,0
ג'ולס,669,0,  0  ,75,0
בענה,987,0,  0  ,142,0
מוקייבלה,417,0,  0  ,113,0
אכסאל,1501,0,  0  ,426,0
צור משה,113,0,  0  ,144,0
מג'דל שמס,1740,0,  0  ,123,0
תקוע,285,0,  0  ,111,0
צור הדסה,710,0,  0  ,356,0
"בני עי""ש",526,0,  0  ,258,0
תל שבע,607,0,  0  ,238,0
"כפר חב""ד",1370,0,  0  ,316,0
ביר הדאג',22,0,  0  ,26,0
פוריידיס,1257,0,  0  ,175,0
עין קנייא,303,0,  0  ,17,0
חורפיש,996,0,  0  ,47,0
הוואשלה (שבט), קטן מ-15 ,0,  0  ,7,0
יאנוח-ג'ת,1153,0,  0  ,54,0
אחוזת ברק,126,0,  0  ,68,0
סייד (שבט),16,0,  0  ,7,0
דבוריה,1203,0,  0  ,450,0
כפר תבור,198,0,  0  ,217,0
מצפה יריחו,249,0,  0  ,46,0
מרכז שפירא,217,0,  0  ,62,0
שייח' דנון,231,0,  0  ,56,0
גבע בנימין,680,0,  0  ,129,0
כוכב יעקב,1899,0,  0  ,112,0
קרית יערים,1525,0,  0  ,167,0
אבו רובייעה (שבט),51,0,  0  ,11,0
צפת,4817,0,  0  ,548,0
קודייראת א-צאנע(שבט),18,0,  0  ,5,0
