city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,129378,2371,1054,33780,25
תל אביב - יפו,26104,748,252,22319,16
באר שבע,14787,525,244,11203,26
נתניה,16711,500,231,11564,23
אשקלון,11721,426,186,7475,30
אשדוד,25379,397,167,11323,18
פתח תקווה,21409,383,158,12047,15
חיפה,16476,357,152,13634,13
רהט,4716,354,159,1584,51
ראשון לציון,14736,343,127,11152,14
חולון,14464,282,98,8897,15
רמלה,9457,260,87,4247,34
נצרת,8917,250,92,1807,32
בני ברק,48162,241,77,4273,12
בת ים,9552,240,90,6291,19
רחובות,11230,233,125,9887,16
לוד,8521,228,91,5919,29
אום אל-פחם,5976,220,133,1404,39
חדרה,6759,216,112,5115,22
בית שמש,20135,171,100,3781,13
טייבה,4442,158,90,1624,35
רמת גן,7835,128,42,15197,9
קרית גת,7235,125,44,2441,21
צפת,4778,125,50,1393,34
שדרות,2837,120,57,2044,42
דימונה,2468,120,45,1773,33
אופקים,4270,118,63,1775,35
טירה,2666,111,47,929,41
נתיבות,6951,109,43,2154,27
ראש העין,5405,108,57,5377,17
קרית מלאכי,4075,104,49,1416,42
לקיה,706,103,66,278,65
כפר קאסם,3284,101,67,692,41
כפר כנא,2410,100,24,480,43
ערד,2420,97,54,1881,35
אילת,2470,97,44,6594,17
אור יהודה,4306,97,41,1896,28
כסיפה,862,96,57,362,53
טבריה,4481,95,47,1784,21
מעלות-תרשיחא,1576,94,47,1582,41
נוף הגליל,2845,94,33,4770,21
באקה אל-גרביה,2696,92,35,729,31
כפר סבא,4026,92,29,4756,9
ערערה,1973,91,53,656,45
עכו,4036,90,43,2207,18
ערערה-בנגב,940,88,52,286,47
קרית אתא,4642,87,39,2838,15
נס ציונה,2433,87,36,2955,19
פרדס חנה-כרכור,2312,79,36,2805,19
חורה,831,79,40,323,43
מודיעין עילית,25133,78,34,1472,10
חריש,1517,75,37,1030,37
תל שבע,532,75,29,347,36
הרצליה,4205,74,29,4746,8
מודיעין-מכבים-רעות,4775,74,31,5419,8
יפיע,2203,72,24,330,37
יבנה,4297,71,26,2371,15
מגאר,2072,71,40,1005,31
ירכא,2086,68,30,408,43
בית ג'ן,1853,67,41,512,55
עראבה,2280,66,41,617,25
שפרעם,4070,65,28,1147,16
מגדל העמק,2087,65,21,1800,25
ריינה,1667,61,28,338,36
סח'נין,4339,60,27,908,18
נהריה,3286,60,27,2815,10
אלעד,11553,60,27,1173,13
טמרה,3836,58,34,872,17
אבו סנאן,1294,58,21,1028,43
רעננה,3799,58,23,3935,8
בית שאן,1663,52,29,1050,26
כפר מנדא,1666,51,17,288,25
כפר יאסיף,947,49,17,514,45
עפולה,3754,49,21,2130,9
משהד,774,48,15,166,54
קרני שומרון,731,48,20,786,50
טורעאן,1292,47,15,299,32
ג'דיידה-מכר,2017,47, 11-14 ,516,22
קרית מוצקין,2349,46,24,2148,10
זרזיר,493,46,22,249,53
קלנסווה,2469,45,22,623,19
שגב-שלום,308,45,29,171,40
מעלה אדומים,3751,44,29,3114,12
פקיעין (בוקייעה),984,44,19,537,74
אור עקיבא,1610,43,19,924,22
באר יעקב,2258,43,22,1418,16
מעלה עירון,1840,43,28,332,28
יהוד,1931,43,23,1331,15
ביתר עילית,12855,42,24,770,7
כפר קרע,1649,41,16,394,21
קרית ביאליק,2222,40,19,1763,10
ג'סר א-זרקא,958,40,24,553,26
אבו גוש,1253,39,18,532,48
קרית ים,2318,38,15,2033,10
הוד השרון,2759,37,15,3528,6
אעבלין,1198,37,32,509,28
עספיא,1392,36,16,394,29
גדרה,1806,35, 11-14 ,1644,14
בסמת טבעון,485,35,  6-10  ,327,44
כסרא-סמיע,958,35, 11-14 ,183,40
מג'ד אל-כרום,2186,35, 11-14 ,326,22
דאלית אל-כרמל,2281,34,15,342,19
רמת השרון,1906,34,  6-10  ,2967,7
כרמיאל,2458,34, 11-14 ,2071,7
כוכב יעקב,1898,33,21,401,36
