age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,312516,244936,1538337,20.3,15.9
20-29,923282,742480,1300361,71,57.1
30-39,909681,766423,1197026,76,64
40-49,892250,790265,1098556,81.2,71.9
50-59,733343,665059,849966,86.3,78.2
60-69,653195,611412,741639,88.1,82.4
70-79,474897,453212,490784,96.8,92.3
80-89,212083,201059,225538,94,89.1
90+,49730,46411,51496,96.6,90.1
