date,amountNoSurvey,amountSurvey
2020-02-20T00:00:00.000Z,29,0
2020-02-21T00:00:00.000Z,27,1
2020-02-22T00:00:00.000Z,13,0
2020-02-23T00:00:00.000Z,52,4
2020-02-24T00:00:00.000Z,73,1
2020-02-25T00:00:00.000Z,108,0
2020-02-26T00:00:00.000Z,106,2
2020-02-27T00:00:00.000Z,169,2
2020-02-28T00:00:00.000Z,116,2
2020-02-29T00:00:00.000Z,158,0
2020-03-01T00:00:00.000Z,168,10
2020-03-02T00:00:00.000Z,166,4
2020-03-03T00:00:00.000Z,220,7
2020-03-04T00:00:00.000Z,122,6
2020-03-05T00:00:00.000Z,158,7
2020-03-06T00:00:00.000Z,270,4
2020-03-07T00:00:00.000Z,315,9
2020-03-08T00:00:00.000Z,409,8
2020-03-09T00:00:00.000Z,504,11
2020-03-10T00:00:00.000Z,476,19
2020-03-11T00:00:00.000Z,368,8
2020-03-12T00:00:00.000Z,575,19
2020-03-13T00:00:00.000Z,653,36
2020-03-14T00:00:00.000Z,580,31
2020-03-15T00:00:00.000Z,1073,52
2020-03-16T00:00:00.000Z,1258,62
2020-03-17T00:00:00.000Z,1511,54
2020-03-18T00:00:00.000Z,1908,82
2020-03-19T00:00:00.000Z,1883,100
2020-03-20T00:00:00.000Z,2127,104
2020-03-21T00:00:00.000Z,1972,94
2020-03-22T00:00:00.000Z,2941,155
2020-03-23T00:00:00.000Z,3233,164
2020-03-24T00:00:00.000Z,4294,224
2020-03-25T00:00:00.000Z,5488,288
2020-03-26T00:00:00.000Z,5968,268
2020-03-27T00:00:00.000Z,5217,355
2020-03-28T00:00:00.000Z,5131,403
2020-03-29T00:00:00.000Z,6908,319
2020-03-30T00:00:00.000Z,6523,299
2020-03-31T00:00:00.000Z,7097,434
2020-04-01T00:00:00.000Z,8007,571
2020-04-02T00:00:00.000Z,8634,836
2020-04-03T00:00:00.000Z,9121,661
2020-04-04T00:00:00.000Z,5462,526
2020-04-05T00:00:00.000Z,7996,783
2020-04-06T00:00:00.000Z,6282,486
2020-04-07T00:00:00.000Z,5615,561
2020-04-08T00:00:00.000Z,4439,511
2020-04-09T00:00:00.000Z,4550,451
2020-04-10T00:00:00.000Z,5440,886
2020-04-11T00:00:00.000Z,4535,1228
2020-04-12T00:00:00.000Z,6915,1609
2020-04-13T00:00:00.000Z,7829,1354
2020-04-14T00:00:00.000Z,8460,2500
2020-04-15T00:00:00.000Z,6185,1612
2020-04-16T00:00:00.000Z,8557,2653
2020-04-17T00:00:00.000Z,7583,2384
2020-04-18T00:00:00.000Z,6496,2461
2020-04-19T00:00:00.000Z,7470,2525
2020-04-20T00:00:00.000Z,10487,2803
2020-04-21T00:00:00.000Z,9156,2476
2020-04-22T00:00:00.000Z,9066,2703
2020-04-23T00:00:00.000Z,9593,2664
2020-04-24T00:00:00.000Z,7693,2785
2020-04-25T00:00:00.000Z,5570,1787
2020-04-26T00:00:00.000Z,4683,2658
2020-04-27T00:00:00.000Z,7636,1783
2020-04-28T00:00:00.000Z,7123,1692
2020-04-29T00:00:00.000Z,5189,2203
2020-04-30T00:00:00.000Z,6407,2185
2020-05-01T00:00:00.000Z,6564,2656
2020-05-02T00:00:00.000Z,3686,1074
2020-05-03T00:00:00.000Z,4795,2603
2020-05-04T00:00:00.000Z,6099,1857
