period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9534,1070,11.22
3_Month,0-9,19311,2820,14.6
6_Month,0-9,83464,30760,36.85
1_Year,0-9,1204282,532197,44.19
All,0-9,1716050,767943,44.75
1_Month,10-19,13007,2987,22.96
3_Month,10-19,28186,7042,24.98
6_Month,10-19,89509,29455,32.91
1_Year,10-19,1123313,570365,50.78
All,10-19,1632190,811045,49.69
1_Month,20-29,18904,4649,24.59
3_Month,20-29,41392,10506,25.38
6_Month,20-29,124945,43517,34.83
1_Year,20-29,988903,426662,43.14
All,20-29,1478460,609049,41.19
1_Month,30-39,18766,5092,27.13
3_Month,30-39,40473,11537,28.51
6_Month,30-39,133232,52787,39.62
1_Year,30-39,964917,469749,48.68
All,30-39,1375981,617731,44.89
1_Month,40-49,19345,5535,28.61
3_Month,40-49,42253,12933,30.61
6_Month,40-49,130167,53723,41.27
1_Year,40-49,883860,441218,49.92
All,40-49,1222737,562115,45.97
1_Month,50-59,19917,5635,28.29
3_Month,50-59,43480,13557,31.18
6_Month,50-59,123134,52887,42.95
1_Year,50-59,695199,321813,46.29
All,50-59,958472,403720,42.12
1_Month,60-69,22279,6104,27.4
3_Month,60-69,49510,15407,31.12
6_Month,60-69,135232,59564,44.05
1_Year,60-69,588661,257396,43.73
All,60-69,792898,310980,39.22
1_Month,70-79,24305,5923,24.37
3_Month,70-79,51711,15561,30.09
6_Month,70-79,126765,56171,44.31
1_Year,70-79,394485,175938,44.6
All,70-79,519297,204613,39.4
1_Month,80-89,20695,3378,16.32
3_Month,80-89,36033,8153,22.63
6_Month,80-89,69860,27219,38.96
1_Year,80-89,156135,72434,46.39
All,80-89,222837,87149,39.11
1_Month,90+,7552,1056,13.98
3_Month,90+,12247,2351,19.2
6_Month,90+,20640,7282,35.28
1_Year,90+,37742,18178,48.16
All,90+,58723,22746,38.73
