name,coronaOccupancy,normalOccupancy,isolatedTeam
אוגוסטה ויקטוריה,,,1
שערי צדק,,89.31204223632812,71
אסותא אשדוד,,,22
בני ציון,,67.89838409423828,19
ברזילי,,64.66666412353516,87
הדסה עין כרם,,103.2388687133789,39
הכרמל,,64.62167358398438,15
הלל יפה,,67.18446350097656,31
המרכזי בעמק,,63.27586364746094,86
המשפחה הקדושה,,,0
הסקוטי,,115.6028366088867,2
השרון ק. גולדה,,58.09128570556641,10
וולפסון,,59.00439071655273,26
זיו צפת,,67.72334289550781,18
לניאדו,,64.62395477294922,87
אל מקאסד,,,0
מעייני הישועה,,82.42811584472656,19
נהריה,,69.70954132080078,40
סוראסקי,,93.50981903076172,66
סורוקה,,63.50999069213867,25
סנט ג'וזף,,,1
סנט וינסנט,,53.73134231567383,4
פוריה,,55.7746467590332,15
קפלן,,93.8628158569336,46
רבין ק. בילינסון,,77.00598907470703,68
"רמב""ם",,78.6597900390625,35
שיבא,,87.46835327148438,49
שמיר (אסף הרופא),,52.74971771240234,63
שניידר,,,0
מאיר,,65.80976867675781,33
