period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6935,675,9.73
3_Month,0-9,31341,7036,22.45
6_Month,0-9,189466,52293,27.6
1_Year,0-9,1267803,543686,42.88
All,0-9,1712902,766504,44.75
1_Month,10-19,10477,1214,11.59
3_Month,10-19,38054,7534,19.8
6_Month,10-19,197765,51571,26.08
1_Year,10-19,1190092,579296,48.68
All,10-19,1630118,808002,49.57
1_Month,20-29,16226,1847,11.38
3_Month,20-29,55020,10867,19.75
6_Month,20-29,277721,63233,22.77
1_Year,20-29,1064341,425769,40
All,20-29,1473253,603656,40.97
1_Month,30-39,15512,2314,14.92
3_Month,30-39,55747,13462,24.15
6_Month,30-39,280598,79296,28.26
1_Year,30-39,1031254,469499,45.53
All,30-39,1372409,612153,44.6
1_Month,40-49,16523,2568,15.54
3_Month,40-49,55716,14208,25.5
6_Month,40-49,266177,80752,30.34
1_Year,40-49,938558,439311,46.81
All,40-49,1219268,556039,45.6
1_Month,50-59,17292,2976,17.21
3_Month,50-59,54567,14551,26.67
6_Month,50-59,242157,76882,31.75
1_Year,50-59,738796,316470,42.84
All,50-59,954779,396533,41.53
1_Month,60-69,19761,3883,19.65
3_Month,60-69,61893,17645,28.51
6_Month,60-69,239272,84462,35.3
1_Year,60-69,620506,249467,40.2
All,60-69,788379,301973,38.3
1_Month,70-79,21392,4333,20.26
3_Month,70-79,61407,18216,29.66
6_Month,70-79,191477,76818,40.12
1_Year,70-79,409110,166572,40.72
All,70-79,513399,194768,37.94
1_Month,80-89,17342,2012,11.6
3_Month,80-89,37842,8642,22.84
6_Month,80-89,85267,33042,38.75
1_Year,80-89,159265,67127,42.15
All,80-89,219002,81751,37.33
1_Month,90+,6127,491,8.01
3_Month,90+,12112,2253,18.6
6_Month,90+,22575,8051,35.66
1_Year,90+,37929,16609,43.79
All,90+,57159,21178,37.05
