Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc
2020-12-19T00:00:00.000Z,43,60,0,0,0,0,0,0,0
2020-12-20T00:00:00.000Z,7376,7436,0.08,0,0,0,0,0,0
2020-12-21T00:00:00.000Z,24885,32321,0.35,0,0,0,0,0,0
2020-12-22T00:00:00.000Z,44619,76940,0.83,0,0,0,0,0,0
2020-12-23T00:00:00.000Z,62837,139777,1.5,0,0,0,0,0,0
2020-12-24T00:00:00.000Z,73334,213111,2.29,0,0,0,0,0,0
2020-12-25T00:00:00.000Z,38453,251564,2.71,0,0,0,0,0,0
2020-12-26T00:00:00.000Z,32574,284138,3.06,0,0,0,0,0,0
2020-12-27T00:00:00.000Z,104374,388512,4.18,0,0,0,0,0,0
2020-12-28T00:00:00.000Z,134817,523329,5.63,0,0,0,0,0,0
2020-12-29T00:00:00.000Z,155965,679294,7.3,0,0,0,0,0,0
2020-12-30T00:00:00.000Z,152745,832039,8.95,0,0,0,0,0,0
2020-12-31T00:00:00.000Z,158198,990237,10.65,0,0,0,0,0,0
2021-01-01T00:00:00.000Z,71242,1061479,11.41,0,0,0,0,0,0
2021-01-02T00:00:00.000Z,71631,1133110,12.18,0,0,0,0,0,0
2021-01-03T00:00:00.000Z,149423,1282533,13.79,0,0,0,0,0,0
2021-01-04T00:00:00.000Z,151854,1434387,15.42,1,1,0,0,0,0
2021-01-05T00:00:00.000Z,124870,1559257,16.77,0,1,0,0,0,0
2021-01-06T00:00:00.000Z,103079,1662336,17.88,0,1,0,0,0,0
2021-01-07T00:00:00.000Z,115833,1778169,19.12,5,6,0,0,0,0
2021-01-08T00:00:00.000Z,66307,1844476,19.83,3,9,0,0,0,0
2021-01-09T00:00:00.000Z,44458,1888934,20.31,22,31,0,0,0,0
2021-01-10T00:00:00.000Z,37544,1926478,20.72,5988,6019,0.06,0,0,0
2021-01-11T00:00:00.000Z,21019,1947497,20.94,19239,25258,0.27,0,0,0
2021-01-12T00:00:00.000Z,23912,1971409,21.2,35640,60898,0.65,0,0,0
2021-01-13T00:00:00.000Z,51928,2023337,21.76,56820,117718,1.27,0,0,0
2021-01-14T00:00:00.000Z,56303,2079640,22.36,68764,186482,2.01,0,0,0
2021-01-15T00:00:00.000Z,30621,2110261,22.69,35886,222368,2.39,0,0,0
2021-01-16T00:00:00.000Z,29371,2139632,23.01,25978,248346,2.67,0,0,0
2021-01-17T00:00:00.000Z,68266,2207898,23.74,84468,332814,3.58,0,0,0
2021-01-18T00:00:00.000Z,69528,2277426,24.49,120229,453043,4.87,0,0,0
2021-01-19T00:00:00.000Z,72592,2350018,25.27,137550,590593,6.35,0,0,0
2021-01-20T00:00:00.000Z,76542,2426560,26.09,143426,734019,7.89,0,0,0
2021-01-21T00:00:00.000Z,69596,2496156,26.84,164001,898020,9.66,0,0,0
2021-01-22T00:00:00.000Z,37721,2533877,27.25,70931,968951,10.42,0,0,0
2021-01-23T00:00:00.000Z,39859,2573736,27.68,53480,1022431,10.99,0,0,0
2021-01-24T00:00:00.000Z,68938,2642674,28.42,140360,1162791,12.5,0,0,0
2021-01-25T00:00:00.000Z,80746,2723420,29.29,139192,1301983,14,0,0,0
2021-01-26T00:00:00.000Z,78486,2801906,30.13,126098,1428081,15.36,0,0,0
2021-01-27T00:00:00.000Z,77705,2879611,30.97,124734,1552815,16.7,0,0,0
2021-01-28T00:00:00.000Z,79415,2959026,31.82,130312,1683127,18.1,0,0,0
2021-01-29T00:00:00.000Z,36521,2995547,32.21,64629,1747756,18.79,0,0,0
2021-01-30T00:00:00.000Z,34295,3029842,32.58,42666,1790422,19.25,0,0,0
2021-01-31T00:00:00.000Z,73188,3103030,33.37,59349,1849771,19.89,0,0,0
2021-02-01T00:00:00.000Z,82284,3185314,34.25,35215,1884986,20.27,0,0,0
2021-02-02T00:00:00.000Z,69868,3255182,35,30955,1915941,20.6,0,0,0
2021-02-03T00:00:00.000Z,60077,3315259,35.65,51281,1967222,21.15,0,0,0
2021-02-04T00:00:00.000Z,72400,3387659,36.43,57927,2025149,21.78,0,0,0
2021-02-05T00:00:00.000Z,33780,3421439,36.79,28663,2053812,22.09,0,0,0
2021-02-06T00:00:00.000Z,21539,3442978,37.02,22142,2075954,22.32,0,0,0
2021-02-07T00:00:00.000Z,53953,3496931,37.6,68549,2144503,23.06,0,0,0
2021-02-08T00:00:00.000Z,58484,3555415,38.23,65205,2209708,23.76,0,0,0
2021-02-09T00:00:00.000Z,66127,3621542,38.94,67291,2276999,24.49,0,0,0
2021-02-10T00:00:00.000Z,70343,3691885,39.7,71966,2348965,25.26,0,0,0
2021-02-11T00:00:00.000Z,80902,3772787,40.57,71546,2420511,26.03,0,0,0
2021-02-12T00:00:00.000Z,38941,3811728,40.99,37417,2457928,26.43,0,0,0
2021-02-13T00:00:00.000Z,27389,3839117,41.28,30360,2488288,26.76,0,0,0
2021-02-14T00:00:00.000Z,74741,3913858,42.09,68881,2557169,27.5,0,0,0
2021-02-15T00:00:00.000Z,81326,3995184,42.96,75495,2632664,28.31,0,0,0
2021-02-16T00:00:00.000Z,83327,4078511,43.86,78049,2710713,29.15,0,0,0
