name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,107.6582260131836,93
אוגוסטה ויקטוריה,,,0
שמיר,,77.8900146484375,42
וולפסון,,73.499267578125,34
זיו צפת,,80.69164276123047,15
הלל יפה,,97.86407470703125,35
נהריה,,87.39726257324219,13
ברזילי,,,0
פוריה,,78.591552734375,14
סוראסקי,,,0
בני ציון,,,0
רבין ק. בילינסון,,85.33969116210938,89
סורוקה,,75.95907592773438,43
מאיר,,81.8766098022461,39
קפלן,,93.28621673583984,43
"רמב""ם",,82.6844253540039,67
הכרמל,,77.50511169433594,13
רבין ק. השרון,,80.0829849243164,19
הדסה עין כרם,,100.5290985107422,43
הסקוטי,,,4
המשפחה הקדושה,,,0
שערי צדק,,95.13973236083984,17
לניאדו,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,17
שניידר,,,0
יוספטל,,47.69230651855469,6
סנט וינסנט,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
המרכזי בעמק,,70.19544219970703,18
