period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,127321,36986,29.05
3_Month,0-9,1122035,469210,41.82
6_Month,0-9,1257298,497463,39.57
1_Year,0-9,1482789,602818,40.65
All,0-9,1676687,710363,42.37
1_Month,10-19,131734,39288,29.82
3_Month,10-19,1020734,509107,49.88
6_Month,10-19,1158813,533109,46
1_Year,10-19,1370591,611550,44.62
All,10-19,1588548,756521,47.62
1_Month,20-29,173227,41723,24.09
3_Month,20-29,811147,346572,42.73
6_Month,20-29,981016,357868,36.48
1_Year,20-29,1179172,414935,35.19
All,20-29,1397824,537393,38.44
1_Month,30-39,168577,43901,26.04
3_Month,30-39,799160,368922,46.16
6_Month,30-39,939623,381343,40.58
1_Year,30-39,1116730,439211,39.33
All,30-39,1293648,526321,40.69
1_Month,40-49,165052,41836,25.35
3_Month,40-49,735597,338519,46.02
6_Month,40-49,851993,348308,40.88
1_Year,40-49,996227,393336,39.48
All,40-49,1146089,468279,40.86
1_Month,50-59,147577,31494,21.34
3_Month,50-59,545214,222162,40.75
6_Month,50-59,644904,227284,35.24
1_Year,50-59,755415,253202,33.52
All,50-59,878551,311047,35.4
1_Month,60-69,131099,23527,17.95
3_Month,60-69,441247,148330,33.62
6_Month,60-69,523439,151553,28.95
1_Year,60-69,612897,168100,27.43
All,60-69,710837,206832,29.1
1_Month,70-79,89035,14473,16.26
3_Month,70-79,269708,77973,28.91
6_Month,70-79,322579,79676,24.7
1_Year,70-79,381118,88752,23.29
All,70-79,444720,109268,24.57
1_Month,80-89,38225,4975,13.02
3_Month,80-89,103476,29848,28.85
6_Month,80-89,122342,30506,24.94
1_Year,80-89,149587,34882,23.32
All,80-89,189576,45869,24.2
1_Month,90+,10294,1105,10.73
3_Month,90+,24968,7699,30.84
6_Month,90+,29257,7853,26.84
1_Year,90+,36312,9023,24.85
All,90+,49544,12696,25.63
