section,male,female,period
0-9,"{'amount': 278846, 'percentage': 10.7}","{'amount': 212365, 'percentage': 8.2}",6 חודשים
0-9,"{'amount': 265192, 'percentage': 10.6}","{'amount': 198770, 'percentage': 7.9}",3 חודשים
0-9,"{'amount': 20734, 'percentage': 7.5}","{'amount': 15841, 'percentage': 5.7}",חודש אחרון
0-9,"{'amount': 409869, 'percentage': 10.6}","{'amount': 325291, 'percentage': 8.4}",מתחילת קורונה
0-9,"{'amount': 341654, 'percentage': 11.2}","{'amount': 268428, 'percentage': 8.8}",שנה
10-19,"{'amount': 259967, 'percentage': 10.4}","{'amount': 247879, 'percentage': 9.9}",3 חודשים
10-19,"{'amount': 317710, 'percentage': 10.4}","{'amount': 307207, 'percentage': 10.1}",שנה
10-19,"{'amount': 413900, 'percentage': 10.7}","{'amount': 390562, 'percentage': 10.1}",מתחילת קורונה
10-19,"{'amount': 270583, 'percentage': 10.4}","{'amount': 260351, 'percentage': 10}",6 חודשים
10-19,"{'amount': 19551, 'percentage': 7.1}","{'amount': 19563, 'percentage': 7.1}",חודש אחרון
20-29,"{'amount': 136287, 'percentage': 5.4}","{'amount': 209378, 'percentage': 8.4}",3 חודשים
20-29,"{'amount': 140032, 'percentage': 5.4}","{'amount': 215775, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 16811, 'percentage': 6.1}","{'amount': 24670, 'percentage': 8.9}",חודש אחרון
20-29,"{'amount': 238671, 'percentage': 6.2}","{'amount': 333049, 'percentage': 8.6}",מתחילת קורונה
20-29,"{'amount': 167694, 'percentage': 5.5}","{'amount': 250334, 'percentage': 8.2}",שנה
30-39,"{'amount': 144754, 'percentage': 5.8}","{'amount': 222638, 'percentage': 8.9}",3 חודשים
30-39,"{'amount': 148960, 'percentage': 5.7}","{'amount': 229945, 'percentage': 8.9}",6 חודשים
30-39,"{'amount': 18641, 'percentage': 6.7}","{'amount': 24759, 'percentage': 9}",חודש אחרון
30-39,"{'amount': 228411, 'percentage': 5.9}","{'amount': 328229, 'percentage': 8.5}",מתחילת קורונה
30-39,"{'amount': 175717, 'percentage': 5.8}","{'amount': 266643, 'percentage': 8.8}",שנה
40-49,"{'amount': 134950, 'percentage': 5.4}","{'amount': 202232, 'percentage': 8.1}",3 חודשים
40-49,"{'amount': 17133, 'percentage': 6.2}","{'amount': 24296, 'percentage': 8.8}",חודש אחרון
40-49,"{'amount': 160282, 'percentage': 5.3}","{'amount': 234748, 'percentage': 7.7}",שנה
40-49,"{'amount': 138579, 'percentage': 5.3}","{'amount': 207553, 'percentage': 8}",6 חודשים
40-49,"{'amount': 204390, 'percentage': 5.3}","{'amount': 288174, 'percentage': 7.4}",מתחילת קורונה
50-59,"{'amount': 89102, 'percentage': 3.6}","{'amount': 132036, 'percentage': 5.3}",3 חודשים
50-59,"{'amount': 103278, 'percentage': 3.4}","{'amount': 149932, 'percentage': 4.9}",שנה
50-59,"{'amount': 136020, 'percentage': 3.5}","{'amount': 188310, 'percentage': 4.9}",מתחילת קורונה
50-59,"{'amount': 91076, 'percentage': 3.5}","{'amount': 134656, 'percentage': 5.2}",6 חודשים
50-59,"{'amount': 12285, 'percentage': 4.4}","{'amount': 18803, 'percentage': 6.8}",חודש אחרון
60-69,"{'amount': 61452, 'percentage': 2.5}","{'amount': 85983, 'percentage': 3.4}",3 חודשים
60-69,"{'amount': 62647, 'percentage': 2.4}","{'amount': 87661, 'percentage': 3.4}",6 חודשים
60-69,"{'amount': 9411, 'percentage': 3.4}","{'amount': 13686, 'percentage': 5}",חודש אחרון
60-69,"{'amount': 92874, 'percentage': 2.4}","{'amount': 120570, 'percentage': 3.1}",מתחילת קורונה
60-69,"{'amount': 70556, 'percentage': 2.3}","{'amount': 97033, 'percentage': 3.2}",שנה
70-79,"{'amount': 34796, 'percentage': 1.4}","{'amount': 42602, 'percentage': 1.7}",3 חודשים
70-79,"{'amount': 39724, 'percentage': 1.3}","{'amount': 48526, 'percentage': 1.6}",שנה
70-79,"{'amount': 35451, 'percentage': 1.4}","{'amount': 43450, 'percentage': 1.7}",6 חודשים
70-79,"{'amount': 6322, 'percentage': 2.3}","{'amount': 7889, 'percentage': 2.9}",חודש אחרון
70-79,"{'amount': 50817, 'percentage': 1.3}","{'amount': 60386, 'percentage': 1.6}",מתחילת קורונה
80-89,"{'amount': 12506, 'percentage': 0.5}","{'amount': 17729, 'percentage': 0.7}",6 חודשים
80-89,"{'amount': 12268, 'percentage': 0.5}","{'amount': 17383, 'percentage': 0.7}",3 חודשים
80-89,"{'amount': 2101, 'percentage': 0.8}","{'amount': 2789, 'percentage': 1}",חודש אחרון
80-89,"{'amount': 19409, 'percentage': 0.5}","{'amount': 27466, 'percentage': 0.7}",מתחילת קורונה
80-89,"{'amount': 14448, 'percentage': 0.5}","{'amount': 20306, 'percentage': 0.7}",שנה
90+,"{'amount': 2634, 'percentage': 0.1}","{'amount': 5029, 'percentage': 0.2}",3 חודשים
90+,"{'amount': 4372, 'percentage': 0.1}","{'amount': 8685, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 3095, 'percentage': 0.1}","{'amount': 5936, 'percentage': 0.2}",שנה
90+,"{'amount': 2683, 'percentage': 0.1}","{'amount': 5120, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 377, 'percentage': 0.1}","{'amount': 696, 'percentage': 0.3}",חודש אחרון
