section,male,female,period
0-9,"{'amount': 59, 'percentage': 0.8}","{'amount': 40, 'percentage': 0.6}",6 חודשים
0-9,"{'amount': 53, 'percentage': 0.9}","{'amount': 33, 'percentage': 0.6}",3 חודשים
0-9,"{'amount': 16, 'percentage': 1.6}","{'amount': 6, 'percentage': 0.6}",חודש אחרון
0-9,"{'amount': 111, 'percentage': 0.4}","{'amount': 70, 'percentage': 0.2}",מתחילת קורונה
0-9,"{'amount': 81, 'percentage': 0.7}","{'amount': 55, 'percentage': 0.5}",שנה
10-19,"{'amount': 23, 'percentage': 0.4}","{'amount': 14, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 43, 'percentage': 0.4}","{'amount': 36, 'percentage': 0.3}",שנה
10-19,"{'amount': 77, 'percentage': 0.3}","{'amount': 77, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 32, 'percentage': 0.4}","{'amount': 22, 'percentage': 0.3}",6 חודשים
10-19,"{'amount': 4, 'percentage': 0.4}","{'amount': 4, 'percentage': 0.4}",חודש אחרון
20-29,"{'amount': 35, 'percentage': 0.6}","{'amount': 20, 'percentage': 0.3}",3 חודשים
20-29,"{'amount': 45, 'percentage': 0.6}","{'amount': 48, 'percentage': 0.7}",6 חודשים
20-29,"{'amount': 6, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.2}",חודש אחרון
20-29,"{'amount': 239, 'percentage': 0.8}","{'amount': 269, 'percentage': 1}",מתחילת קורונה
20-29,"{'amount': 96, 'percentage': 0.8}","{'amount': 98, 'percentage': 0.8}",שנה
30-39,"{'amount': 51, 'percentage': 0.9}","{'amount': 53, 'percentage': 0.9}",3 חודשים
30-39,"{'amount': 87, 'percentage': 1.2}","{'amount': 93, 'percentage': 1.3}",6 חודשים
30-39,"{'amount': 9, 'percentage': 0.9}","{'amount': 8, 'percentage': 0.8}",חודש אחרון
30-39,"{'amount': 621, 'percentage': 2.2}","{'amount': 583, 'percentage': 2.1}",מתחילת קורונה
30-39,"{'amount': 219, 'percentage': 1.8}","{'amount': 236, 'percentage': 2}",שנה
40-49,"{'amount': 122, 'percentage': 2.1}","{'amount': 73, 'percentage': 1.2}",3 חודשים
40-49,"{'amount': 22, 'percentage': 2.2}","{'amount': 10, 'percentage': 1}",חודש אחרון
40-49,"{'amount': 485, 'percentage': 4.1}","{'amount': 346, 'percentage': 2.9}",שנה
40-49,"{'amount': 210, 'percentage': 2.9}","{'amount': 140, 'percentage': 2}",6 חודשים
40-49,"{'amount': 1398, 'percentage': 5}","{'amount': 953, 'percentage': 3.4}",מתחילת קורונה
50-59,"{'amount': 268, 'percentage': 4.5}","{'amount': 179, 'percentage': 3}",3 חודשים
50-59,"{'amount': 723, 'percentage': 6.1}","{'amount': 549, 'percentage': 4.6}",שנה
50-59,"{'amount': 2201, 'percentage': 7.8}","{'amount': 1552, 'percentage': 5.5}",מתחילת קורונה
50-59,"{'amount': 371, 'percentage': 5.2}","{'amount': 275, 'percentage': 3.8}",6 חודשים
50-59,"{'amount': 36, 'percentage': 3.6}","{'amount': 23, 'percentage': 2.3}",חודש אחרון
60-69,"{'amount': 528, 'percentage': 8.9}","{'amount': 377, 'percentage': 6.3}",3 חודשים
60-69,"{'amount': 667, 'percentage': 9.3}","{'amount': 488, 'percentage': 6.8}",6 חודשים
60-69,"{'amount': 90, 'percentage': 8.9}","{'amount': 50, 'percentage': 4.9}",חודש אחרון
60-69,"{'amount': 3220, 'percentage': 11.4}","{'amount': 2169, 'percentage': 7.7}",מתחילת קורונה
60-69,"{'amount': 1165, 'percentage': 9.8}","{'amount': 890, 'percentage': 7.5}",שנה
70-79,"{'amount': 831, 'percentage': 14}","{'amount': 630, 'percentage': 10.6}",3 חודשים
70-79,"{'amount': 1497, 'percentage': 12.6}","{'amount': 1188, 'percentage': 10}",שנה
70-79,"{'amount': 947, 'percentage': 13.2}","{'amount': 752, 'percentage': 10.5}",6 חודשים
70-79,"{'amount': 150, 'percentage': 14.8}","{'amount': 118, 'percentage': 11.6}",חודש אחרון
70-79,"{'amount': 3570, 'percentage': 12.7}","{'amount': 2706, 'percentage': 9.6}",מתחילת קורונה
80-89,"{'amount': 979, 'percentage': 13.7}","{'amount': 1019, 'percentage': 14.2}",6 חודשים
80-89,"{'amount': 905, 'percentage': 15.2}","{'amount': 919, 'percentage': 15.5}",3 חודשים
80-89,"{'amount': 177, 'percentage': 17.5}","{'amount': 141, 'percentage': 13.9}",חודש אחרון
80-89,"{'amount': 2938, 'percentage': 10.4}","{'amount': 3036, 'percentage': 10.8}",מתחילת קורונה
80-89,"{'amount': 1464, 'percentage': 12.3}","{'amount': 1501, 'percentage': 12.6}",שנה
90+,"{'amount': 358, 'percentage': 6}","{'amount': 469, 'percentage': 7.9}",3 חודשים
90+,"{'amount': 958, 'percentage': 3.4}","{'amount': 1446, 'percentage': 5.1}",מתחילת קורונה
90+,"{'amount': 490, 'percentage': 4.1}","{'amount': 744, 'percentage': 6.2}",שנה
90+,"{'amount': 380, 'percentage': 5.3}","{'amount': 514, 'percentage': 7.2}",6 חודשים
90+,"{'amount': 63, 'percentage': 6.2}","{'amount': 78, 'percentage': 7.7}",חודש אחרון
