gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,409869,10.6,7,0.1,30,0.5,111,0.4
זכר,0-9,חודש אחרון,20734,7.5,0,0,5,1.4,16,1.6
זכר,0-9,6 חודשים,278846,10.7,4,0.1,18,1.2,59,0.8
זכר,0-9,שנה,341654,11.2,5,0.1,22,0.9,81,0.7
זכר,0-9,3 חודשים,265192,10.6,4,0.2,16,1.4,53,0.9
נקבה,0-9,שנה,268428,8.8,1,0,9,0.4,55,0.5
נקבה,0-9,מתחילת קורונה,325291,8.4,4,0,15,0.3,70,0.2
נקבה,0-9,חודש אחרון,15841,5.7,0,0,3,0.8,6,0.6
נקבה,0-9,3 חודשים,198770,7.9,1,0,8,0.7,33,0.6
נקבה,0-9,6 חודשים,212365,8.2,1,0,8,0.5,40,0.6
זכר,10-19,חודש אחרון,19551,7.1,0,0,2,0.6,4,0.4
זכר,10-19,6 חודשים,270583,10.4,5,0.2,12,0.8,32,0.4
זכר,10-19,מתחילת קורונה,413900,10.7,7,0.1,23,0.4,77,0.3
זכר,10-19,שנה,317710,10.4,5,0.1,14,0.6,43,0.4
זכר,10-19,3 חודשים,259967,10.4,4,0.2,9,0.8,23,0.4
נקבה,10-19,חודש אחרון,19563,7.1,0,0,2,0.6,4,0.4
נקבה,10-19,6 חודשים,260351,10,3,0.1,12,0.8,22,0.3
נקבה,10-19,מתחילת קורונה,390562,10.1,7,0.1,23,0.4,77,0.3
נקבה,10-19,שנה,307207,10.1,4,0.1,16,0.6,36,0.3
נקבה,10-19,3 חודשים,247879,9.9,2,0.1,9,0.8,14,0.2
זכר,20-29,שנה,167694,5.5,5,0.1,24,1,96,0.8
זכר,20-29,מתחילת קורונה,238671,6.2,23,0.2,52,0.9,239,0.8
זכר,20-29,6 חודשים,140032,5.4,2,0.1,17,1.1,45,0.6
זכר,20-29,חודש אחרון,16811,6.1,0,0,3,0.8,6,0.6
זכר,20-29,3 חודשים,136287,5.4,1,0,9,0.8,35,0.6
נקבה,20-29,מתחילת קורונה,333049,8.6,22,0.2,58,1,269,1
נקבה,20-29,חודש אחרון,24670,8.9,0,0,1,0.3,2,0.2
נקבה,20-29,שנה,250334,8.2,9,0.2,23,0.9,98,0.8
נקבה,20-29,6 חודשים,215775,8.3,7,0.3,16,1,48,0.7
נקבה,20-29,3 חודשים,209378,8.4,5,0.2,10,0.8,20,0.3
זכר,30-39,שנה,175717,5.8,24,0.6,50,2,219,1.8
זכר,30-39,מתחילת קורונה,228411,5.9,51,0.5,101,1.7,621,2.2
זכר,30-39,חודש אחרון,18641,6.7,2,0.8,12,3.3,9,0.9
זכר,30-39,6 חודשים,148960,5.7,13,0.5,34,2.2,87,1.2
זכר,30-39,3 חודשים,144754,5.8,9,0.4,25,2.1,51,0.9
נקבה,30-39,מתחילת קורונה,328229,8.5,36,0.3,99,1.7,583,2.1
נקבה,30-39,חודש אחרון,24759,9,0,0,4,1.1,8,0.8
נקבה,30-39,6 חודשים,229945,8.9,5,0.2,18,1.2,93,1.3
נקבה,30-39,שנה,266643,8.8,16,0.4,45,1.8,236,2
נקבה,30-39,3 חודשים,222638,8.9,4,0.2,9,0.8,53,0.9
זכר,40-49,שנה,160282,5.3,54,1.3,120,4.8,485,4.1
זכר,40-49,מתחילת קורונה,204390,5.3,117,1.1,259,4.4,1398,5
זכר,40-49,6 חודשים,138579,5.3,32,1.2,72,4.6,210,2.9
זכר,40-49,חודש אחרון,17133,6.2,2,0.8,10,2.8,22,2.2
זכר,40-49,3 חודשים,134950,5.4,14,0.6,40,3.4,122,2.1
נקבה,40-49,מתחילת קורונה,288174,7.4,74,0.7,137,2.3,953,3.4
נקבה,40-49,6 חודשים,207553,8,14,0.5,32,2,140,2
נקבה,40-49,חודש אחרון,24296,8.8,0,0,7,1.9,10,1
נקבה,40-49,שנה,234748,7.7,25,0.6,59,2.4,346,2.9
נקבה,40-49,3 חודשים,202232,8.1,9,0.4,18,1.5,73,1.2
זכר,50-59,חודש אחרון,12285,4.4,7,2.7,31,8.6,36,3.6
זכר,50-59,6 חודשים,91076,3.5,81,3,137,8.8,371,5.2
זכר,50-59,מתחילת קורונה,136020,3.5,374,3.6,537,9.1,2201,7.8
זכר,50-59,שנה,103278,3.4,148,3.5,222,9,723,6.1
זכר,50-59,3 חודשים,89102,3.6,51,2.3,88,7.5,268,4.5
נקבה,50-59,חודש אחרון,18803,6.8,5,1.9,10,2.8,23,2.3
נקבה,50-59,6 חודשים,134656,5.2,49,1.8,72,4.6,275,3.8
נקבה,50-59,מתחילת קורונה,188310,4.9,196,1.9,251,4.3,1552,5.5
נקבה,50-59,שנה,149932,4.9,83,1.9,129,5.2,549,4.6
